synset	lemma	annotation	goodness label
01675190-a	super	KEEP	None
00659946-n	refleksologi	KEEP	None
01284212-a	menyolok	KEEP	None
02788148-n	terali	KEEP	O
01733477-v	mengadakan	KEEP	O
00036935-r	heran	KEEP	None
08642037-n	tempat	KEEP	O
07290905-n	permulaan	KEEP	O
02620587-v	nampak	DELETE	O
00684273-v	percaya	KEEP	O
00894552-n	latihan	KEEP	Y
00636888-v	berdasarkan	KEEP	Y
02215506-v	didanai	KEEP	None
00501990-r	pada	DELETE	O
04477387-n	treadmill	KEEP	None
01729431-v	menyanyi	KEEP	Y
04748273-n	kesetaraan	KEEP	None
90000052-n	killiney road	KEEP	None
90000009-n	Basharani House	KEEP	None
06891493-n	pagelaran	KEEP	None
01169328-v	hirup	KEEP	None
01714208-v	penampilan	KEEP	None
01272920-a	kenali	KEEP	None
01904293-v	mengapung	KEEP	O
00413622-a	klasik	KEEP	Y
01002740-v	makan	DELETE	O
01082606-v	berpartisipasi	KEEP	O
07580253-n	khas	KEEP	Y
03137558-a	komersial	KEEP	O
02603056-v	menyatukan	KEEP	O
01833401-a	rang	DELETE	O
02198752-a	ribuan	KEEP	L
02684924-v	lanjutkan	KEEP	L
09367991-n	kebutuhan	KEEP	Y
06875094-n	bendera	KEEP	O
01210854-a	tinggi	KEEP	Y
02592111-v	clubbing	KEEP	None
01278423-a	berat	KEEP	O
90000186-n	robertson walk	KEEP	None
80000385-n	bugis	KEEP	None
00744916-a	berat	KEEP	O
00032733-a	lincah	KEEP	Y
00017639-r	begitu	KEEP	None
00963570-v	berbahasa	KEEP	None
07569106-n	tepung	KEEP	Y
14486767-n	kemurnian	KEEP	O
10417424-n	tokoh	KEEP	O
06422740-n	panduan	KEEP	O
13275847-n	biaya	KEEP	O
02913152-n	esplanade	KEEP	None
03054311-n	tempat berkumpul	KEEP	X
02687385-v	mengatasi	DELETE	O
00257269-v	memperluas	KEEP	O
02687385-v	memerintah	DELETE	O
01063930-v	berbagi	KEEP	None
02702508-v	dihargai	DELETE	X
06471737-n	piagam	KEEP	Y
12433081-n	bawang	KEEP	Y
01154030-a	pulen	KEEP	None
01078302-a	beku	KEEP	O
08641113-n	dekat dgn	DELETE	X
02566528-v	melanggar	KEEP	O
90000111-n	the heeren	KEEP	None
02250899-a	didampingi	KEEP	None
04306080-n	pos	KEEP	None
02194495-v	terasa	KEEP	None
11414257-n	hasil	KEEP	O
01462005-v	mencampurkan,gaulkan	DELETE	X
90000166-n	Teater Ekamatra	KEEP	None
02876657-n	sebotol	KEEP	None
01733462-a	lahir	KEEP	Y
02072849-v	lalu	KEEP	Y
02820808-a	kesatuan	KEEP	O
10633450-n	penonton	KEEP	O
04007894-n	buatan	KEEP	None
15164957-n	siang	KEEP	O
77000106-n	kapan saja	KEEP	None
01464700-a	hangat	KEEP	O
06930093-n	mandarin	KEEP	O
01003249-v	mengambil gambar	KEEP	O
06240865-n	buddha mahayana	KEEP	None
90000065-n	marine life	KEEP	None
01467534-a	kecil	KEEP	O
08439126-n	hutan hujan	KEEP	X
02577734-a	materi	KEEP	None
02701210-v	membutuhkan	DELETE	O
02316868-v	memberikan	KEEP	O
02400037-v	lebih menyukai	KEEP	X
05985602-n	dongeng	KEEP	Y
02394183-v	menempati	KEEP	None
15123996-n	sejarah	KEEP	O
08500433-n	jarak antara	DELETE	X
04182322-n	batang	KEEP	O
02248808-v	mengakses	KEEP	O
01800764-a	indah	KEEP	O
00508032-v	menandai	KEEP	None
05924920-n	kayu ukur	DELETE	None
02662297-v	berbeda-beda	KEEP	O
00522463-a	menyeluruh	KEEP	O
02544048-a	yang mengerikan	DELETE	X
01798936-v	kecewa	KEEP	O
01157517-v	pakai	KEEP	O
07794159-n	cincangan	KEEP	None
01860795-v	berhenti	KEEP	Y
05129565-n	berjarak	KEEP	Y
07859284-n	gula	KEEP	Y
01712704-v	berbuat	DELETE	O
00026192-n	merasa	KEEP	O
01116585-v	menahan	KEEP	Y
07509996-n	keheranan	KEEP	None
02604760-v	inilah	KEEP	None
13713003-n	talian	DELETE	None
00539110-v	menjadi	KEEP	O
02290461-v	memanfaatkan	KEEP	O
08588294-n	dalam	KEEP	X
02708707-v	berlibur	KEEP	O
01017439-a	bertubuh	KEEP	None
09805475-n	yuen-chen yu	KEEP	None
00485711-a	biasa	KEEP	Y
06689667-n	persetujuan	KEEP	O
00785962-v	menyelidiki	KEEP	O
06359193-n	web	KEEP	None
03839795-n	halangan	KEEP	Y
00753428-v	minta	KEEP	O
03841666-n	kantor	KEEP	X
00914421-a	tepatnya	KEEP	None
80000379-n	Roylott	KEEP	None
07935504-n	air	KEEP	O
00152066-r	sampai	KEEP	None
00274724-v	merusakkan	DELETE	None
03596787-n	permata	KEEP	Y
04326084-n	batu	KEEP	O
01002740-v	membuat wayang	DELETE	X
07781801-n	cumi	KEEP	X
02238085-v	dapat	KEEP	Y
02387486-v	mendidik	KEEP	O
90000322-n	Kavadi	KEEP	None
02199590-v	berikan	KEEP	L
02717102-v	meluwengkan	DELETE	O
02275209-a	utuh	KEEP	Y
00879759-n	observasi	KEEP	None
02187465-a	selusin	KEEP	None
00257269-v	mengembangkan	KEEP	O
10677713-n	supporter	KEEP	X
07702057-n	pangsit	KEEP	Y
00069164-r	disepanjang	KEEP	None
13713003-n	rangka	DELETE	O
90000077-n	penggunaan bahan	KEEP	None
15239579-n	season	KEEP	None
02335828-a	cukup	KEEP	Y
01091234-a	hiasan	KEEP	Y
02394183-v	makan	DELETE	O
00118363-r	supaya	KEEP	L
03309808-n	tekstil	KEEP	Y
02411705-n	kambing	KEEP	Y
01536094-a	kontemporer	KEEP	None
01204294-n	baris	DELETE	O
03924811-n	fotokopi	KEEP	O
00294245-v	berkembang	DELETE	Y
02154508-v	menemukan	KEEP	O
05661668-n	solusi	KEEP	None
01194418-v	menjadi tuan rumah	KEEP	X
15262921-n	hari ini	KEEP	X
00799076-v	mengeluarkan	DELETE	O
02015598-v	keluar	KEEP	Y
08182379-n	orang ramai	KEEP	Y
01188725-v	berkehendakkan	DELETE	None
01410606-a	laksana	DELETE	O
07289588-n	keajaiban	KEEP	O
00649481-v	menjelajahi	KEEP	O
02647497-v	dapat bertahan	DELETE	X
02196107-a	ratus	KEEP	O
02604760-v	orang	DELETE	O
09792555-n	moyang	KEEP	None
07842753-n	omelette	KEEP	None
09617867-n	ahli dlm sst bidang	DELETE	X
00156387-r	satu demi satu	KEEP	M
09526107-n	garuda	KEEP	None
00173338-v	hengkang	DELETE	O
02705428-v	tidak berakhir	KEEP	X
01752884-v	muncullah	KEEP	None
00050037-n	pencatatan	KEEP	Y
08489627-n	sana	KEEP	O
08946187-n	ghana	KEEP	None
00618493-a	oseng	KEEP	None
05076827-n	keseimbangan	KEEP	Y
01764800-v	menenangkan hati	KEEP	O
00002684-n	barang	KEEP	Y
06964901-n	bahasa perancis	KEEP	None
02359051-a	kejut	KEEP	None
06741305-n	alasan	KEEP	Y
01895735-n	kulit	KEEP	Y
07295047-n	hasil	KEEP	O
08558963-n	rumah	KEEP	Y
00133338-n	pukulan	KEEP	O
02294440-a	dipentaskan	KEEP	X
02587532-v	mengurus	DELETE	O
02148788-v	tampilkan	KEEP	X
13137409-n	beri	KEEP	O
07515560-n	ketenangan	KEEP	O
00056930-v	menyambut	KEEP	O
02486932-v	temukan	KEEP	X
02648639-v	dihuni	KEEP	X
13264688-n	warisan	KEEP	O
07929519-n	kopi	KEEP	Y
90000228-n	Orchard Road	KEEP	None
05549830-n	tubuh	KEEP	O
15149763-n	1950-an	KEEP	None
00162632-n	keputusan	KEEP	O
01410606-a	menyerupai	DELETE	Y
15069820-n	pengental	KEEP	None
00900616-a	pokok	KEEP	Y
09929298-n	pemanjat	KEEP	O
04967191-n	kehijauan	KEEP	None
00524682-v	makan	DELETE	O
06630017-n	bersalam-salaman	KEEP	None
02614387-v	tinggal	KEEP	O
02230615-v	turunkan	KEEP	None
04404412-n	televisi	KEEP	O
01006566-a	terbatas	KEEP	O
02208265-v	memperoleh	DELETE	O
02923745-a	hindi	KEEP	None
10677271-n	pemasok	KEEP	O
08301871-n	imf	KEEP	None
00229605-v	menambahkan	KEEP	O
04360501-n	penahan	KEEP	O
04923743-n	asal	KEEP	Y
90000228-n	Orchard	DELETE	None
07859583-n	sirup	KEEP	O
01472628-a	utama	KEEP	O
00015388-n	margasatwa	KEEP	Y
04731925-n	titik	KEEP	O
00963570-v	kata	KEEP	Y
02460964-a	sejati	KEEP	Y
02560585-v	buat	KEEP	Y
14966530-n	melesat	KEEP	None
13136556-n	kachang	DELETE	X
08179689-n	dunia	KEEP	X
80001580-n	kembang tahu	KEEP	None
02106506-v	melihat	KEEP	O
00612612-v	memperingati	KEEP	O
01185604-v	makan	DELETE	O
00833546-v	diperbarui	KEEP	None
90000181-n	India Utara	KEEP	None
00381097-a	warna merah tua	DELETE	X
80000857-n	smartcards	KEEP	None
01688757-a	lapuk	DELETE	O
00618878-v	kenal	KEEP	O
01824736-v	bagai	DELETE	O
00931852-v	berarti	KEEP	O
08829533-n	montreal	KEEP	None
00599992-v	berkuliah	KEEP	None
07586485-n	sup buntut	KEEP	X
00724150-v	menyisakan	KEEP	O
02215087-a	unik	KEEP	O
00770437-v	memiliki	DELETE	O
05698247-n	keragu-raguan	KEEP	X
04215402-n	trotoir	KEEP	None
00661640-a	iris	KEEP	None
01172701-v	menggoleng	DELETE	O
77000023-n	engkau	KEEP	None
08903049-n	new delhi	KEEP	None
76100091-x	labuh	KEEP	None
02685951-v	memperbarui	DELETE	O
14546227-n	kesihatan	DELETE	None
02568672-v	latihan	DELETE	O
00173761-n	fasilitas	KEEP	None
05765415-n	lambang	KEEP	O
01203893-v	membunting	DELETE	O
00799076-v	reguk	DELETE	O
05637558-n	kecakapan	KEEP	X
01083373-v	menjahanamkan	KEEP	O
00635955-a	kosmopolitan	KEEP	O
09984659-n	pelanggan	KEEP	Y
07858978-n	madu	KEEP	Y
02327200-v	mensuplai	DELETE	X
90000039-n	trassi	KEEP	None
02209745-v	mengarik	DELETE	O
01667607-v	sulam	KEEP	O
02760116-a	medis	KEEP	O
02067719-a	berbagai	KEEP	Y
04248607-n	gambar	KEEP	O
12306717-n	melati	KEEP	O
77000092-n	apa	KEEP	None
01029406-n	upacara	KEEP	O
01282014-a	impresif	KEEP	Y
01823092-a	tidak mungkin	KEEP	X
02190755-a	45	KEEP	None
00912473-v	berteriak	KEEP	X
02006834-v	kebentok	DELETE	O
02326355-v	telusuri	KEEP	None
07840395-n	santan	DELETE	O
02700867-v	mengandung	KEEP	O
06333653-n	bernama	KEEP	O
01912159-v	menjelajahi	KEEP	O
01982395-v	menyontok	DELETE	O
01731351-a	masa sekarang	KEEP	X
77000029-n	mereka	DELETE	None
02137132-v	menonjolkan	KEEP	O
08049401-n	asosiasi	KEEP	Y
90000309-n	thosai	KEEP	None
01380122-v	menyemaikan	DELETE	O
00462909-a	pantai	KEEP	O
02187296-a	10	KEEP	None
08096624-n	hinduisme	KEEP	None
13862780-n	watak	DELETE	O
08398773-n	beragam	KEEP	None
04551055-n	gudang	KEEP	Y
90000216-n	les amis	KEEP	None
08932568-n	paris	KEEP	None
09448945-n	jalur	KEEP	Y
02599636-v	berhasil	DELETE	O
03385557-n	kubu	KEEP	O
15212167-n	juli	KEEP	O
14491271-n	kekayaan	KEEP	O
02236124-v	menerima masuk	DELETE	X
01012855-a	utama	KEEP	O
03800933-n	instrumen musik	KEEP	X
00986766-a	penuh berisi	KEEP	X
13878951-n	kotak	KEEP	None
05193338-n	warna	KEEP	X
02623906-v	berbentuk	KEEP	L
07932039-n	krim	KEEP	O
00087736-v	berjangkit	DELETE	O
01041968-n	sholat	KEEP	None
02204692-v	mempunyai	KEEP	O
00372111-a	coklat	KEEP	None
01031256-v	dikirimkan	KEEP	None
00449441-r	sensual	KEEP	None
06253690-n	pesanlah	KEEP	X
05131647-n	ketinggian	KEEP	Y
06998748-n	grafik	KEEP	O
00669762-v	makan	DELETE	O
00804695-a	semarak	KEEP	None
10807487-n	ibrahim	KEEP	None
01277426-a	paling penting	KEEP	X
02927512-a	amerika	KEEP	None
07349532-n	ombak	KEEP	O
03613294-n	kunci	KEEP	Y
09841188-n	bartender	KEEP	None
80000813-v	menambah isi	KEEP	None
08434259-n	jaringan	KEEP	Y
05697135-n	ketentuan	KEEP	O
15136147-n	pekan	KEEP	None
02774411-a	parlementer	KEEP	O
02621395-v	menubuhkan	DELETE	O
06426279-n	penanggalan	KEEP	O
00843146-a	kenyal	KEEP	O
03430959-n	pernak-pernik	KEEP	None
08497294-n	daerah	KEEP	O
00697589-v	memutuskan	KEEP	Y
15148867-n	1920-an	KEEP	None
09712696-n	melayu	KEEP	M
07571324-n	seni kuliner	KEEP	X
01989873-v	terbenam	KEEP	O
02765464-v	menyerap	KEEP	Y
15218448-n	idul fitri	KEEP	X
02685951-v	menyeberangi	DELETE	O
01816431-v	memuaskan	KEEP	O
04202417-n	rumah	KEEP	Y
03294048-n	peralatan	KEEP	Y
01672607-a	jelata	DELETE	O
07721456-n	pedas	KEEP	None
80001131-n	mereka	KEEP	None
00024073-r	tidaklah	KEEP	X
13940456-n	puncak	KEEP	O
02715812-v	penuh	KEEP	O
02162815-v	memukulkan	KEEP	None
01076634-a	sosial	KEEP	O
08646787-n	pemandangan	KEEP	O
01013961-a	terakhir	KEEP	O
01418667-v	mencampurkan	DELETE	O
13911872-n	titik	KEEP	Y
07059962-n	pop	KEEP	Y
06694540-n	rekomendasi	KEEP	O
90000334-n	Tahun Baru Imlek	KEEP	None
11714382-n	pala	KEEP	O
13464820-n	perkembangan	KEEP	O
02006834-v	menoyor	DELETE	O
01233020-a	datar	KEEP	O
00775486-a	ekletik	KEEP	None
00395626-a	warna merah tua	DELETE	X
00233335-v	terbatas	KEEP	Y
03497657-n	topi	KEEP	Y
00921014-a	seru	KEEP	O
06290637-n	rupa bentuk	DELETE	None
02841066-a	ruang	KEEP	Y
08765890-n	swedia	KEEP	X
00514884-a	seluruh	KEEP	Y
13748763-n	25	KEEP	None
01090308-a	fungsional	KEEP	O
01886620-a	terbuka	KEEP	O
08969291-n	maroko	KEEP	X
08567877-n	tujuan	KEEP	Y
02488834-v	menikahi	KEEP	O
00729246-a	satuan	KEEP	None
02676054-v	mengenai	KEEP	O
00951831-a	di dlm	DELETE	X
03054311-n	clubhouse	KEEP	None
07515790-n	kedamaian	KEEP	Y
80000596-a	tiociu	KEEP	None
00758333-v	makan	DELETE	O
00031264-n	grup	KEEP	L
01197014-v	menghabiskan	DELETE	O
01074650-a	ramah	KEEP	Y
00661640-a	irisan	KEEP	None
11164970-n	maugham	KEEP	None
07626602-n	mentega dan telur	DELETE	X
02194151-a	80	KEEP	None
02020590-v	melebas	DELETE	O
02664769-v	setolok	DELETE	O
03899533-n	setapak	KEEP	None
02930766-n	cab	KEEP	None
02586619-v	memerintah	KEEP	Y
01089635-n	beramal	KEEP	None
03420440-n	hiasan	KEEP	O
02427103-v	bangun	KEEP	None
01156834-v	coba	KEEP	None
01651196-a	atas	DELETE	O
02919594-a	rumah	KEEP	O
08242799-n	kelompok	KEEP	O
01531742-v	tertera	KEEP	O
02691156-n	pesawat	KEEP	Y
07565083-n	menu	KEEP	Y
90000305-n	laksa	KEEP	None
00331950-n	gerak	KEEP	Y
05131023-n	jauhnya	DELETE	X
01982650-n	lobster	KEEP	None
90000315-n	hajjah	KEEP	None
02714800-a	drama	KEEP	O
13285176-n	pangsa	KEEP	None
04152387-n	tirai	KEEP	O
02394183-v	menyumbat	DELETE	O
00294459-r	jadi	KEEP	O
02187161-a	9	KEEP	None
02069355-a	selain	KEEP	Y
08425888-n	lalu lintas	KEEP	O
10389398-n	pemilik	KEEP	O
13376426-n	kartu kredit	KEEP	O
01380638-v	berkumpul	KEEP	O
04345288-n	benda	KEEP	O
02434976-v	ikut	KEEP	None
00155020-r	nyaman	KEEP	Y
03122750-a	tamil	KEEP	None
02690081-n	airways	KEEP	None
08054076-n	klinik	KEEP	Y
01189427-v	berpuasa	KEEP	Y
09644152-n	orang mongol	KEEP	None
00838367-n	makanan	DELETE	O
01180351-v	sajikan	KEEP	X
01556355-a	lebih	KEEP	Y
00046299-r	super	KEEP	L
00008007-r	sepenuh	KEEP	None
08497294-n	72	KEEP	None
08731423-n	makau	KEEP	X
10411551-n	penjaja	KEEP	Y
07886849-n	bir	KEEP	Y
00053004-r	baik	KEEP	L
00084223-r	utama	KEEP	None
00618377-a	roasted	KEEP	None
01197014-v	menghabiskan	KEEP	O
00734054-v	makan	DELETE	O
01672607-a	biasa	KEEP	Y
00953127-a	dalam	DELETE	O
02395694-n	babi	KEEP	O
02578510-v	merayakan	KEEP	Y
00170412-r	bahkan	KEEP	O
01232091-n	sesi	KEEP	Y
01843055-v	bepergian	KEEP	O
90000091-n	Setelah Anda	KEEP	None
15050011-n	spices	KEEP	None
02552449-v	memulihkan	KEEP	O
02604760-v	adalah	KEEP	O
00181342-r	sehabis	KEEP	None
05936704-n	kesan	KEEP	L
02402825-v	memecatkan	DELETE	O
02069355-a	lainnya	KEEP	None
06595351-n	majalah	KEEP	O
07668702-n	siomay	KEEP	None
07867616-n	cheese	KEEP	None
00089351-n	kembali	KEEP	Y
00674270-a	buatan	KEEP	None
90000336-n	loe mee	KEEP	None
02621395-v	bentuk	DELETE	O
01157517-v	menggunakan	KEEP	O
02355596-v	memperoleh	DELETE	O
08438533-n	hutan	KEEP	Y
08923348-n	tokyo	KEEP	None
02818832-n	ranjang	KEEP	O
07521039-n	penghargaan	KEEP	O
01188725-v	memerlukan	KEEP	Y
07719839-n	ubi	KEEP	O
08428485-n	parade	KEEP	O
02005948-v	datang	KEEP	Y
01410363-a	lain	KEEP	Y
02685951-v	menemani ke	DELETE	X
07643981-n	jeli	KEEP	O
00249969-v	sudah masak	DELETE	X
04620558-n	semangat	KEEP	O
05122557-n	mayoritas	KEEP	O
00903894-a	yang utama	KEEP	X
00246754-n	panggang	KEEP	O
10538082-n	romeo	KEEP	None
00139508-r	sepantas	KEEP	None
80001640-n	jangkungan	KEEP	None
01082606-v	ikuti	KEEP	None
00043003-r	kerana itu	DELETE	X
06426111-n	nomor	KEEP	O
02236124-v	mengadakan	DELETE	O
07574426-n	makanan ringan	KEEP	O
02186338-a	satu	KEEP	O
00603298-v	berkembang	KEEP	O
01443097-a	sekilas	KEEP	O
03169390-n	dekorasi	KEEP	O
08616311-n	perjalanan	KEEP	Y
01326528-v	merosakkan	DELETE	None
06369829-n	cerita	KEEP	Y
00024587-r	tidak	KEEP	O
06635509-n	bahan	KEEP	O
77000097-n	siapa saja	KEEP	None
00931847-n	buatan	DELETE	O
02531919-a	cerah	KEEP	O
02506922-a	multifaset	KEEP	None
01167981-v	bersantaplah	KEEP	None
03673027-n	kapal	KEEP	O
01525666-v	jalan	KEEP	O
00618878-v	mengenali	KEEP	O
05945642-n	pendapat	KEEP	O
00625119-v	membaca	KEEP	Y
00884011-v	menjanjikan	KEEP	O
00851744-a	dapat dipilih	KEEP	X
00462718-r	asam	KEEP	O
01400562-a	halal	KEEP	O
02248693-a	budaya	KEEP	None
09675393-n	tamil	KEEP	None
05920272-n	tema	KEEP	Y
13744521-n	lima	KEEP	O
01002740-v	membuat	DELETE	O
02670578-v	mempromosikan	KEEP	O
00950592-a	di	DELETE	O
06893441-n	resital	KEEP	O
07829412-n	sauce	KEEP	None
02192469-a	63	KEEP	None
00155143-v	meningkat	KEEP	Y
14411884-n	mode	KEEP	O
00048475-r	saat ini	KEEP	L
00729109-v	ditelusur	KEEP	X
03878066-n	palace	KEEP	None
06799897-n	dawai	DELETE	O
07851767-n	cottage cheese	KEEP	X
00522751-v	dapat	DELETE	O
14413265-n	dipersilakan	KEEP	None
01824736-v	seperti	DELETE	O
90000039-n	terasi	KEEP	None
00149510-r	sebenar	KEEP	None
14486274-n	keputusasaan	KEEP	None
06770875-n	syarat	KEEP	Y
01871979-v	mendorong	KEEP	O
01199083-a	bermacam-macam	KEEP	O
02357479-a	terkejut	KEEP	Y
15243351-n	jangka panjang	KEEP	O
06471345-n	sertifikat	KEEP	O
01653873-v	membuat	KEEP	O
02320773-v	biaya tambahan	KEEP	None
01158181-v	membuang	DELETE	O
08593262-n	garisan	DELETE	None
02269794-a	setiap	KEEP	L
06930427-n	kanton	KEEP	None
08587174-n	cagar	KEEP	None
00674607-v	menyaring	DELETE	Y
90000319-n	barongsai	KEEP	None
07338552-n	hentaman	KEEP	None
80001017-n	malayalee	KEEP	None
04136161-n	sari	KEEP	O
02950711-a	strategis	KEEP	Y
02003357-a	buka	KEEP	L
01999798-v	memasukkan	DELETE	O
14482620-n	potensi	KEEP	Y
05933246-n	panorama	KEEP	O
07623933-n	tar	KEEP	L
11164970-n	somerset maugham	KEEP	None
09063673-n	los angeles	KEEP	None
90000086-n	rong chen bak kut teh	KEEP	None
09908025-n	pemuda	KEEP	O
80001051-n	Tangs	KEEP	None
00239908-r	masing	KEEP	None
02800497-n	bawah tanah	KEEP	None
07768694-n	delima	KEEP	O
08651247-n	situs	KEEP	None
01065456-v	menjelaskan	KEEP	O
01727926-a	masa lalu	KEEP	None
90000418-n	sate	KEEP	None
04263614-n	sumber	KEEP	L
90000327-n	soto ayam	KEEP	None
01959294-a	tetap	KEEP	Y
02685951-v	memasang	DELETE	O
01735736-a	bersabar	KEEP	Y
01635146-a	terdiri	KEEP	Y
08613345-n	bayang	KEEP	O
01544692-v	ditaruh	KEEP	None
01846331-n	bebek	KEEP	Y
03671668-n	garis	KEEP	O
00380696-n	campuran	KEEP	O
07186148-n	undangan	KEEP	Y
02723951-v	berasal	KEEP	None
02560585-v	melakukan	KEEP	O
01103844-a	khusus	KEEP	O
00024356-r	enggak	KEEP	None
02685951-v	larikan	DELETE	O
02153709-v	cari	KEEP	Y
08425303-n	lalu lintas	KEEP	O
00729246-a	per	KEEP	None
04306080-n	stasiun	KEEP	Y
14449126-n	kebutuhan	KEEP	O
00053952-r	agaknya	KEEP	O
01573515-v	putus	KEEP	O
07749582-n	limau	KEEP	Y
07684289-n	naan	KEEP	X
80001638-n	Nay Pyi Taw	KEEP	None
02880940-n	mangkuk	KEEP	O
10175090-n	yang mulia	KEEP	None
01848718-v	berangkat	KEEP	O
00478262-n	sepak bola	KEEP	O
01189113-v	butuhkan	KEEP	None
07931733-n	minuman campuran rum	DELETE	X
00274724-v	melongsorkan	KEEP	None
00118869-r	sekali	KEEP	O
00117620-r	lalu	KEEP	Y
08594286-n	bentuk	DELETE	O
02622234-v	bergabung	KEEP	O
00035058-r	seringkali	KEEP	X
10069645-n	eksekutif	KEEP	Y
08523483-n	pusat	KEEP	Y
13353280-n	kekayaan	KEEP	Y
04199027-n	sepatu	KEEP	Y
01182414-a	ringan	KEEP	O
01226240-a	hormat	KEEP	None
08514034-n	pusat	KEEP	O
01233156-n	singgahlah	KEEP	X
00243124-v	berpadu	KEEP	O
07457834-n	kejuaraan	KEEP	O
02410175-v	mempertahankan	KEEP	O
01638368-v	dirancang	KEEP	None
05891572-n	skema	KEEP	O
90000061-n	le peranakan	KEEP	None
04078747-n	reservoir	KEEP	O
00311809-n	tamasya	KEEP	None
00081725-v	menyembuhkan	KEEP	Y
00385756-a	kuning	KEEP	O
01759326-v	menggugah	KEEP	O
07228751-n	kaul	KEEP	L
06624161-n	letter	KEEP	None
08683548-n	hutan	KEEP	Y
01148283-a	meriah	KEEP	Y
00577525-n	layanan	KEEP	Y
06685456-n	jaminan	KEEP	Y
07370410-n	panjat tebing	KEEP	O
15207556-n	purnama	KEEP	None
10748620-n	vip	KEEP	None
02020590-v	menjangkau	DELETE	O
00108479-r	ke sini	KEEP	O
01182709-v	memberi	KEEP	O
00749963-v	pesankan	KEEP	None
07648267-n	paha	KEEP	O
00761713-v	menegosiasikan	KEEP	O
02759614-v	menyalakan	KEEP	O
07186828-n	seru	KEEP	O
00959827-v	terjemahkan	KEEP	X
02965043-a	japanese	KEEP	None
06818970-n	huruf	KEEP	Y
03788195-n	masjid jamae mosque	KEEP	None
14005892-n	aliran	KEEP	O
05332802-n	kidney	KEEP	None
15167474-n	malam	KEEP	O
08615374-n	japanese garden	KEEP	None
02570267-v	manjakan	KEEP	X
00758333-v	meluwengkan	DELETE	O
00317008-a	berukir	KEEP	L
07062697-n	jaz	KEEP	Y
01041916-a	resmi	KEEP	O
02674879-v	menirukan	KEEP	O
01843380-a	diolah	KEEP	None
07473441-n	kemenangan	KEEP	Y
07838073-n	saus	KEEP	None
15144094-n	keabadian	KEEP	O
01727303-a	hutan	DELETE	O
01457954-v	tembus	KEEP	O
02881193-n	mangkuk”	KEEP	None
14526182-n	aroma	KEEP	O
14482968-n	prospek	KEEP	O
00798245-n	kampanye	KEEP	O
02295998-a	standard	DELETE	None
03412058-n	galeri	KEEP	Y
02814860-n	mercusuar	KEEP	O
08540532-n	kota kecil	KEEP	X
09908025-n	abang	KEEP	None
00362103-n	diskon	KEEP	Y
01065115-v	memperkenalkan	KEEP	O
07565161-n	makanan	KEEP	O
00489491-a	selalu	DELETE	O
01428578-v	menjadikan	DELETE	O
02267989-v	menguras	DELETE	O
01365544-a	memilukan	KEEP	None
03309808-n	kain	KEEP	O
08355692-n	agen perjalanan	KEEP	None
01664172-v	masak	KEEP	Y
00521562-n	bukti	KEEP	None
90000105-n	southern ridges	KEEP	None
02150510-v	menyaksikan	KEEP	O
08594286-n	garis	DELETE	O
05750657-n	mode	KEEP	Y
03365592-n	lantai	KEEP	Y
00249736-r	di dalam	DELETE	X
03871524-n	kemasan	KEEP	None
02237206-v	menyambut	KEEP	O
02439949-a	top	KEEP	O
08221897-n	para penonton	KEEP	X
00081737-r	setiap tahun	KEEP	X
02737876-v	seharus	KEEP	None
14845743-n	h20	KEEP	None
00367685-v	bersatu	KEEP	O
02190182-a	39	KEEP	None
00139266-r	khusus	KEEP	None
02717102-v	mengajak	DELETE	O
00192836-v	memeriahkan	KEEP	None
01604226-a	utara	KEEP	O
13955461-n	kenyataan	KEEP	Y
00410210-r	setiap malam	KEEP	None
08630985-n	kawasan	KEEP	Y
06285090-n	kalimat	KEEP	O
02236624-v	mengaku	DELETE	O
00024073-r	non-	KEEP	None
00002621-r	baru saja	KEEP	X
14520278-n	udara	KEEP	O
07740220-n	lezat	KEEP	O
01277097-a	utama	KEEP	O
01104026-a	tersendiri	KEEP	Y
01752884-v	menghasilkan	KEEP	O
01647229-v	menjadikan	KEEP	O
02741546-v	membutuhkan	DELETE	O
07704205-n	bubur	KEEP	None
01645601-v	kerja	DELETE	O
07288801-n	keajaiban	KEEP	Y
02402825-v	dapat	DELETE	O
01494273-a	musiman	KEEP	O
00049003-n	masuk	DELETE	L
00015388-n	satwa	KEEP	Y
01427127-v	mengadakan	DELETE	O
04928903-n	bergaya	KEEP	None
15165490-n	petang hari	KEEP	None
08399977-n	jalinan	KEEP	None
05098942-n	ukuran	KEEP	O
13726562-n	kalori	KEEP	Y
03740161-n	obat	KEEP	None
02452885-v	menghindari	KEEP	Y
02608823-v	mulailah	KEEP	None
02825355-a	suara	KEEP	O
13746512-n	dekade	DELETE	O
09022265-n	uzbekistan	KEEP	None
07709333-n	sayuran hijau	KEEP	X
03900979-n	paviliun	KEEP	O
11412727-n	perubahan	KEEP	O
14580090-n	pengabdian	KEEP	O
01998432-v	ikut serta	KEEP	O
00024720-n	keadaan	KEEP	O
02267989-v	memerlukan	KEEP	O
08209687-n	polisi	KEEP	Y
13547925-n	pengisian ulang	KEEP	X
03672352-n	linen	KEEP	Y
05193338-n	variasi	KEEP	O
01182709-v	menyediakan	KEEP	O
03671473-n	tali	DELETE	O
01808218-v	menarik	KEEP	O
00899226-a	sulit	KEEP	None
02603699-v	wujud	DELETE	O
03720163-n	peta	KEEP	Y
