Arabic	English	Finnish	Greek	Indonesian	Japanese	Mandarin Chinese	POS	Polish	Portuguese	Serbo-Croatian	Slovene	Spanish	Thai	lang	POS
None	strangely	None	None	anehnya	None	None	a	dziwnie	estranhamente	None	None	extrañamente	None	None	adv
None	syndicate	syndikaatti	None	sindikat	シンジケート	辛迪加	n	syndykat	None	None	None	None	None	None	noun
تِسْتُوسْتِيرُون	testosterone	testosteroni	None	testosteron	テストステロン	睾酮	s	-steron	testosterona	тестостѐро̄н	None	None	None	None	suffix
None	maxi	None	None	maksi	None	None	a	None	None	None	None	None	None	None	adj
None	rudimentary	puutteellinen	υποτυπώδης	rudimenter	None	基本的	a	ograniczony	rudimentar	None	None	rudimental	None	None	adj
لَفْظِيّ	literal	kirjaimellinen	κατά	harfiah	逐語的な	字面	a	dosłowny	None	None	None	None	None	None	adj
None	footnote	alaviite	υποσημείωση	catatan	脚註	腳註	n	przypis	nota	None	None	nota	None	None	noun
فِيشْنُو	Vishnu	None	Βισνού	Wisnu	ヴィシュヌ	毗濕奴	n	Wisznu	Vixnu	Вишну	Víšnu	Vishnú	พระวิษณุ	None	name
None	revolve	pyöriä	περιστρέφομαι	edar	回る	旋轉	v	wirować	girar	None	None	rotar	หมุน	None	verb
None	cellist	None	βιολοντσελίστας	selis	チェリスト	大提琴手	n	wiolonczelista	violoncelista	None	None	violonchelista	None	None	noun
None	sentiment	ajatus	None	sentimen	感情	None	n	None	sentimento	None	None	sentimiento	None	None	noun
None	sentiment	tunne	None	sentimen	None	None	n	sentyment	None	None	None	None	None	None	noun
None	beaker	dekantterilasi	None	gelas	None	燒杯	n	zlewka	béquer	None	None	vaso	None	None	noun
None	tasteless	mauton	άγευστος	tawar	味のない	淡	a	bez	insípido	None	None	insaboro	จืด	None	adj
None	metabolite	metaboliitti	μεταβολίτης	metabolit	None	代謝產物	n	None	metabólito	None	None	metabolito	None	None	noun
إِعْوَار	anaphylaxis	anafylaksia	αναφυλαξία	anafilaksis	アナフィラキシー	過敏性反應	n	None	anafilaxia	None	None	None	None	None	noun
بَالِيرِينَا	ballerina	balettitanssijatar	μπαλαρίνα	balerina	バレリーナ	芭蕾舞演員	n	baletnica	bailarina	балери́на	None	None	นักบัลเลต์	None	noun
None	infarct	infarkti	εμβολή	infarsi	None	梗塞	n	None	infarto	None	None	None	None	None	noun
None	teacup	teekuppi	φλιτζάνι	cawan	湯呑み	茶碗	n	filiżanka	xícara	None	None	None	None	None	noun
اِحْتِشَاء	heart	sydänkohtaus	έμφραγμα	serangan	心筋梗塞	心肌梗死	n	zawał	ataque	срчани	miokardni	ataque	None	None	noun
جِنِّيّ	tooth	hammaskeiju	None	peri	歯の妖精	牙仙	n	zębowa	fada	None	None	hada	ทูธแฟรี	None	noun
نَاسُور	fistula	fisteli	συρίγγιο	hiliran	瘻孔	瘺管	n	przetoka	fístula	фи̏стула	None	None	None	None	noun
رِئَوِيّ	pulmonary	keuhko-	None	pulmoner	肺の	肺的	a	płucny	pulmonar	плу̑ћнӣ	pljučen	None	None	None	adj
اَلزَّائِدَة	vermiform	umpilisäke	σκωληκοειδής	apendiks	虫垂	闌尾	n	wyrostek	apêndice	None	slepič	apéndice	ไส้ติ่ง	None	noun
None	challenger	haastaja	None	penantang	挑戦者	挑戰者	n	konkurent	desafiante	изазѝва̄ч	None	retante	คู่แข่ง	None	noun
عُود	toothpick	hammastikku	οδοντογλυφίδα	tusuk	楊枝	牙簽	n	wykałaczka	palito	ча̏чкалица	zobotrebec	palillo	ไม้จิ้มฟัน	None	noun
None	regent	valtionhoitaja	αντιβασιλέας	wali	摂政	攝政王	n	regentka	regente	регент	None	None	ผู้สำเร็จราชการแทนพระองค์	None	noun
حَصَّالَة	piggy	säästöpossu	κουμπαράς	celengan	貯金箱	撲滿	n	świnka-skarbonka	cofrinho	касица-прасица	hranilnik	alcancía	กระปุกหมู	None	noun
دارة	integrated	mikropiiri	ολοκληρωμένο	sirkuit	集積回路	集成電路	n	układ	circuito	integrirani	integrirano	None	วงจรรวม	None	noun
غُدَّة	thyroid	kilpirauhanen	None	kelenjar	None	甲狀腺	n	tarczyca	tiroide	None	None	tiroides	ต่อมไทรอยด์	None	noun
None	royalty	rojalti	πνευματικά	royalti	None	None	n	None	None	None	None	None	None	None	noun
None	royalty	tekijänoikeuskorvaus	None	royalti	印税	None	n	tantiema	None	None	None	None	None	None	noun
أُمِّيَّة	illiteracy	lukutaidottomuus	None	buta	非識字	文盲	n	analfabetyzm	analfabetismo	неписменост	None	None	None	None	noun
قُنْبُلَة	grenade	kranaatti	χειροβομβίδα	granat	擲弾	榴彈	n	None	granada	грана́та	granata	None	ระเบิดมือ	None	noun
None	eke	kituuttaa	None	bersusah	None	None	v	None	None	navlačiti	None	ganar	None	None	verb
حَجَرَة	rock	kivi-sakset-paperi	None	batu,	じゃん拳	石頭剪子布	n	papier,	pedra-papel-tesoura	None	None	piedra,	เป่ายิ้งฉุบ	None	noun
None	revision	None	αναθεώρηση	revisi	None	None	n	None	revisão	None	None	revisión	None	None	noun
مُرَاجَعَة	revision	tarkastus	αναθεώρηση	revisi	None	復習	n	None	revisão	None	None	revisión	None	None	noun
None	röntgen	None	None	rontgen	レントゲン	倫琴	n	rentgen	roentgen	рендген	None	None	None	None	noun
فُونُولُوجِيَّا	phonology	fonologia	φωνολογία	fonologi	音韻論	音韻學	n	None	None	фоноло̀гија	fonologija	fonología	สัทวิทยา	None	noun
مُكَلَّف	taxpayer	veronmaksaja	φορολογούμενος	pembayar	納税者	納稅人	n	podatnik	contribuinte	порески	davkoplačevalec	contribuyente	ผู้เสียภาษี	None	noun
مِنْجَلَة	vise	ruuvipuristin	μέγγενη	ragum	バイス	老虎鉗	n	imadło	torno	менгеле	primež	tornillo	แท่นจับชิ้นงาน	None	noun
قُوَّات	armed	asevoimat	στράτευμα	angkatan	None	武裝部隊	n	siły	forças	оружане	oborožene	fuerzas	การทหาร	None	noun
None	check	katsoa	None	menyimak	試験する	None	v	sprawdzić	verificar	provjeriti	None	investigar	None	None	verb
None	Labour	työväenpuolue	None	Partai	労働党	工黨	n	None	Partido	None	None	Partido	None	None	name
None	inter	muun	μεταξύ	diantaranya	とりわけ	除了...以外	a	między	entre	None	None	entre	None	None	adv
دِيمُوغْرَافِيَا	demography	väestötiede	δημογραφία	demografi	None	人口學	n	None	None	демографија	None	demografía	ประชากรศาสตร์	None	noun
None	bubonic	paiserutto	βουβωνική	pes	腺ペスト	腺鼠疫	n	dżuma	peste	None	None	None	None	None	noun
خَزَّاف	potter	savenvalaja	αγγειοπλάστης	kumbakara	None	陶瓷工	n	garncarz	oleiro	ло̀нча̄р	lončar	alfarero	ช่างปั้นหม้อ	None	noun
None	specificity	tarkkuus	None	spesifisitas	None	None	n	None	None	None	None	None	None	None	noun
None	fountain	täytekynä	πένα	pulpen	万年筆	鋼筆	n	wieczne	caneta	на́ливперо	nalivno	estilógrafo	ปากกาหมึกซึม	None	noun
دَبُّوس	thumbtack	nasta	None	paku	画鋲	圖釘	n	pinezka	tacha	None	risalni	chinche	หมุดหัวแบน	None	noun
الاِتِّحَاد	Russian	Venäjän	Ρωσική	Federasi	ロシア連邦	俄羅斯聯邦	n	Federacja	Federação	Ру̏ска̄	Ruska	Federación	สหพันธรัฐรัสเซีย	None	name
برنامج	malware	haittaohjelma	κακόβουλο	perangkat	マルウェア	流氓軟件	n	szkodliwe	programa	малвер	škodljivo	None	มัลแวร์	None	noun
صَفْحَة	web	verkkosivu	ιστοσελίδα	laman	ホームページ	網頁	n	strona	página	веб	spletna	página	เว็บเพจ	None	noun
عَسْكَرِيَّة	militarism	militarismi	στρατοκρατία	militerisme	軍国主義	軍國主義	n	militaryzm	militarismo	милитарѝзам	militarizem	None	ลัทธิทหาร	None	noun
بطانَة	conjunctiva	sidekalvo	επιπεφυκώς	konjungtiva	None	結膜	n	spojówka	conjuntiva	None	None	endometrio	เยื่อตา	None	noun
تَيَّار	direct	tasavirta	συνεχές	arus	直流電流	直流電	n	prąd	corrente	None	None	corriente	None	None	noun
None	electromotive	sähkömotorinen	ηλεκτρεγερτική	gaya	None	電動勢	n	siła	None	None	None	fuerza	แรงเคลื่อนไฟฟ้า	None	noun
None	EMF	None	None	GGL	None	None	n	None	None	None	None	None	None	None	name
None	add-on	laajennus	None	pengaya	None	None	n	dodatek	extensão	None	None	extensión	None	None	noun
None	tenacious	sitkeä	πεισματάρης	ngotot	頑強な	頑強	a	uparty	tenaz	None	None	tesonero	None	None	adj
سَحَّاحَة	burette	byretti	προχοΐδα	buret	ビュレット	滴定管	n	biureta	bureta	бирѐта	None	None	None	None	noun
صَانِع	craftsman	käsityöläinen	τεχνίτης	tukang	職人	工匠	n	rzemieślnik	artesão	зана̀тлија	obrtnik	artesano	ช่างฝีมือ	None	noun
حقل	electric	sähkökenttä	ηλεκτρικό	medan	None	電場	n	pole	campo	električno	None	campo	สนามไฟฟ้า	None	noun
None	federalism	federalismi	τσαρισμός	federalisme	連邦主義	聯邦制	n	regencja	federalismo	федералѝзам	None	regencia	มาตาธิปไตย	None	noun
None	crevasse	railo	None	jurang	None	None	n	None	None	None	None	None	None	None	noun
تَيَّار	alternating	vaihtovirta	εναλλασσόμενο	arus	交流電流	交流電	n	prąd	corrente	None	None	corriente	None	None	noun
شُرْب	drinking	juominen	None	peminuman	None	None	n	picie	None	None	None	escabio	None	None	noun
None	psychological	psykologinen	ψυχολογικός	psikologis	None	None	a	psychologiczny	psicológico	None	None	None	None	None	adj
بُكَاء	crying	itkeminen	None	tangisan	None	None	n	płacz	choro	пла̏ч	jok	llanto	None	None	noun
فزعان	frightened	peloissaan	None	kaget	怖い	驚駭	a	None	amedrontado	уплашен	None	atemorizado	None	None	adj
None	proceeding	None	None	prosiding	None	None	n	None	None	None	None	None	None	None	noun
بَائِع	seller	myyjä	πωλητής	penjual	売り手	賣方	n	sprzedawca	vendedor	прода̀ва̄ч	prodajalec	None	ผู้ขาย	None	noun
مُكَيِّف	air	ilmastointilaite	κλιματιστικό	pengkondisi	エアコンディショナー	空調	n	klimatyzator	ar-condicionado	клима	klimatska	aire	เครื่องปรับอากาศ	None	noun
تَجْنِيد	conscription	asevelvollisuus	στρατολόγηση	wajib	徴兵	徵兵	n	pobór	serviço	регрута́ција	nabor	servicio	None	None	noun
شحنة	electric	sähkövaraus	ηλεκτρικό	muatan	電荷	None	n	ładunek	carga	električni	None	carga	ประจุไฟฟ้า	None	noun
مُهَاجِم	suicide	itsemurhapommittaja	None	pengebom	自爆テロ	自殺性爆炸	n	None	homem-bomba	None	None	hombre	None	None	noun
بُرْش	borscht	borssi	μπορς	borsch	ボルシチ	羅宋湯	n	barszcz	None	бо̏ршч	boršč	borshch	None	None	noun
سُومَطْرَة	Sumatra	None	Σουμάτρα	Sumatera	スマトラ	蘇門答臘	n	None	Samatra	Суматра	None	None	สุมาตรา	None	name
None	enable	aktivoida	ενεργοποιώ	mengaktifkan	None	啟用	v	aktywować	ativar	укљу́чити	vklopiti	activar	None	None	verb
None	enable	tehdä	None	memampukan	None	None	v	uzdolnić	habilitar	оспособити	None	None	None	None	verb
جَاهِل	ignorant	tietämätön	αδαής	bebal	None	無知	a	ignorancki	ignorante	None	neveden	ignaro	None	None	adj
تَوْصِيَة	recommendation	suositteleminen	σύσταση	rekomendasi	勧告	建議	n	rekomendacja	recomendação	пре̏порука	priporočilo	recomendación	None	None	noun
إعصار	anticyclone	antisykloni	αντικυκλώνας	antisiklon	高気圧	反氣旋	n	antycyklon	anticiclone	антициклон	None	anticiclón	None	None	noun
بَحْر	English	Englannin	Μάγχη	Selat	イギリス海峡	英吉利海峽	n	La	Canal	Ламанш	Rokavski	canal	ช่องแคบอังกฤษ	None	name
ـِيَّة	-ation	-aatio	None	-sasi	None	-化	s	-acja	-ação	-ација	None	-ación	None	None	suffix
مَوْرِد	natural	luonnonvara	φυσικός	sumber	天然資源	資源	n	zasób	recurso	природно	naravni	None	ทรัพยากรธรรมชาติ	None	noun
None	collective	yhteinen	None	kolektif	None	None	a	None	None	None	None	None	None	None	adj
سَلَالِم	stair	portaat	σκάλα	tangga	階段	樓梯	n	None	escada	stubište	None	escalera	บันได	None	noun
None	bloodthirsty	verenhimoinen	αιμοσταγής	haus	血に飢える	嗜血	a	krwiożerczy	encarniçado	кр̏волочан	krvoločen	sanguinario	None	None	adj
سَلَالِم	stairs	portaat	σκάλα	tangga	階段	樓梯	n	schody	escada	степенице	stopnišče	escalera	บันได	None	noun
قَيْصَر	Caesar	None	καίσαρας	kaisar	None	None	n	cezar	césar	None	None	None	None	None	noun
None	saddle	satula	None	daging	None	None	n	comber	None	None	None	None	None	None	noun
None	netizen	nettikansalainen	κυβερνοπολίτης	warganet	ネチズン	網民	n	internauta	cibernauta	None	None	None	ชาวเน็ต	None	noun
غنوسطية	ignosticism	ignostismi	ιγνωστικισμός	ignostisisme	None	漠視主義	n	ignostycyzm	ignosticismo	None	None	None	None	None	noun
None	elongated	pitkulainen	None	memanjang	細長い	拉長的	a	None	alongado	None	None	None	None	None	adj
None	elongated	pidennetty	None	memanjang	None	None	a	None	alongado	None	None	None	None	None	adj
None	roust	None	None	menangkap	None	None	v	None	None	None	None	None	None	None	verb
تَعَاطُف	empathy	empatia	ενσυναίσθηση	empati	共感	移情	n	None	None	None	None	empatía	None	None	noun
None	anticlimax	antikliimaksi	γελοία	antiklimaks	竜頭蛇尾	None	n	None	anticlímax	None	None	None	None	None	noun
None	buddy	kaveri	None	sobat	仲間	哥兒	p	kumpel	companheiro	друшкан	None	compañero	None	None	pron
None	marketplace	markkinapaikka	None	lokapasar	None	None	n	None	None	None	None	None	None	None	noun
None	marketplace	markkinat	None	lokapasar	None	None	n	None	None	None	None	None	None	None	noun
ميثامفيتامين	methamphetamine	metamfetamiini	μεθαμφεταμίνη	metamfetamin	メタンフェタミン	甲基苯丙胺	n	metamfetamina	metanfetamina	None	None	None	None	None	noun
نُخَاع	spinal	selkäydin	νωτιαίος	sumsum	脊髄	脊髓	n	rdzeń	medula	кичмена	hrbtenjača	médula	ไขสันหลัง	None	noun
فِدْيَة	ransom	lunnaat	λύτρα	tebusan	身代金	贖金	n	okup	resgate	откупнина	odkupnina	rescate	ไถ่ตัว	None	noun
None	colloid	kolloidi	κολλοειδές	koloid	コロイド	膠體	n	None	coloide	None	None	None	คอลลอยด์	None	noun
None	detector	ilmaisin	ανιχνευτής	detektor	None	None	n	wykrywacz	detetor	None	None	None	None	None	noun
مول	landlord	vuokranantaja	σπιτονοικοκύρης	tuan	家主	房東	n	właściciel	senhorio	станода́вац	None	arrendador	None	None	noun
سِلَاح	nuclear	ydinase	πυρηνικό	senjata	核兵器	核武器	n	broń	arma	нуклеарно	jedrsko	None	อาวุธนิวเคลียร์	None	noun
تُفَّاحَة	Adam's	aataminomena	μήλο	jakun	喉仏	喉結	n	jabłko	pomo	Адамова	None	bocado	ลูกกระเดือก	None	noun
None	tilt	kallistaa	None	memiringkan	None	None	v	None	inclinar	None	None	ladear	None	None	verb
دِيفَانَاجَارِي	Devanagari	devanagari	ντεβανάγκαρι	dewanagari	デーヴァナーガリー	天城文	n	None	devanágari	девана̀гари	None	devanagarí	เทวนาครี	None	name
قُنْبُلَة	atomic	ydinpommi	ατομική	bom	原子爆弾	原子彈	n	bomba	bomba	а̀то̄мска̄	atomska	bombo	ระเบิดปรมาณู	None	noun
None	provocateur	provokaattori	προβοκάτορας	provokator	None	挑釁者	n	prowokator	None	None	None	provocador	None	None	noun
None	central	keskushermosto	κεντρικό	sistem	中枢神経系	中樞神經系統	n	ośrodkowy	sistema	None	None	sistema	ระบบประสาทกลาง	None	noun
رِيَاض	kindergarten	esikoulu	νηπιαγωγείο	taman	None	幼兒園	n	przedszkole	jardim	vr̀tić	vrtec	parvulario	โรงเรียนอนุบาล	None	noun
تَشَمُّع	cirrhosis	kirroosi	κίρρωση	sirosis	肝硬変	肝硬化	n	marskość	cirrose	циро́за	ciroza	cirrosis	ตับแข็ง	None	noun
None	resourceful	neuvokas	πολυμήχανος	banyak	None	机灵的	a	zaradny	inventivo	None	None	None	None	None	adj
بِضَاعَة	commodity	hyödyke	εμπόρευμα	barang	品	商品	n	towar	comodidade	ро̏ба	blago	bien	สินค้า	None	noun
None	commodity	raaka-aine	None	komoditas	None	None	n	None	matéria-prima	ро̏ба	None	materia	None	None	noun
مَسْبَح	swimming	uima-allas	πισίνα	kolam	プール	游泳池	n	basen	piscina	плѝвалӣште	bazen	piscina)	สระว่ายน้ำ	None	noun
None	assonance	assonanssi	None	asonansi	None	類韻	n	asonans	None	None	None	asonancia	None	None	noun
None	marksman	tarkka-ampuja	δεινός	penembak	None	(男)射手	n	strzelec	atirador	None	None	tirador	None	None	noun
فَرَنْسِيَّة	Frenchwoman	ranskalaisnainen	Γαλλίδα	wanita	フランス人	法國人	n	Francuzka	francesa	Фра̀нцускиња	Francózinja	None	ผู้หญิงฝรั่งเศส	None	noun
None	test	koeputkilapsi	παιδί	bayi	None	試管嬰兒	n	None	None	None	None	niño	None	None	noun
غَشَّاش	deceiver	None	None	penipu	詐欺師	欺詐者	n	None	enganador	None	None	embustero	None	None	noun
إِقْلِيمِيّ	territorial	alueellinen	None	teritorial	None	None	a	terytorialny	None	територијалан	teritorialen	None	None	None	adj
كُحُولِيَّة	alcoholism	alkoholismi	αλκοολισμός	alkoholisme	アルコール依存症	酗酒	n	alkoholizm	alcoolismo	alkoholizam	alkoholizem	alcoholismo	โรคพิษสุราเรื้อรัง	None	noun
None	geographic	paikkatietojärjestelmä	Γεωγραφικά	Sistem	地理情報システム	地理信息系统	n	system	sistema	None	None	sistema	None	None	noun
فَرَنْسِيّ	Frenchman	ranskalainen	Γάλλος	orang	フランス人	法國人	n	Francuz	francês	Француз	Francóz	francés	ผู้ชายฝรั่งเศส	None	noun
مِقْيَاس	Richter	Richter-asteikko	κλίμακα	skala	リヒター・スケール	里氏地震規模	n	skala	escala	Рихтерова	None	None	None	None	name
مَاوِيَّة	Maoism	maolaisuus	μαοϊσμός	Maoisme	毛沢東思想	毛主義	n	maoizm	maoísmo	маоизам	maoizem	None	ลัทธิเหมาเจ๋อตง	None	noun
لَوْح	skateboard	skeittilauta	σκέιτμπορντ	papan	スケートボード	滑板	n	deskorolka	skate	скејтборд	rolka	monopatín	สเกตบอร์ด	None	noun
None	terrace	terassi	None	teras	None	None	n	taras	terraço	None	None	terraza	None	None	noun
None	terrace	pengermä	αναβαθμός	sengked	None	None	n	taras	terraço	None	None	bancal	None	None	noun
طَائِرَة	airliner	matkustajakone	αεροπλάνο	pesawat	旅客機	班機	n	samolot	avião	пу̑тничкӣ	potniško	avión	สายการบิน	None	noun
None	textual	tekstuaalinen	κειμενικός	tekstual	None	None	a	tekstowy	None	None	None	None	None	None	adj
اِضْطِرَاب	post-traumatic	traumaperäinen	None	gangguan	心的外傷後ストレス障害	創傷後心理壓力緊張綜合症	n	zespół	transtorno	posttraumatski	None	trastorno	None	None	noun
None	collegial	kollegiaalinen	None	kolegial	None	None	a	kolegialny	None	None	None	None	None	None	adj
None	collegial	kollegiaalinen	None	kolegial	None	None	a	None	None	None	None	None	None	None	adj
None	worrisome	huolestuttava	None	mengkhawatirkan	None	None	a	None	preocupante	None	None	None	None	None	adj
None	Karen	kareni	None	bahasa	チューク語	克倫人	n	Ajnos	ainos	None	None	ainu	กะเหรี่ยง	None	noun
بلوتوقراطية	plutocracy	rahavalta	πλουτοκρατία	plutokrasi	金権政治	金權政治	n	plutokracja	plutocracia	плутокра̀ција	plutokracija	None	เศรษฐยาธิปไตย	None	noun
القطع	magnetic	magneettikuvaus	βρογχοσκόπηση	bronkoskopi	脳磁図	核磁共振成像	n	magnetoencefalografia	coivara	магнетоенцефалографија	bronhoskopija	imagen	None	None	noun
رَفَاهَة	welfare	hyvinvointi	ευημερία	kesejahteraan	幸せ	福利	n	dobrobyt	bem-estar	None	blaginja	bienestar	สวัสดิภาพ	None	noun
لَا	cry	itkeä	None	nasi	None	吃後悔藥	v	płakać	chorar	None	None	llorar	None	None	verb
حُزْن	sadness	surullisuus	λύπη	kesedihan	悲しみ	悲傷	n	smutek	tristeza	ту́га	žalost	None	ความเศร้า	None	noun
None	house	kotihiiri	None	mencit	二十日鼠	小家鼠	n	mysz	camundongo	None	None	ratón	None	None	noun
None	part-time	osa-aikainen	None	paruh	パートタイム	兼職	a	na	de	None	None	tiempo	None	None	adj
شُرْفَة	balcony	parveke	μπαλκόνι	balkon	バルコニー	陽臺	n	None	sacada	ба̀лко̄н	None	balcón	ระเบียง	None	noun
مُتَتَابِع	successive	peräkkäinen	αλλεπάλληλος	suksesif	None	None	a	None	None	None	None	sucesivo	None	None	adj
None	pop-up	ponnahdusikkuna	None	jendela	None	弹出广告	n	wyskakujące	publicidade	skočni	None	ventana	None	None	noun
سْتَالِينِيَّة	Stalinism	stalinismi	σταλινισμός	stalinisme	スターリニズム	斯大林主義	n	stalinizm	stalinismo	стаљинѝзам	stalinizem	None	ลัทธิสตาลิน	None	noun
قَضَائِي	judicial	oikeudellinen	δικαστικός	yudisial	司法の	司法	a	sądowy	judiciário	су̀дскӣ	sodni	None	None	None	adj
None	spring	pillisipuli	φρέσκο	daun	ネギ	蔥	n	czosnek	cebolinha	мла̑дӣ	zimski	cebolleta	ต้นหอม	None	noun
مَقْطَع	stanza	säkeistö	στροφή	bait	None	詩節	n	zwrotka	estrofe	stih	None	estrofa	None	None	noun
مَوْجَة	radio	radioaallot	ραδιοκύμα	gelombang	電波	無線電波	n	fala	onda	радиоталас	radijski	onda	คลื่นวิทยุ	None	noun
None	conductivity	johtavuus	αγωγιμότητα	daya	伝導性	傳導率	n	konduktywność	condutividade	None	None	conductividad	None	None	noun
زَرَادُشْتِيّ	Zoroastrian	zarathustralainen	ζωροάστρης	Zoroastris	None	None	n	None	zoroastriano	None	None	None	None	None	noun
مِيكْرُوفُون	microphone	mikrofoni	μικρόφωνο	mikrofon	マイクロフォン	麥克風	n	None	microfone	ми̏крофо̄н	None	micrófono	ไมโครโฟน	None	noun
زرادشتِيَّة	Zoroastrianism	zarathustralaisuus	ζωροαστρισμός	Zoroastrianisme	ゾロアスター教	祆教	n	zaratusztrianizm	zoroastrismo	зороастријанизам	zoroastrstvo	None	ศาสนาโซโรอัสเตอร์	None	name
كراث	shallot	salottisipuli	ασκαλώνιο	bawang	エシャロット	火蔥	n	szalotka	chalota	None	šalotka	chalote	หอมแดง	None	noun
None	short	oikosulku	βραχυκύκλωμα	hubungan	短絡	短路	n	zwarcie	curto-circuito	None	None	cortocircuito	None	None	noun
None	impedance	impedanssi	εμπέδηση	impedans	None	None	n	impedancja	impedância	impedancija	None	impedancia	None	None	noun
None	inquest	None	ανάκριση	inkues	None	None	n	None	None	None	None	None	None	None	noun
None	pussy-cat	kisu	γατούλα	kucing	None	None	n	kicia	None	None	None	None	None	None	noun
None	magistrate	maistraatti	δικαστής	magistrat	治安判事	地方法官	n	sędzia	magistrado	None	None	togado	None	None	noun
بَحْر	Aegean	Aigeianmeri	Αιγαίο	Laut	エーゲ海	愛琴海	n	Morze	Mar	Егејско	Egêjsko	mar	ทะเลอีเจียน	None	name
None	indictment	syyte	None	dakwaan	None	起訴	n	akt	indiciamento	None	None	formulación	None	None	noun
None	floppy	levykeasema	None	kandar	フロッピーディスクドライブ	軟盤驅動器	n	stacja	leitor/drive	disketna	None	disquetera	None	None	noun
حُكْم	martial	poikkeustila	στρατιωτικός	darurat	戒厳	戒嚴	n	stan	lei	ратно	vojno	ley	กฎอัยการศึก	None	noun
لَابُؤْرِيّة	astigmatism	astigmaattisuus	αστιγματισμός	astigmatisme	非点収差	像散	n	astygmatyzm	astigmatismo	None	None	None	สายตาเอียง	None	noun
سِوَار	bracelet	rannekoru	βραχιόλι	gelang	腕輪	手鐲	n	bransoletka	bracelete	на̀руквица	zapestnica	brazalete	วลัย	None	noun
قُرْص	hard	kiintolevy	σκληρός	cakram	ハードディスク	硬碟	n	dysk	disco	тврди	trdi	None	ฮาร์ดดิสก์	None	noun
خُنَاق	diphtheria	kurkkumätä	διφθερίτιδα	difteri	ジフテリア	白喉	n	błonica	difteria	gušobolja	None	None	คอตีบ	None	noun
None	impermeable	None	αδιαπέραστος	kedap	None	None	a	None	impermeável	None	None	None	None	None	adj
بَرِّيمة	corkscrew	korkkiruuvi	τιρμπουσόν	kotrek	栓抜き	瓶塞起子	n	korkociąg	saca-rolhas	извијач	None	sacacorchos	เหล็กไขจุก	None	noun
عمود	pillar	pylväs	στυλοβάτης	pilar	柱	柱子	n	filar	None	стуб	steber	None	เสา	None	noun
اِسْتِجْمَام	recreation	virkistys	ψυχαγωγία	rekreasi	娯楽	娛樂	n	rekreacja	recreação	рекреација	razvedrilo	recreación	None	None	noun
جَرَب	scabies	syyhy	None	kudis	疥癬	疥瘡	n	świerzb	sarna	свра̑б	None	None	หิด	None	noun
مَنْعُ	curfew	ulkonaliikkumiskielto	απαγόρευση	jam	戒厳令	宵禁	n	godzina	toque	полицијски	policijska	toque	เคอร์ฟิว	None	noun
None	over-	liikaa	None	terlalu	多すぎる	None	a	za	sobre-	None	None	demasiado	เกินไป	None	adv
None	indemnity	korvausvelvollisuus	None	indemnitas	None	None	n	None	None	None	zavarovanje	indemnidad	None	None	noun
خِمَار	yashmak	niqab	None	purdah	ヤシュマク	面紗	n	nikab	None	зар	None	nicab	None	None	noun
وَطَن	homeland	kotimaa	πατρίδα	tanah	故郷	祖國	n	ojczyzna	pátria	до̀мовина	domovina	patria	บ้านเกิด	None	noun
None	parasitology	parasitologia	None	parasitologi	None	寄生蟲學	n	None	None	None	None	parasitología	ปรสิตวิทยา	None	noun
مَقْبِس	socket	pistorasia	ρευματοδότης	soket	コンセント	插座	n	gniazdko	tomada	у̀тичница	vtičnica	enchufe	ซ็อกเก็ต	None	noun
None	gastroenterology	gastroenterologia	γαστρεντερολογία	gastroenterologi	胃腸病学	腸胃科	n	None	gastrenterologia	гастроентероло̀гија	gastroenterologija	gastroenterología	วิทยาทางเดินอาหาร	None	noun
مَا	prehistoric	esihistoriallinen	προϊστορικός	prasejarah	先史の	史前的	a	prehistoryczny	pré-histórico	prètpovijēsnī	prazgodovinski	prehistórico	None	None	adj
None	trojan	troijalainen	λυτρισμικό	perangkat	ランサムウェア	勒索軟體	n	oprogramowanie	None	уцењивачки	izsiljevalsko	None	None	None	noun
None	initialization	alkuarvon	αρχικοποίηση	inisialisasi	初期化	初始化	n	None	inicialização	покретање	None	None	None	None	noun
None	statute	säädös	None	undang-undang	None	None	n	statut	None	None	None	estatuto	None	None	noun
None	statute	säädös	None	ketetapan	律令	法令	n	None	None	None	None	None	None	None	noun
تَنَوُّع	diversity	monimuotoisuus	None	diversitas	多様性	多樣性	n	różnorodność	diversidade	raznòlikōst	None	diversidad	ความหลากหลาย	None	noun
عَلَم	tricolour	trikolori	τρίχρωμη	triwarna	None	三色旗	n	flaga	tricolor	тробојка	tribarvnica	None	ธงไตรรงค์	None	noun
None	relay	rele	ηλεκτρονόμος	relai	None	繼電器	n	przekaźnik	relé	рѐле̄ј	None	actuador	None	None	noun
None	relay	None	αντικαθιστώ	relai	None	None	v	None	None	None	None	relevar	None	None	verb
تَهْذِيب	luster	loisto	λάμψη	kilau	None	None	n	None	lustre	None	None	None	None	None	noun
مِمْسَح	washcloth	pesulappu	None	waslap	ハンドタオル	面巾	n	None	flanela	None	None	toallita	None	None	noun
بْرُوسْيَا	Prussia	Preussi	Πρωσία	Prusia	プロイセン	普魯士	n	Prusy	Prússia	Пру̏ска	None	None	ปรัสเซีย	None	name
مُدَمِّر	destroyer	tuhooja	καταστροφέας	perusak	破壊者	None	n	niszczyciel	destruidor	None	None	destructor	None	None	noun
