synset	lemma	annotation	goodness label	confidence	language
80000698-n	Temasek	KEEP	None	None	None
05129565-n	berjauhan	DELETE	O	1	Arabic
02020590-v	menoyor	DELETE	O	2	Spanish, Finnish
02898711-n	pai hung ch'iao	KEEP	None	1	Portuguese
02088883-s	rahasia	KEEP	None	1	English
00395626-a	memerah	DELETE	O	None	None
00921866-a	mendebarkan	KEEP	Y	None	None
02635956-v	mengemudikan	DELETE	O	1	Finnish
07270179-n	unsur	KEEP	O	1	Spanish
03356158-n	unggulan	KEEP	None	1	Mandarin Chinese
02355596-v	mengadakan	DELETE	O	1	English
02565425-a	disediakan	KEEP	X	None	None
01375831-a	kondang	KEEP	Y	None	None
09366762-n	alam	KEEP	O	1	Polish
01201856-v	makan	DELETE	O	7	Slovene, Spanish, Greek, Thai, Portuguese, Mandarin Chinese, English
02373336-v	lanjutkan	KEEP	None	None	None
00911752-n	pendirian	KEEP	O	2	Spanish, English
02157519-v	bermunculan	KEEP	Y	None	None
09907196-n	perdana menteri	KEEP	O	3	Greek, Finnish, Thai
02471327-v	mendaftar	KEEP	O	1	English
00166146-a	indah	KEEP	O	1	Greek
08489627-n	di sana	KEEP	L	1	Thai
02923510-a	islam	KEEP	None	2	Polish, English
02425913-v	tutup	KEEP	Y	2	Portuguese, Japanese
08430568-n	tali	DELETE	O	1	Spanish
09466280-n	dunia	KEEP	Y	1	English
04555897-n	jam	KEEP	Y	1	Portuguese
09530721-n	Dewa Krishna	KEEP	None	2	English, Thai
06634376-n	informasi	KEEP	Y	1	Japanese
01820302-v	nikmati	KEEP	X	2	Portuguese, English
02197505-v	menyambut	KEEP	O	None	None
01690606-a	lazim	DELETE	O	None	None
06739990-n	soal	KEEP	None	1	English
07399452-n	suara	KEEP	O	1	English
08441203-n	hukuman	KEEP	Y	1	Japanese
06566077-n	lunak	KEEP	None	1	Portuguese
13776432-n	berjuta	KEEP	L	2	Finnish, English
01751465-a	mempesona	KEEP	X	None	None
02701210-v	makan	DELETE	O	1	Slovene
00108479-r	di sini	KEEP	O	2	Finnish, English
00745499-v	pesanlah	KEEP	None	1	Portuguese
00062857-r	jadi	KEEP	O	None	None
05984287-n	pendidikan	KEEP	Y	1	Portuguese
00086000-r	lekas	KEEP	L	None	None
02632940-v	antara	KEEP	None	1	Slovene
08585657-n	cakrawala	KEEP	O	4	Portuguese, Spanish, Polish, Slovene
07203900-n	ya	KEEP	O	1	English
02493030-v	mendatangi	KEEP	O	1	Arabic
04105068-n	langit	KEEP	Y	3	Spanish, Finnish, English
03405725-n	perabot	KEEP	Y	8	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
01675963-v	didekorasi	KEEP	None	1	English
90000121-n	Acara Saat Malam	KEEP	None	None	None
07164546-n	penawaran	KEEP	None	1	English
01769378-a	pribadi	KEEP	O	None	None
02701210-v	menakung	DELETE	O	1	Slovene
00756076-v	membawa pergi	DELETE	X	1	Finnish
01574077-v	parutan	KEEP	None	None	None
08219493-n	anak	KEEP	None	1	Finnish
01976488-v	jatuh	KEEP	Y	None	None
01806143-n	merak	KEEP	O	3	Slovene, Finnish, Polish
00022131-r	sebegitu	DELETE	O	1	English
08065234-n	perusahaan	KEEP	O	2	Portuguese, Spanish
03814906-n	kalung	KEEP	O	7	Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English
90000004-n	ashley isham	KEEP	None	None	None
01044557-a	kasual	KEEP	O	None	None
01767949-v	terusik	KEEP	None	1	English
00645493-a	luar biasa	KEEP	Y	1	Spanish
02423284-a	rapi	KEEP	O	None	None
02267989-v	luangkanlah	KEEP	None	1	Spanish
01106405-a	tempat	DELETE	O	None	None
01722980-v	penataan	KEEP	None	3	Mandarin Chinese, Finnish, English
07932841-n	tea	KEEP	None	1	Spanish
00489491-a	kebiasaan	KEEP	O	None	None
80001274-n	neraka	KEEP	None	None	None
04842515-n	kejahatan	KEEP	O	None	None
01646682-v	terinspirasi	KEEP	None	None	None
02991122-a	artistik	KEEP	Y	3	Portuguese, Finnish, English
00636921-n	riset	KEEP	None	3	Spanish, Greek, Finnish
02627934-v	menyilakan	DELETE	O	1	English
00067707-n	penyerahan diri	KEEP	X	7	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English
08965251-n	maldives	KEEP	None	4	Portuguese, Polish, Finnish, English
01501113-a	musik	KEEP	None	1	Greek
00484892-v	menyelesaikan	KEEP	O	1	Finnish
90000416-n	martabak	KEEP	None	None	None
02198752-a	ribu	KEEP	O	None	None
04379964-n	meja	KEEP	Y	1	Spanish
15239579-n	musim	KEEP	O	1	Portuguese
14419164-n	tautan	KEEP	O	1	Japanese
02936020-a	sebagai	KEEP	O	None	None
00605516-a	tradisi	KEEP	Y	None	None
02599636-v	membawa	DELETE	O	1	Portuguese
08562620-n	timur	KEEP	O	1	English
08008335-n	organisasi	KEEP	Y	1	English
00149510-r	benar-benar	KEEP	O	1	Japanese
08436759-n	flora	KEEP	Y	1	Mandarin Chinese
00737884-v	membayar	KEEP	O	1	English
08912842-n	persia	KEEP	None	None	None
01667132-v	mengubah	KEEP	O	2	Portuguese, Mandarin Chinese
00849357-a	indah	KEEP	Y	1	Finnish
05268112-n	isi	KEEP	Y	1	Thai
04202417-n	butik	KEEP	None	1	English
05703429-n	perhatikan	KEEP	X	1	Finnish
09815790-n	pembantu	KEEP	Y	1	Portuguese
10614812-n	tukang	KEEP	O	3	Portuguese, Finnish, Slovene
01410606-a	demen	DELETE	O	1	English
10078131-n	penggemar	KEEP	O	2	Portuguese, Polish
10332385-n	ibu	KEEP	Y	1	Polish
07804323-n	nasi	DELETE	O	1	English
07663592-n	beef	KEEP	None	1	Thai
02327200-v	menyajikan	DELETE	O	1	Finnish
05602835-n	pipi	KEEP	Y	10	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Arabic, Portuguese, English
01817314-v	mempesona	KEEP	X	1	English
00300441-n	udara	KEEP	L	1	English
06414372-n	buku teks	KEEP	None	None	None
15120823-n	masa lampau	KEEP	None	1	Spanish
01326528-v	menghapuskan	DELETE	O	1	Finnish
10123711-n	kakek	KEEP	None	None	None
01982395-v	demik	DELETE	O	1	Finnish
13791389-n	hubungan	KEEP	O	1	Japanese
01884930-a	selamat	KEEP	O	None	None
03405725-n	furnitur	KEEP	None	8	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
00528667-n	balet	KEEP	Y	None	None
02873839-n	kedai	KEEP	O	2	Portuguese, Spanish
80000320-n	kue bulan	KEEP	None	None	None
02568672-v	mempratikkan	DELETE	X	1	English
11444038-n	siang hari	KEEP	Y	None	None
04264765-n	kapsul	KEEP	O	None	None
00862067-a	metafisika	KEEP	None	None	None
05559908-n	anggota	KEEP	O	4	Portuguese, Spanish, English, Arabic
13370938-n	kekayaan	KEEP	O	1	Japanese
02570267-v	memanjakan	KEEP	Y	1	Portuguese
02627934-v	perlukan	KEEP	X	1	English
03472112-n	gym	KEEP	None	7	Slovene, Japanese, Greek, Finnish, Portuguese, Mandarin Chinese, English
10550673-n	santa klaus	KEEP	None	3	Finnish, English, Japanese
04236001-n	tempat tidur	KEEP	None	None	None
01083769-v	memakan	KEEP	None	2	English, Thai
00238022-n	sesuatu	DELETE	O	3	Portuguese, Spanish, English
02614181-v	makhluk	DELETE	O	1	Finnish
01465214-a	romantis	KEEP	Y	None	None
90000062-n	little india arcade	KEEP	None	None	None
14881303-n	kaca	KEEP	Y	1	Japanese
00507927-r	bersama-sama	KEEP	O	4	Portuguese, Finnish, English, Japanese
02717102-v	membawa	KEEP	O	1	English
10013242-n	penyantap	KEEP	None	1	Japanese
00213794-v	mengetinkan	DELETE	None	1	Arabic
01328705-v	menambahkan	KEEP	O	1	Finnish
02647497-v	terus bertahan	DELETE	X	1	English
02579469-a	jalinan	KEEP	None	None	None
01945550-a	saling	KEEP	Y	1	English
02564986-a	sanggup	KEEP	O	None	None
01468097-a	beruntung	KEEP	Y	1	Japanese
02109678-a	terpisah	KEEP	Y	1	Polish
02389220-a	liar	KEEP	Y	2	Portuguese, Spanish
07737745-n	kacang tanah	KEEP	Y	1	English
14450691-n	keharusan	KEEP	O	3	Portuguese, English, Slovene
08621598-n	tempat biasa	DELETE	X	1	Greek
02240481-v	berusaha	KEEP	None	1	Portuguese
01885845-v	merayap	KEEP	Y	1	Mandarin Chinese
01157517-v	melemahkan	DELETE	O	1	English
01092366-v	bertarung	KEEP	O	2	Portuguese, Spanish
05729036-n	taburan	KEEP	O	1	Polish
01478423-v	tutup	KEEP	L	1	Spanish
01999218-v	mengemudikan	DELETE	O	1	Arabic
13240514-n	milik	KEEP	O	1	Portuguese
13613294-n	㎡	KEEP	None	5	Polish, Japanese, Finnish, Thai, Mandarin Chinese
07891726-n	wine	KEEP	None	1	Mandarin Chinese
04271891-n	tontonan	KEEP	None	None	None
00649481-v	jelajahilah	KEEP	None	1	Finnish
14376188-n	ketegangan	KEEP	Y	1	Portuguese
00734318-a	hancur	KEEP	O	None	None
00250484-r	seiring	KEEP	O	None	None
00063172-r	daripada	KEEP	None	1	English
13943968-n	hal	KEEP	O	1	Spanish
01739814-v	pelihara	KEEP	None	1	Portuguese
02560548-a	lebar	KEEP	O	6	Slovene, Spanish, Japanese, Finnish, Portuguese, English
09908025-n	budak	DELETE	O	1	Spanish
00885695-a	bersemangat	KEEP	Y	3	Portuguese, English, Thai
03871628-n	paket	KEEP	Y	3	Portuguese, Finnish, Japanese
02526085-v	menyempurnakan	DELETE	O	1	Spanish
08438533-n	pepohonan	KEEP	None	1	English
01481599-n	hiu	KEEP	O	None	None
00360306-a	dimilikinya	KEEP	X	None	None
01733477-v	diselenggarakan	KEEP	None	1	English
00010435-v	bersifat	KEEP	Y	1	English
02078294-v	membawa kembali	KEEP	X	1	English
05924920-n	biasa	DELETE	O	1	English
04219424-n	sutera	KEEP	None	None	None
09908025-n	pemuda	DELETE	O	1	Spanish
00005779-r	jauh	KEEP	O	None	None
00173220-a	dalam dua	KEEP	X	3	Portuguese, Polish, English
06999436-n	gambar	KEEP	O	2	Portuguese, Spanish
80001213-v	mengekor	KEEP	None	None	None
01925372-a	wajar	KEEP	O	None	None
00248765-r	utama	KEEP	None	1	Japanese
00631378-n	praktek	KEEP	None	2	Greek, Polish
02997391-n	keramik	KEEP	O	None	None
01556572-v	belah	KEEP	O	1	Spanish
08907606-n	indonesia	KEEP	None	None	None
00690058-a	sedalam	KEEP	None	1	Portuguese
03671668-n	jalur	DELETE	O	2	Polish, English
00048138-r	akhir	KEEP	None	1	Finnish
03619396-n	perlengkapan	KEEP	O	1	Serbo-Croatian
00108479-r	kemari	KEEP	None	2	Finnish, English
02224055-v	melepas	KEEP	O	1	Serbo-Croatian
00935103-a	terjangkau	KEEP	Y	None	None
06806469-n	lambang	KEEP	Y	1	Greek
00195786-r	tidak perlu	KEEP	None	None	None
07292694-n	hasil	KEEP	O	1	English
01777210-v	menyayangi	DELETE	O	1	English
15159819-n	tanggal	KEEP	O	2	Polish, English
02267989-v	memasukkan	DELETE	O	1	Spanish
02129289-v	terdapat	KEEP	None	1	Arabic
05093890-n	setingkat	KEEP	None	1	Spanish
01619014-v	buat	KEEP	M	1	English
01805355-a	hibur	KEEP	None	None	None
02968325-a	eropa	KEEP	None	3	Polish, Finnish, English
10388924-n	pemilik	KEEP	Y	2	Mandarin Chinese, Japanese
08588152-n	domestik	DELETE	O	None	None
00127948-a	depan	KEEP	None	None	None
07367812-n	gangguan	KEEP	O	1	Greek
08642037-n	sebelah	KEEP	O	1	Greek
02248693-a	etnis	KEEP	None	None	None
02530282-a	berpendingin	KEEP	None	None	None
07458453-n	balap	KEEP	O	3	Portuguese, Spanish, Polish
15167906-n	malam	KEEP	O	2	Finnish, English
02402825-v	pecat	DELETE	O	1	Spanish
09044862-n	amerika	KEEP	None	1	English
02727883-v	laris	KEEP	O	4	Slovene, Greek, English, Thai
01075178-a	ramah	KEEP	O	None	None
00065639-v	memperoleh	DELETE	O	1	English
01982395-v	meluwengkan	DELETE	O	1	Finnish
15121302-n	lama	KEEP	O	1	English
02209936-v	membutuhkan	DELETE	O	1	Finnish
05868051-n	awal	KEEP	Y	1	Mandarin Chinese
00118567-a	hidup	KEEP	O	1	Finnish
02697116-a	negeri	KEEP	O	1	English
07724943-n	biji	KEEP	O	1	English
07009808-n	adegan	KEEP	O	1	Finnish
00166146-a	menarik	KEEP	Y	1	Greek
01579128-a	terakhir	KEEP	O	None	None
09673495-n	india	KEEP	None	1	English
00151689-v	jatuh	KEEP	O	1	English
06634376-n	keterangan	KEEP	Y	1	Japanese
01815628-v	menyenangkan	KEEP	Y	1	English
01982395-v	berhasil	DELETE	O	1	Finnish
00250056-r	seporsi	KEEP	None	1	Portuguese
05789432-n	keputusan	KEEP	Y	1	English
08394922-n	tentara	KEEP	O	1	Finnish
12501202-n	asam	KEEP	O	None	None
01459422-a	lucu	KEEP	None	1	Thai
02357479-a	heran	KEEP	O	None	None
01003249-v	memotret	KEEP	O	1	English
03438257-n	gelas	KEEP	Y	1	Japanese
03521076-n	engsel	KEEP	O	7	Polish, Japanese, Greek, Thai, Portuguese, English, Serbo-Croatian
00397405-v	lekang	KEEP	O	1	Mandarin Chinese
07227772-n	janji	KEEP	O	1	Slovene
07975026-n	acara	KEEP	None	None	None
02773838-n	koper	KEEP	X	10	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
01269073-a	lapar	KEEP	Y	None	None
02060588-v	merembet	KEEP	O	None	None
03313333-n	teras	KEEP	None	1	Mandarin Chinese
12125890-n	beras	DELETE	O	1	English
09372504-n	amerika utara	KEEP	None	None	None
00113082-r	selain dari	KEEP	None	1	English
00617422-a	fried	KEEP	None	None	None
76100093-x	lonjor	KEEP	None	None	None
00744916-a	tersulit	KEEP	X	1	Polish
04081281-n	‘restoran	KEEP	None	4	Polish, Finnish, English, Japanese
80000368-n	tartare	KEEP	None	None	None
90000043-n	holland road shopping centre	KEEP	None	None	None
00027167-n	tempat	KEEP	Y	1	Greek
00083003-a	kompetitif	KEEP	O	None	None
01948077-v	berselancar	KEEP	O	None	None
01471002-a	utama	KEEP	O	1	Finnish
00035058-r	sering	KEEP	O	1	Japanese
01505254-v	menarik	KEEP	Y	1	English
00002684-n	objek	KEEP	Y	1	Finnish
14546227-n	keadaan	KEEP	L	2	Mandarin Chinese, Thai
08460395-n	parade	KEEP	None	None	None
00941990-v	berbicara	KEEP	O	1	Spanish
80001276-n	neraka	KEEP	None	None	None
01982395-v	mengandaikan	DELETE	O	1	Finnish
04105893-n	kamar	KEEP	O	1	Portuguese
01410606-a	mirip	KEEP	Y	1	English
01820302-v	amati	KEEP	X	2	Portuguese, English
01593649-a	biasa	KEEP	Y	1	English
01427127-v	meluwengkan	DELETE	O	1	English
03800563-n	museum	KEEP	O	None	None
00789448-v	hubungilah	KEEP	None	1	English
01515280-a	aktif	KEEP	O	None	None
15137425-n	waktu luang	KEEP	X	None	None
08644722-n	pedesaan	KEEP	O	1	Japanese
00421047-n	penindasan	KEEP	O	1	Japanese
00062857-r	maka	KEEP	O	None	None
02325558-v	mengorbankan	KEEP	O	None	None
00950592-a	bahagian dalam	DELETE	X	None	None
02647497-v	berkeras	DELETE	O	1	English
02661252-v	bervariasi	KEEP	O	1	Portuguese
01932482-v	dipimpin	KEEP	None	None	None
13746512-n	dasawarsa	DELETE	O	4	Portuguese, Greek, Finnish, English
07369604-n	selera	KEEP	None	2	Greek, Finnish
80000861-n	paintballing	KEEP	None	None	None
01214265-v	membawa	DELETE	O	1	Portuguese
07557165-n	“sedap-sedapan”	KEEP	None	1	English
02598765-v	bergabung	KEEP	O	1	English
08375154-n	persemakmuran	KEEP	L	1	English
09682291-n	muslim	KEEP	L	1	Spanish
00770437-v	mencambuk	DELETE	O	1	English
10533013-n	pesaing	KEEP	O	5	Polish, Finnish, Thai, Portuguese, English
00406243-v	mempersiapkan	KEEP	O	1	Finnish
00019609-r	seringkali	KEEP	X	1	Japanese
09225146-n	perairan	KEEP	Y	1	English
00156575-a	kuat	KEEP	O	None	None
01564144-v	mempuingkan	DELETE	X	2	Greek, Finnish
07652585-n	head	KEEP	None	1	English
00697589-v	menentukan	KEEP	Y	1	Arabic
08430568-n	bentuk	DELETE	O	1	Spanish
90000211-n	rumah bebe	KEEP	None	None	None
02647497-v	membuyarkan	DELETE	O	1	English
02735688-n	kawasan	KEEP	O	1	Spanish
01646075-v	menerbitkan	KEEP	None	2	Spanish, Greek
07556872-n	jajanan	KEEP	O	None	None
01712704-v	buat	KEEP	O	1	English
02743214-v	datang dari	KEEP	None	2	Finnish, English
01805982-v	menikmati	KEEP	Y	1	Arabic
01919931-a	heboh	KEEP	Y	2	Finnish, English
15201116-n	thanksgiving	KEEP	None	None	None
15150134-n	1960-an	KEEP	None	None	None
04879964-n	pengkhianatan	KEEP	O	3	Portuguese, Spanish, Slovene
02576349-v	menipu	KEEP	O	1	Spanish
07886463-n	pembuka selera	KEEP	None	None	None
02447370-v	berhak	KEEP	O	None	None
00756076-v	memasukkan	DELETE	O	1	Finnish
07555863-n	jajan	KEEP	None	1	Spanish
01568684-a	seluruh dunia	KEEP	X	None	None
00388571-a	pasi	KEEP	None	None	None
07545717-n	kebajikan	KEEP	O	None	None
01843380-a	bersiaplah	KEEP	X	1	Spanish
02402825-v	mengalengkan	DELETE	O	1	Spanish
02355596-v	membawa	DELETE	O	1	English
04298171-n	tangga	KEEP	O	4	Portuguese, Finnish, English, Japanese
01081340-a	menghasilkan	KEEP	O	None	None
00597915-v	informasi	KEEP	None	1	Portuguese
00228294-a	utama	KEEP	None	None	None
01180351-v	tersaji	KEEP	Y	1	Finnish
00926505-a	tersisa	KEEP	None	None	None
01565921-v	memakan habis	DELETE	X	1	Finnish
06515662-n	hikayat	KEEP	O	1	Portuguese
01504625-a	musik	KEEP	None	1	Greek
08544593-n	penjuru	KEEP	O	None	None
01001857-v	terdaftar	KEEP	L	1	Finnish
15210765-n	pertengahan februari	KEEP	X	None	None
07450842-n	upacara	KEEP	Y	1	Portuguese
09018848-n	georgia	KEEP	None	1	Greek
05131902-n	55	KEEP	None	1	Spanish
80001230-x	ya	KEEP	None	None	None
02118476-v	perhatikan	KEEP	X	1	Spanish
00043794-r	-nya	DELETE	X	1	Japanese
05959954-n	iman	KEEP	Y	2	Portuguese, Spanish
00146387-r	pernah	KEEP	O	None	None
02118933-v	perhatikan	KEEP	X	1	Spanish
02434976-v	masuk	KEEP	O	1	Finnish
01167981-v	bersantap malam	KEEP	X	None	None
90000029-n	esplanade theatre	KEEP	None	None	None
01843380-a	disajikan	KEEP	X	1	Spanish
00024073-r	non	KEEP	None	1	Portuguese
01999798-v	berhasil	DELETE	O	2	Portuguese, Spanish
02326355-v	melihat-lihat	KEEP	O	1	English
13886133-n	panggul	KEEP	None	1	Portuguese
02631856-v	menunjukkan	KEEP	Y	1	English
13611207-n	derajat	KEEP	Y	2	Polish, English
02633881-v	terbukti	KEEP	O	1	Spanish
00822115-a	mudah	KEEP	O	1	Finnish
01122601-n	belanja	KEEP	O	1	Finnish
14483917-n	kesempatan	KEEP	Y	1	Slovene
02623731-v	berakar	KEEP	Y	1	English
05311054-n	mata	KEEP	Y	1	English
10307234-n	ahli	KEEP	Y	8	Spanish, Polish, Greek, Finnish, Thai, Arabic, Portuguese, English
01675963-v	hias	KEEP	Y	1	English
00018577-r	sekali	KEEP	O	1	Japanese
01820302-v	bersenang-senang	KEEP	O	2	Portuguese, English
02640440-v	ragu	KEEP	None	6	Spanish, Japanese, Finnish, Thai, Portuguese, English
01015244-v	terbukti	KEEP	Y	1	English
10020890-n	dr.	KEEP	None	1	Portuguese
13815342-n	berskala	KEEP	O	1	Spanish
00015247-a	rimbun	KEEP	O	None	None
01862918-v	mampirlah	KEEP	X	1	Japanese
08431942-n	barisan	KEEP	O	1	Portuguese
00159396-n	korupsi	KEEP	Y	1	English
01193099-v	segah	DELETE	Y	1	Slovene
00407420-a	bergaya	KEEP	O	None	None
02629535-v	mengandung	KEEP	O	1	Slovene
01793812-a	sederhana	KEEP	O	None	None
00394562-a	berwarna	KEEP	O	1	English
02197364-a	150	KEEP	None	None	None
14322699-n	sakit	KEEP	Y	1	Slovene
02664769-v	orang	DELETE	O	1	Finnish
02958392-a	perancis	KEEP	None	2	Polish, English
01731351-a	kini	KEEP	Y	1	Greek
00120796-v	mempunyai	DELETE	O	1	English
05538625-n	kepala	KEEP	Y	1	Portuguese
01315613-v	carilah	KEEP	None	1	Finnish
06904748-n	bahasa ibu	KEEP	O	None	None
00598954-v	melihat	KEEP	O	1	Arabic
00033308-r	saja	KEEP	O	None	None
00098714-r	malah	KEEP	None	2	English, Thai
14134623-n	hati	DELETE	O	None	None
07882497-n	campuran	KEEP	O	None	None
01181295-v	menyajikan	KEEP	O	1	English
00029378-n	kejadian	KEEP	O	1	Polish
02296726-v	tawarkan	KEEP	L	1	English
01436003-a	singkat	KEEP	Y	1	English
02496036-v	dikurung	KEEP	None	1	Finnish
00048858-a	tambahan	KEEP	O	None	None
14563784-n	cahaya	KEEP	O	1	Portuguese
13765396-n	sebotol	KEEP	None	2	Portuguese, Spanish
01258091-v	memotong-motong	KEEP	None	1	English
07881800-n	minuman dari ramuan khas	DELETE	X	2	Polish, Arabic
01595312-a	biasa	KEEP	O	None	None
04812268-n	kehalusan	KEEP	O	1	Polish
13244109-n	barang	KEEP	None	1	Greek
02472987-n	lelaki	DELETE	O	1	English
00004475-n	orang	DELETE	O	1	Spanish
00047392-r	yg amat	DELETE	X	2	Finnish, Thai
15159583-n	hari	KEEP	Y	1	Arabic
01218084-v	mengusung	KEEP	O	1	English
07804323-n	rice	KEEP	None	1	English
08160146-n	yuan	KEEP	L	None	None
04625129-n	semangat	KEEP	Y	2	English, Japanese
01021973-v	tentukan	KEEP	X	1	Portuguese
00106921-r	umum	KEEP	None	2	Finnish, Japanese
90000152-n	plaza singapura	KEEP	None	None	None
00348571-n	bergoyang	KEEP	O	None	None
02110552-v	merasakan	KEEP	O	1	English
02599754-v	menyediakan	KEEP	O	1	Finnish
02154508-v	mencari	KEEP	Y	1	English
10701180-n	pemain tenis	KEEP	X	None	None
15227846-n	sejam	KEEP	None	1	Portuguese
00851588-a	sederhana	KEEP	O	None	None
01149195-a	maju	KEEP	O	None	None
02006834-v	menggetok	DELETE	O	1	English
08591680-n	lapisan	KEEP	Y	2	Polish, Arabic
01226941-n	membantu	KEEP	Y	1	Mandarin Chinese
14485064-n	kesempatan	KEEP	O	1	Portuguese
01659248-v	ditanami	KEEP	None	1	Finnish
07579076-n	sedikit	KEEP	None	1	Portuguese
10221656-n	mustika	KEEP	M	1	Thai
09505418-n	dewa-dewi	KEEP	X	1	Finnish
00161630-r	perlahan-lahan	KEEP	O	1	English
77000088-r	begitu	KEEP	None	None	None
02342899-a	berkualitas	KEEP	Y	None	None
07490713-n	kenikmatan	KEEP	Y	4	Portuguese, Polish, Arabic, Japanese
06799897-n	tali	DELETE	O	1	Arabic
10163354-n	seorang	KEEP	O	1	Finnish
00043003-r	jadi	KEEP	O	2	Portuguese, Slovene
01494310-v	tata	KEEP	None	1	English
01213614-v	merebut	KEEP	O	1	Portuguese
00249736-r	ke atas	DELETE	None	None	None
02165304-v	mengintip	KEEP	Y	None	None
01638438-a	lama	KEEP	O	1	English
01646021-a	parobaya	KEEP	None	None	None
00799076-v	memolok	DELETE	O	2	Finnish, English
01201856-v	menceguk	DELETE	X	7	Slovene, Spanish, Greek, Thai, Portuguese, Mandarin Chinese, English
09777353-n	agen	KEEP	Y	1	Spanish
01214265-v	jadi	DELETE	O	1	Portuguese
01664172-v	masak-memasak	DELETE	None	1	Finnish
01160342-n	hukuman	KEEP	Y	1	Spanish
00605516-a	menurut kebiasaan	DELETE	X	None	None
02078294-v	pulang	KEEP	Y	1	English
00059413-r	sering	KEEP	O	3	Finnish, English, Japanese
08502171-n	langit	KEEP	O	2	Finnish, Thai
15182319-n	tahun baru	KEEP	O	None	None
01843689-v	mengunjungi	KEEP	Y	1	English
05665146-n	cara	KEEP	O	None	None
08652970-n	jarak antara	DELETE	X	1	Spanish
01828736-v	cintai	KEEP	X	1	Finnish
02078591-v	memperkenalkan	KEEP	Y	2	Spanish, Greek
07985223-n	sepasang	KEEP	O	1	Portuguese
02109645-v	dapat	DELETE	O	1	English
13941125-n	batas	KEEP	O	None	None
02270342-a	canggih	KEEP	Y	None	None
08642037-n	tempat	DELETE	O	1	Greek
00610538-v	ingatkan	KEEP	L	None	None
08513718-n	tempat	KEEP	O	1	Greek
02004874-v	pulang	KEEP	Y	1	English
02269635-a	masing-masing	KEEP	L	None	None
00781644-a	samar-samar	KEEP	O	None	None
01386538-a	raksasa	KEEP	O	None	None
02247584-v	terjual habis	KEEP	X	1	Finnish
00341917-v	datanglah	KEEP	None	2	Finnish, English
03691817-n	lounges	KEEP	None	None	None
15246353-n	selama	KEEP	O	1	Portuguese
00734054-v	menyangkakan	DELETE	O	1	Finnish
05131023-n	menit	KEEP	None	1	Portuguese
01824244-a	kuat	KEEP	Y	3	Finnish, English, Japanese
09813126-n	pemain	KEEP	O	2	Portuguese, Slovene
80001051-n	C. K. Tangs	KEEP	None	None	None
02664769-v	imbang	DELETE	L	1	Finnish
02434797-a	segar	KEEP	O	None	None
01315333-v	melihat-lihat	KEEP	O	3	Portuguese, Finnish, English
02286204-v	mencari	KEEP	O	1	Greek
02268485-a	bukan	KEEP	O	1	English
00755745-v	bertanyakan	DELETE	None	1	Spanish
02319765-a	tegas	KEEP	O	None	None
13713003-n	bentuk	DELETE	O	1	Japanese
10407726-n	pelanggan	KEEP	O	1	Portuguese
00668366-a	baru	KEEP	None	None	None
01675963-v	didekor	KEEP	None	1	English
00004722-r	saja	KEEP	O	1	English
07883031-n	isi	KEEP	Y	1	Finnish
90000092-n	sim lim square	KEEP	None	None	None
01564144-v	memusnahkan	KEEP	O	2	Greek, Finnish
80000873-n	bachang	KEEP	None	None	None
02613672-v	tidak ada	KEEP	X	1	English
01158872-v	campurkan	KEEP	None	6	Spanish, Japanese, Greek, Finnish, Portuguese, English
02548893-v	mempercepat	KEEP	O	None	None
00133669-a	sedap	KEEP	O	None	None
07722217-n	bawang	KEEP	O	1	Thai
02627934-v	jadi	DELETE	O	1	English
02388950-v	bergaul	KEEP	O	None	None
01197014-v	menghabiskan	KEEP	O	1	Slovene
01445932-v	menggigit	KEEP	Y	6	Spanish, Japanese, Greek, Finnish, Thai, English
00328015-n	pulang	KEEP	Y	2	Spanish, English
00992432-a	berminyak	KEEP	O	None	None
13439088-n	api	KEEP	O	5	Japanese, Finnish, Portuguese, Mandarin Chinese, English
90000230-n	Makanan Khas Singapura	KEEP	None	None	None
00594621-v	kenal	KEEP	O	1	Arabic
00775611-a	baik	KEEP	O	None	None
07859284-n	gula olahan	DELETE	X	1	English
01482075-v	tergantung	KEEP	O	1	Finnish
01850315-v	pindahkan	KEEP	None	1	Serbo-Croatian
00602805-v	berlatih	KEEP	O	1	English
01182709-v	mencurahkan	DELETE	O	1	English
09992837-n	putri	KEEP	None	1	Japanese
01982395-v	menggetok	DELETE	O	1	Finnish
02242464-v	jual	KEEP	Y	1	Portuguese
01326528-v	menengkarapkan	DELETE	O	1	Finnish
01826723-v	menginginkan	KEEP	O	5	Slovene, Finnish, Thai, Portuguese, English
02174896-a	mudah	KEEP	O	5	Slovene, Spanish, Finnish, Portuguese, English
01801327-a	nyaman	KEEP	None	None	None
10476086-n	banduan	DELETE	None	1	Portuguese
01110251-a	desainer	KEEP	None	None	None
07302836-n	kebakaran	KEEP	O	1	English
01673946-a	yang biasa	DELETE	X	None	None
05984287-n	edukasi	KEEP	O	1	Portuguese
01649720-a	muda	KEEP	O	None	None
