synset	lemma	annotation	goodness label	confidence	language	prediction label
01574077-v	parutan	KEEP	None	None	None	KEEP
08219493-n	anak	KEEP	None	1	Finnish	KEEP
01976488-v	jatuh	KEEP	Y	None	None	KEEP
01806143-n	merak	KEEP	O	3	Slovene, Finnish, Polish	KEEP
00022131-r	sebegitu	DELETE	O	1	English	KEEP
08065234-n	perusahaan	KEEP	O	2	Portuguese, Spanish	KEEP
03814906-n	kalung	KEEP	O	7	Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English	KEEP
90000004-n	ashley isham	KEEP	None	None	None	KEEP
01044557-a	kasual	KEEP	O	None	None	KEEP
01767949-v	terusik	KEEP	None	1	English	KEEP
00645493-a	luar biasa	KEEP	Y	1	Spanish	KEEP
02423284-a	rapi	KEEP	O	None	None	KEEP
02267989-v	luangkanlah	KEEP	None	1	Spanish	KEEP
01106405-a	tempat	DELETE	O	None	None	KEEP
01722980-v	penataan	KEEP	None	3	Mandarin Chinese, Finnish, English	KEEP
07932841-n	tea	KEEP	None	1	Spanish	KEEP
00489491-a	kebiasaan	KEEP	O	None	None	KEEP
80001274-n	neraka	KEEP	None	None	None	KEEP
04842515-n	kejahatan	KEEP	O	None	None	KEEP
01646682-v	terinspirasi	KEEP	None	None	None	KEEP
02991122-a	artistik	KEEP	Y	3	Portuguese, Finnish, English	KEEP
00636921-n	riset	KEEP	None	3	Spanish, Greek, Finnish	KEEP
02627934-v	menyilakan	DELETE	O	1	English	DELETE
00067707-n	penyerahan diri	KEEP	X	7	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English	KEEP
08965251-n	maldives	KEEP	None	4	Portuguese, Polish, Finnish, English	KEEP
01501113-a	musik	KEEP	None	1	Greek	KEEP
00484892-v	menyelesaikan	KEEP	O	1	Finnish	KEEP
90000416-n	martabak	KEEP	None	None	None	KEEP
02198752-a	ribu	KEEP	O	None	None	KEEP
04379964-n	meja	KEEP	Y	1	Spanish	KEEP
15239579-n	musim	KEEP	O	1	Portuguese	KEEP
14419164-n	tautan	KEEP	O	1	Japanese	KEEP
02936020-a	sebagai	KEEP	O	None	None	KEEP
00605516-a	tradisi	KEEP	Y	None	None	KEEP
02599636-v	membawa	DELETE	O	1	Portuguese	KEEP
08562620-n	timur	KEEP	O	1	English	KEEP
08008335-n	organisasi	KEEP	Y	1	English	KEEP
00149510-r	benar-benar	KEEP	O	1	Japanese	KEEP
08436759-n	flora	KEEP	Y	1	Mandarin Chinese	KEEP
00737884-v	membayar	KEEP	O	1	English	DELETE
08912842-n	persia	KEEP	None	None	None	KEEP
01667132-v	mengubah	KEEP	O	2	Portuguese, Mandarin Chinese	KEEP
00849357-a	indah	KEEP	Y	1	Finnish	KEEP
05268112-n	isi	KEEP	Y	1	Thai	KEEP
04202417-n	butik	KEEP	None	1	English	KEEP
05703429-n	perhatikan	KEEP	X	1	Finnish	KEEP
09815790-n	pembantu	KEEP	Y	1	Portuguese	KEEP
10614812-n	tukang	KEEP	O	3	Portuguese, Finnish, Slovene	KEEP
01410606-a	demen	DELETE	O	1	English	KEEP
10078131-n	penggemar	KEEP	O	2	Portuguese, Polish	KEEP
10332385-n	ibu	KEEP	Y	1	Polish	KEEP
07804323-n	nasi	DELETE	O	1	English	KEEP
07663592-n	beef	KEEP	None	1	Thai	KEEP
02327200-v	menyajikan	DELETE	O	1	Finnish	KEEP
05602835-n	pipi	KEEP	Y	10	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Arabic, Portuguese, English	KEEP
01817314-v	mempesona	KEEP	X	1	English	DELETE
00300441-n	udara	KEEP	L	1	English	KEEP
06414372-n	buku teks	KEEP	None	None	None	KEEP
15120823-n	masa lampau	KEEP	None	1	Spanish	KEEP
01326528-v	menghapuskan	DELETE	O	1	Finnish	KEEP
10123711-n	kakek	KEEP	None	None	None	KEEP
01982395-v	demik	DELETE	O	1	Finnish	KEEP
13791389-n	hubungan	KEEP	O	1	Japanese	KEEP
01884930-a	selamat	KEEP	O	None	None	KEEP
03405725-n	furnitur	KEEP	None	8	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
00528667-n	balet	KEEP	Y	None	None	KEEP
02873839-n	kedai	KEEP	O	2	Portuguese, Spanish	KEEP
80000320-n	kue bulan	KEEP	None	None	None	KEEP
02568672-v	mempratikkan	DELETE	X	1	English	DELETE
11444038-n	siang hari	KEEP	Y	None	None	KEEP
04264765-n	kapsul	KEEP	O	None	None	KEEP
00862067-a	metafisika	KEEP	None	None	None	KEEP
05559908-n	anggota	KEEP	O	4	Portuguese, Spanish, English, Arabic	KEEP
13370938-n	kekayaan	KEEP	O	1	Japanese	KEEP
02570267-v	memanjakan	KEEP	Y	1	Portuguese	KEEP
02627934-v	perlukan	KEEP	X	1	English	DELETE
03472112-n	gym	KEEP	None	7	Slovene, Japanese, Greek, Finnish, Portuguese, Mandarin Chinese, English	KEEP
10550673-n	santa klaus	KEEP	None	3	Finnish, English, Japanese	KEEP
04236001-n	tempat tidur	KEEP	None	None	None	KEEP
01083769-v	memakan	KEEP	None	2	English, Thai	KEEP
00238022-n	sesuatu	DELETE	O	3	Portuguese, Spanish, English	KEEP
02614181-v	makhluk	DELETE	O	1	Finnish	KEEP
01465214-a	romantis	KEEP	Y	None	None	KEEP
90000062-n	little india arcade	KEEP	None	None	None	KEEP
14881303-n	kaca	KEEP	Y	1	Japanese	KEEP
00507927-r	bersama-sama	KEEP	O	4	Portuguese, Finnish, English, Japanese	KEEP
02717102-v	membawa	KEEP	O	1	English	DELETE
10013242-n	penyantap	KEEP	None	1	Japanese	KEEP
00213794-v	mengetinkan	DELETE	None	1	Arabic	KEEP
01328705-v	menambahkan	KEEP	O	1	Finnish	KEEP
02647497-v	terus bertahan	DELETE	X	1	English	DELETE
02579469-a	jalinan	KEEP	None	None	None	KEEP
01945550-a	saling	KEEP	Y	1	English	KEEP
02564986-a	sanggup	KEEP	O	None	None	KEEP
01468097-a	beruntung	KEEP	Y	1	Japanese	KEEP
02109678-a	terpisah	KEEP	Y	1	Polish	KEEP
02389220-a	liar	KEEP	Y	2	Portuguese, Spanish	KEEP
07737745-n	kacang tanah	KEEP	Y	1	English	KEEP
14450691-n	keharusan	KEEP	O	3	Portuguese, English, Slovene	KEEP
08621598-n	tempat biasa	DELETE	X	1	Greek	KEEP
02240481-v	berusaha	KEEP	None	1	Portuguese	KEEP
01885845-v	merayap	KEEP	Y	1	Mandarin Chinese	KEEP
01157517-v	melemahkan	DELETE	O	1	English	DELETE
01092366-v	bertarung	KEEP	O	2	Portuguese, Spanish	KEEP
05729036-n	taburan	KEEP	O	1	Polish	KEEP
01478423-v	tutup	KEEP	L	1	Spanish	KEEP
01999218-v	mengemudikan	DELETE	O	1	Arabic	KEEP
13240514-n	milik	KEEP	O	1	Portuguese	KEEP
13613294-n	㎡	KEEP	None	5	Polish, Japanese, Finnish, Thai, Mandarin Chinese	KEEP
07891726-n	wine	KEEP	None	1	Mandarin Chinese	KEEP
04271891-n	tontonan	KEEP	None	None	None	KEEP
00649481-v	jelajahilah	KEEP	None	1	Finnish	KEEP
14376188-n	ketegangan	KEEP	Y	1	Portuguese	KEEP
00734318-a	hancur	KEEP	O	None	None	KEEP
00250484-r	seiring	KEEP	O	None	None	KEEP
00063172-r	daripada	KEEP	None	1	English	KEEP
13943968-n	hal	KEEP	O	1	Spanish	KEEP
01739814-v	pelihara	KEEP	None	1	Portuguese	KEEP
02560548-a	lebar	KEEP	O	6	Slovene, Spanish, Japanese, Finnish, Portuguese, English	KEEP
09908025-n	budak	DELETE	O	1	Spanish	KEEP
00885695-a	bersemangat	KEEP	Y	3	Portuguese, English, Thai	KEEP
03871628-n	paket	KEEP	Y	3	Portuguese, Finnish, Japanese	KEEP
02526085-v	menyempurnakan	DELETE	O	1	Spanish	KEEP
08438533-n	pepohonan	KEEP	None	1	English	KEEP
01481599-n	hiu	KEEP	O	None	None	KEEP
00360306-a	dimilikinya	KEEP	X	None	None	KEEP
01733477-v	diselenggarakan	KEEP	None	1	English	KEEP
00010435-v	bersifat	KEEP	Y	1	English	KEEP
02078294-v	membawa kembali	KEEP	X	1	English	DELETE
05924920-n	biasa	DELETE	O	1	English	KEEP
04219424-n	sutera	KEEP	None	None	None	KEEP
09908025-n	pemuda	DELETE	O	1	Spanish	KEEP
00005779-r	jauh	KEEP	O	None	None	KEEP
00173220-a	dalam dua	KEEP	X	3	Portuguese, Polish, English	KEEP
06999436-n	gambar	KEEP	O	2	Portuguese, Spanish	KEEP
80001213-v	mengekor	KEEP	None	None	None	KEEP
01925372-a	wajar	KEEP	O	None	None	KEEP
00248765-r	utama	KEEP	None	1	Japanese	KEEP
00631378-n	praktek	KEEP	None	2	Greek, Polish	KEEP
02997391-n	keramik	KEEP	O	None	None	KEEP
01556572-v	belah	KEEP	O	1	Spanish	KEEP
08907606-n	indonesia	KEEP	None	None	None	KEEP
00690058-a	sedalam	KEEP	None	1	Portuguese	KEEP
03671668-n	jalur	DELETE	O	2	Polish, English	KEEP
00048138-r	akhir	KEEP	None	1	Finnish	KEEP
03619396-n	perlengkapan	KEEP	O	1	Serbo-Croatian	KEEP
00108479-r	kemari	KEEP	None	2	Finnish, English	KEEP
02224055-v	melepas	KEEP	O	1	Serbo-Croatian	KEEP
00935103-a	terjangkau	KEEP	Y	None	None	KEEP
06806469-n	lambang	KEEP	Y	1	Greek	KEEP
00195786-r	tidak perlu	KEEP	None	None	None	KEEP
07292694-n	hasil	KEEP	O	1	English	KEEP
01777210-v	menyayangi	DELETE	O	1	English	DELETE
15159819-n	tanggal	KEEP	O	2	Polish, English	KEEP
02267989-v	memasukkan	DELETE	O	1	Spanish	KEEP
02129289-v	terdapat	KEEP	None	1	Arabic	KEEP
05093890-n	setingkat	KEEP	None	1	Spanish	KEEP
01619014-v	buat	KEEP	M	1	English	KEEP
01805355-a	hibur	KEEP	None	None	None	KEEP
02968325-a	eropa	KEEP	None	3	Polish, Finnish, English	KEEP
10388924-n	pemilik	KEEP	Y	2	Mandarin Chinese, Japanese	KEEP
08588152-n	domestik	DELETE	O	None	None	KEEP
00127948-a	depan	KEEP	None	None	None	KEEP
07367812-n	gangguan	KEEP	O	1	Greek	KEEP
08642037-n	sebelah	KEEP	O	1	Greek	KEEP
02248693-a	etnis	KEEP	None	None	None	KEEP
02530282-a	berpendingin	KEEP	None	None	None	KEEP
07458453-n	balap	KEEP	O	3	Portuguese, Spanish, Polish	KEEP
15167906-n	malam	KEEP	O	2	Finnish, English	KEEP
02402825-v	pecat	DELETE	O	1	Spanish	KEEP
09044862-n	amerika	KEEP	None	1	English	KEEP
02727883-v	laris	KEEP	O	4	Slovene, Greek, English, Thai	KEEP
01075178-a	ramah	KEEP	O	None	None	KEEP
00065639-v	memperoleh	DELETE	O	1	English	DELETE
01982395-v	meluwengkan	DELETE	O	1	Finnish	KEEP
15121302-n	lama	KEEP	O	1	English	KEEP
02209936-v	membutuhkan	DELETE	O	1	Finnish	KEEP
05868051-n	awal	KEEP	Y	1	Mandarin Chinese	KEEP
00118567-a	hidup	KEEP	O	1	Finnish	KEEP
02697116-a	negeri	KEEP	O	1	English	KEEP
07724943-n	biji	KEEP	O	1	English	KEEP
07009808-n	adegan	KEEP	O	1	Finnish	KEEP
00166146-a	menarik	KEEP	Y	1	Greek	KEEP
01579128-a	terakhir	KEEP	O	None	None	KEEP
09673495-n	india	KEEP	None	1	English	KEEP
00151689-v	jatuh	KEEP	O	1	English	DELETE
06634376-n	keterangan	KEEP	Y	1	Japanese	KEEP
01815628-v	menyenangkan	KEEP	Y	1	English	KEEP
01982395-v	berhasil	DELETE	O	1	Finnish	KEEP
00250056-r	seporsi	KEEP	None	1	Portuguese	KEEP
05789432-n	keputusan	KEEP	Y	1	English	KEEP
08394922-n	tentara	KEEP	O	1	Finnish	KEEP
12501202-n	asam	KEEP	O	None	None	KEEP
01459422-a	lucu	KEEP	None	1	Thai	KEEP
02357479-a	heran	KEEP	O	None	None	KEEP
01003249-v	memotret	KEEP	O	1	English	DELETE
03438257-n	gelas	KEEP	Y	1	Japanese	KEEP
03521076-n	engsel	KEEP	O	7	Polish, Japanese, Greek, Thai, Portuguese, English, Serbo-Croatian	KEEP
00397405-v	lekang	KEEP	O	1	Mandarin Chinese	KEEP
07227772-n	janji	KEEP	O	1	Slovene	KEEP
07975026-n	acara	KEEP	None	None	None	KEEP
02773838-n	koper	KEEP	X	10	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
01269073-a	lapar	KEEP	Y	None	None	KEEP
02060588-v	merembet	KEEP	O	None	None	KEEP
03313333-n	teras	KEEP	None	1	Mandarin Chinese	KEEP
12125890-n	beras	DELETE	O	1	English	KEEP
09372504-n	amerika utara	KEEP	None	None	None	KEEP
00113082-r	selain dari	KEEP	None	1	English	KEEP
00617422-a	fried	KEEP	None	None	None	KEEP
76100093-x	lonjor	KEEP	None	None	None	KEEP
00744916-a	tersulit	KEEP	X	1	Polish	KEEP
04081281-n	‘restoran	KEEP	None	4	Polish, Finnish, English, Japanese	KEEP
80000368-n	tartare	KEEP	None	None	None	KEEP
90000043-n	holland road shopping centre	KEEP	None	None	None	KEEP
00027167-n	tempat	KEEP	Y	1	Greek	KEEP
00083003-a	kompetitif	KEEP	O	None	None	KEEP
01948077-v	berselancar	KEEP	O	None	None	KEEP
01471002-a	utama	KEEP	O	1	Finnish	KEEP
00035058-r	sering	KEEP	O	1	Japanese	KEEP
01505254-v	menarik	KEEP	Y	1	English	KEEP
00002684-n	objek	KEEP	Y	1	Finnish	KEEP
14546227-n	keadaan	KEEP	L	2	Mandarin Chinese, Thai	KEEP
08460395-n	parade	KEEP	None	None	None	KEEP
00941990-v	berbicara	KEEP	O	1	Spanish	KEEP
80001276-n	neraka	KEEP	None	None	None	KEEP
01982395-v	mengandaikan	DELETE	O	1	Finnish	KEEP
04105893-n	kamar	KEEP	O	1	Portuguese	KEEP
01410606-a	mirip	KEEP	Y	1	English	KEEP
01820302-v	amati	KEEP	X	2	Portuguese, English	KEEP
01593649-a	biasa	KEEP	Y	1	English	KEEP
01427127-v	meluwengkan	DELETE	O	1	English	DELETE
03800563-n	museum	KEEP	O	None	None	KEEP
00789448-v	hubungilah	KEEP	None	1	English	KEEP
01515280-a	aktif	KEEP	O	None	None	KEEP
15137425-n	waktu luang	KEEP	X	None	None	KEEP
08644722-n	pedesaan	KEEP	O	1	Japanese	KEEP
00421047-n	penindasan	KEEP	O	1	Japanese	KEEP
00062857-r	maka	KEEP	O	None	None	KEEP
02325558-v	mengorbankan	KEEP	O	None	None	KEEP
00950592-a	bahagian dalam	DELETE	X	None	None	KEEP
02647497-v	berkeras	DELETE	O	1	English	DELETE
02661252-v	bervariasi	KEEP	O	1	Portuguese	KEEP
01932482-v	dipimpin	KEEP	None	None	None	KEEP
13746512-n	dasawarsa	DELETE	O	4	Portuguese, Greek, Finnish, English	KEEP
07369604-n	selera	KEEP	None	2	Greek, Finnish	KEEP
80000861-n	paintballing	KEEP	None	None	None	KEEP
01214265-v	membawa	DELETE	O	1	Portuguese	KEEP
07557165-n	“sedap-sedapan”	KEEP	None	1	English	KEEP
02598765-v	bergabung	KEEP	O	1	English	DELETE
08375154-n	persemakmuran	KEEP	L	1	English	KEEP
09682291-n	muslim	KEEP	L	1	Spanish	KEEP
00770437-v	mencambuk	DELETE	O	1	English	DELETE
10533013-n	pesaing	KEEP	O	5	Polish, Finnish, Thai, Portuguese, English	KEEP
00406243-v	mempersiapkan	KEEP	O	1	Finnish	KEEP
00019609-r	seringkali	KEEP	X	1	Japanese	KEEP
09225146-n	perairan	KEEP	Y	1	English	KEEP
00156575-a	kuat	KEEP	O	None	None	KEEP
01564144-v	mempuingkan	DELETE	X	2	Greek, Finnish	KEEP
07652585-n	head	KEEP	None	1	English	KEEP
00697589-v	menentukan	KEEP	Y	1	Arabic	KEEP
08430568-n	bentuk	DELETE	O	1	Spanish	KEEP
90000211-n	rumah bebe	KEEP	None	None	None	KEEP
02647497-v	membuyarkan	DELETE	O	1	English	DELETE
02735688-n	kawasan	KEEP	O	1	Spanish	KEEP
01646075-v	menerbitkan	KEEP	None	2	Spanish, Greek	KEEP
07556872-n	jajanan	KEEP	O	None	None	KEEP
01712704-v	buat	KEEP	O	1	English	DELETE
02743214-v	datang dari	KEEP	None	2	Finnish, English	KEEP
01805982-v	menikmati	KEEP	Y	1	Arabic	KEEP
01919931-a	heboh	KEEP	Y	2	Finnish, English	KEEP
15201116-n	thanksgiving	KEEP	None	None	None	KEEP
15150134-n	1960-an	KEEP	None	None	None	KEEP
04879964-n	pengkhianatan	KEEP	O	3	Portuguese, Spanish, Slovene	KEEP
02576349-v	menipu	KEEP	O	1	Spanish	KEEP
07886463-n	pembuka selera	KEEP	None	None	None	KEEP
02447370-v	berhak	KEEP	O	None	None	KEEP
00756076-v	memasukkan	DELETE	O	1	Finnish	KEEP
07555863-n	jajan	KEEP	None	1	Spanish	KEEP
01568684-a	seluruh dunia	KEEP	X	None	None	KEEP
00388571-a	pasi	KEEP	None	None	None	KEEP
07545717-n	kebajikan	KEEP	O	None	None	KEEP
01843380-a	bersiaplah	KEEP	X	1	Spanish	KEEP
02402825-v	mengalengkan	DELETE	O	1	Spanish	KEEP
02355596-v	membawa	DELETE	O	1	English	DELETE
04298171-n	tangga	KEEP	O	4	Portuguese, Finnish, English, Japanese	KEEP
01081340-a	menghasilkan	KEEP	O	None	None	KEEP
00597915-v	informasi	KEEP	None	1	Portuguese	KEEP
00228294-a	utama	KEEP	None	None	None	KEEP
01180351-v	tersaji	KEEP	Y	1	Finnish	KEEP
00926505-a	tersisa	KEEP	None	None	None	KEEP
01565921-v	memakan habis	DELETE	X	1	Finnish	KEEP
06515662-n	hikayat	KEEP	O	1	Portuguese	KEEP
01504625-a	musik	KEEP	None	1	Greek	KEEP
08544593-n	penjuru	KEEP	O	None	None	KEEP
01001857-v	terdaftar	KEEP	L	1	Finnish	KEEP
15210765-n	pertengahan februari	KEEP	X	None	None	KEEP
07450842-n	upacara	KEEP	Y	1	Portuguese	KEEP
09018848-n	georgia	KEEP	None	1	Greek	KEEP
05131902-n	55	KEEP	None	1	Spanish	KEEP
80001230-x	ya	KEEP	None	None	None	KEEP
02118476-v	perhatikan	KEEP	X	1	Spanish	KEEP
00043794-r	-nya	DELETE	X	1	Japanese	KEEP
05959954-n	iman	KEEP	Y	2	Portuguese, Spanish	KEEP
00146387-r	pernah	KEEP	O	None	None	KEEP
02118933-v	perhatikan	KEEP	X	1	Spanish	KEEP
02434976-v	masuk	KEEP	O	1	Finnish	KEEP
01167981-v	bersantap malam	KEEP	X	None	None	KEEP
90000029-n	esplanade theatre	KEEP	None	None	None	KEEP
01843380-a	disajikan	KEEP	X	1	Spanish	KEEP
00024073-r	non	KEEP	None	1	Portuguese	KEEP
01999798-v	berhasil	DELETE	O	2	Portuguese, Spanish	KEEP
02326355-v	melihat-lihat	KEEP	O	1	English	DELETE
13886133-n	panggul	KEEP	None	1	Portuguese	KEEP
02631856-v	menunjukkan	KEEP	Y	1	English	KEEP
13611207-n	derajat	KEEP	Y	2	Polish, English	KEEP
02633881-v	terbukti	KEEP	O	1	Spanish	KEEP
00822115-a	mudah	KEEP	O	1	Finnish	KEEP
01122601-n	belanja	KEEP	O	1	Finnish	KEEP
14483917-n	kesempatan	KEEP	Y	1	Slovene	KEEP
02623731-v	berakar	KEEP	Y	1	English	KEEP
05311054-n	mata	KEEP	Y	1	English	KEEP
10307234-n	ahli	KEEP	Y	8	Spanish, Polish, Greek, Finnish, Thai, Arabic, Portuguese, English	KEEP
01675963-v	hias	KEEP	Y	1	English	KEEP
00018577-r	sekali	KEEP	O	1	Japanese	KEEP
01820302-v	bersenang-senang	KEEP	O	2	Portuguese, English	KEEP
02640440-v	ragu	KEEP	None	6	Spanish, Japanese, Finnish, Thai, Portuguese, English	KEEP
01015244-v	terbukti	KEEP	Y	1	English	KEEP
10020890-n	dr.	KEEP	None	1	Portuguese	KEEP
13815342-n	berskala	KEEP	O	1	Spanish	KEEP
00015247-a	rimbun	KEEP	O	None	None	KEEP
01862918-v	mampirlah	KEEP	X	1	Japanese	KEEP
08431942-n	barisan	KEEP	O	1	Portuguese	KEEP
00159396-n	korupsi	KEEP	Y	1	English	KEEP
01193099-v	segah	DELETE	Y	1	Slovene	KEEP
00407420-a	bergaya	KEEP	O	None	None	KEEP
02629535-v	mengandung	KEEP	O	1	Slovene	KEEP
01793812-a	sederhana	KEEP	O	None	None	KEEP
00394562-a	berwarna	KEEP	O	1	English	KEEP
02197364-a	150	KEEP	None	None	None	KEEP
14322699-n	sakit	KEEP	Y	1	Slovene	KEEP
02664769-v	orang	DELETE	O	1	Finnish	KEEP
02958392-a	perancis	KEEP	None	2	Polish, English	KEEP
01731351-a	kini	KEEP	Y	1	Greek	KEEP
00120796-v	mempunyai	DELETE	O	1	English	DELETE
05538625-n	kepala	KEEP	Y	1	Portuguese	KEEP
01315613-v	carilah	KEEP	None	1	Finnish	KEEP
06904748-n	bahasa ibu	KEEP	O	None	None	KEEP
00598954-v	melihat	KEEP	O	1	Arabic	KEEP
00033308-r	saja	KEEP	O	None	None	KEEP
00098714-r	malah	KEEP	None	2	English, Thai	KEEP
14134623-n	hati	DELETE	O	None	None	KEEP
07882497-n	campuran	KEEP	O	None	None	KEEP
01181295-v	menyajikan	KEEP	O	1	English	DELETE
00029378-n	kejadian	KEEP	O	1	Polish	KEEP
02296726-v	tawarkan	KEEP	L	1	English	KEEP
01436003-a	singkat	KEEP	Y	1	English	KEEP
02496036-v	dikurung	KEEP	None	1	Finnish	KEEP
00048858-a	tambahan	KEEP	O	None	None	KEEP
14563784-n	cahaya	KEEP	O	1	Portuguese	KEEP
13765396-n	sebotol	KEEP	None	2	Portuguese, Spanish	KEEP
01258091-v	memotong-motong	KEEP	None	1	English	KEEP
07881800-n	minuman dari ramuan khas	DELETE	X	2	Polish, Arabic	KEEP
01595312-a	biasa	KEEP	O	None	None	KEEP
04812268-n	kehalusan	KEEP	O	1	Polish	KEEP
13244109-n	barang	KEEP	None	1	Greek	KEEP
02472987-n	lelaki	DELETE	O	1	English	KEEP
00004475-n	orang	DELETE	O	1	Spanish	KEEP
00047392-r	yg amat	DELETE	X	2	Finnish, Thai	KEEP
15159583-n	hari	KEEP	Y	1	Arabic	KEEP
01218084-v	mengusung	KEEP	O	1	English	DELETE
07804323-n	rice	KEEP	None	1	English	KEEP
08160146-n	yuan	KEEP	L	None	None	KEEP
04625129-n	semangat	KEEP	Y	2	English, Japanese	KEEP
01021973-v	tentukan	KEEP	X	1	Portuguese	KEEP
00106921-r	umum	KEEP	None	2	Finnish, Japanese	KEEP
90000152-n	plaza singapura	KEEP	None	None	None	KEEP
00348571-n	bergoyang	KEEP	O	None	None	KEEP
02110552-v	merasakan	KEEP	O	1	English	DELETE
02599754-v	menyediakan	KEEP	O	1	Finnish	KEEP
02154508-v	mencari	KEEP	Y	1	English	KEEP
10701180-n	pemain tenis	KEEP	X	None	None	KEEP
15227846-n	sejam	KEEP	None	1	Portuguese	KEEP
00851588-a	sederhana	KEEP	O	None	None	KEEP
01149195-a	maju	KEEP	O	None	None	KEEP
02006834-v	menggetok	DELETE	O	1	English	DELETE
08591680-n	lapisan	KEEP	Y	2	Polish, Arabic	KEEP
01226941-n	membantu	KEEP	Y	1	Mandarin Chinese	KEEP
14485064-n	kesempatan	KEEP	O	1	Portuguese	KEEP
01659248-v	ditanami	KEEP	None	1	Finnish	KEEP
07579076-n	sedikit	KEEP	None	1	Portuguese	KEEP
10221656-n	mustika	KEEP	M	1	Thai	KEEP
09505418-n	dewa-dewi	KEEP	X	1	Finnish	KEEP
00161630-r	perlahan-lahan	KEEP	O	1	English	KEEP
77000088-r	begitu	KEEP	None	None	None	KEEP
02342899-a	berkualitas	KEEP	Y	None	None	KEEP
07490713-n	kenikmatan	KEEP	Y	4	Portuguese, Polish, Arabic, Japanese	KEEP
06799897-n	tali	DELETE	O	1	Arabic	KEEP
10163354-n	seorang	KEEP	O	1	Finnish	KEEP
00043003-r	jadi	KEEP	O	2	Portuguese, Slovene	KEEP
01494310-v	tata	KEEP	None	1	English	KEEP
01213614-v	merebut	KEEP	O	1	Portuguese	KEEP
00249736-r	ke atas	DELETE	None	None	None	KEEP
02165304-v	mengintip	KEEP	Y	None	None	KEEP
01638438-a	lama	KEEP	O	1	English	KEEP
01646021-a	parobaya	KEEP	None	None	None	KEEP
00799076-v	memolok	DELETE	O	2	Finnish, English	KEEP
01201856-v	menceguk	DELETE	X	7	Slovene, Spanish, Greek, Thai, Portuguese, Mandarin Chinese, English	KEEP
09777353-n	agen	KEEP	Y	1	Spanish	KEEP
01214265-v	jadi	DELETE	O	1	Portuguese	KEEP
01664172-v	masak-memasak	DELETE	None	1	Finnish	KEEP
01160342-n	hukuman	KEEP	Y	1	Spanish	KEEP
00605516-a	menurut kebiasaan	DELETE	X	None	None	KEEP
02078294-v	pulang	KEEP	Y	1	English	KEEP
00059413-r	sering	KEEP	O	3	Finnish, English, Japanese	KEEP
08502171-n	langit	KEEP	O	2	Finnish, Thai	KEEP
15182319-n	tahun baru	KEEP	O	None	None	KEEP
01843689-v	mengunjungi	KEEP	Y	1	English	KEEP
05665146-n	cara	KEEP	O	None	None	KEEP
08652970-n	jarak antara	DELETE	X	1	Spanish	KEEP
01828736-v	cintai	KEEP	X	1	Finnish	KEEP
02078591-v	memperkenalkan	KEEP	Y	2	Spanish, Greek	KEEP
07985223-n	sepasang	KEEP	O	1	Portuguese	KEEP
02109645-v	dapat	DELETE	O	1	English	DELETE
13941125-n	batas	KEEP	O	None	None	KEEP
02270342-a	canggih	KEEP	Y	None	None	KEEP
08642037-n	tempat	DELETE	O	1	Greek	KEEP
00610538-v	ingatkan	KEEP	L	None	None	KEEP
08513718-n	tempat	KEEP	O	1	Greek	KEEP
02004874-v	pulang	KEEP	Y	1	English	KEEP
02269635-a	masing-masing	KEEP	L	None	None	KEEP
00781644-a	samar-samar	KEEP	O	None	None	KEEP
01386538-a	raksasa	KEEP	O	None	None	KEEP
02247584-v	terjual habis	KEEP	X	1	Finnish	KEEP
00341917-v	datanglah	KEEP	None	2	Finnish, English	KEEP
03691817-n	lounges	KEEP	None	None	None	KEEP
15246353-n	selama	KEEP	O	1	Portuguese	KEEP
00734054-v	menyangkakan	DELETE	O	1	Finnish	KEEP
05131023-n	menit	KEEP	None	1	Portuguese	KEEP
01824244-a	kuat	KEEP	Y	3	Finnish, English, Japanese	KEEP
09813126-n	pemain	KEEP	O	2	Portuguese, Slovene	KEEP
80001051-n	C. K. Tangs	KEEP	None	None	None	KEEP
02664769-v	imbang	DELETE	L	1	Finnish	KEEP
02434797-a	segar	KEEP	O	None	None	KEEP
01315333-v	melihat-lihat	KEEP	O	3	Portuguese, Finnish, English	KEEP
02286204-v	mencari	KEEP	O	1	Greek	KEEP
02268485-a	bukan	KEEP	O	1	English	KEEP
00755745-v	bertanyakan	DELETE	None	1	Spanish	KEEP
02319765-a	tegas	KEEP	O	None	None	KEEP
13713003-n	bentuk	DELETE	O	1	Japanese	KEEP
10407726-n	pelanggan	KEEP	O	1	Portuguese	KEEP
00668366-a	baru	KEEP	None	None	None	KEEP
01675963-v	didekor	KEEP	None	1	English	KEEP
00004722-r	saja	KEEP	O	1	English	KEEP
07883031-n	isi	KEEP	Y	1	Finnish	KEEP
90000092-n	sim lim square	KEEP	None	None	None	KEEP
01564144-v	memusnahkan	KEEP	O	2	Greek, Finnish	KEEP
80000873-n	bachang	KEEP	None	None	None	KEEP
02613672-v	tidak ada	KEEP	X	1	English	DELETE
