synset	lemma	annotation
02236124-v	menerima masuk	DELETE
01012855-a	utama	KEEP
03800933-n	instrumen musik	KEEP
00986766-a	penuh berisi	KEEP
13878951-n	kotak	KEEP
05193338-n	warna	KEEP
02623906-v	berbentuk	KEEP
07932039-n	krim	KEEP
00087736-v	berjangkit	DELETE
01041968-n	sholat	KEEP
02204692-v	mempunyai	KEEP
00372111-a	coklat	KEEP
01031256-v	dikirimkan	KEEP
00449441-r	sensual	KEEP
06253690-n	pesanlah	KEEP
05131647-n	ketinggian	KEEP
06998748-n	grafik	KEEP
00669762-v	makan	DELETE
00804695-a	semarak	KEEP
10807487-n	ibrahim	KEEP
01277426-a	paling penting	KEEP
02927512-a	amerika	KEEP
07349532-n	ombak	KEEP
03613294-n	kunci	KEEP
09841188-n	bartender	KEEP
80000813-v	menambah isi	KEEP
08434259-n	jaringan	KEEP
05697135-n	ketentuan	KEEP
15136147-n	pekan	KEEP
02774411-a	parlementer	KEEP
02621395-v	menubuhkan	DELETE
06426279-n	penanggalan	KEEP
00843146-a	kenyal	KEEP
03430959-n	pernak-pernik	KEEP
08497294-n	daerah	KEEP
00697589-v	memutuskan	KEEP
15148867-n	1920-an	KEEP
09712696-n	melayu	KEEP
07571324-n	seni kuliner	KEEP
01989873-v	terbenam	KEEP
02765464-v	menyerap	KEEP
15218448-n	idul fitri	KEEP
02685951-v	menyeberangi	DELETE
01816431-v	memuaskan	KEEP
04202417-n	rumah	KEEP
03294048-n	peralatan	KEEP
01672607-a	jelata	DELETE
07721456-n	pedas	KEEP
80001131-n	mereka	KEEP
00024073-r	tidaklah	KEEP
13940456-n	puncak	KEEP
02715812-v	penuh	KEEP
02162815-v	memukulkan	KEEP
01076634-a	sosial	KEEP
08646787-n	pemandangan	KEEP
01013961-a	terakhir	KEEP
01418667-v	mencampurkan	DELETE
13911872-n	titik	KEEP
07059962-n	pop	KEEP
06694540-n	rekomendasi	KEEP
90000334-n	Tahun Baru Imlek	KEEP
11714382-n	pala	KEEP
13464820-n	perkembangan	KEEP
02006834-v	menoyor	DELETE
01233020-a	datar	KEEP
00775486-a	ekletik	KEEP
00395626-a	warna merah tua	DELETE
00233335-v	terbatas	KEEP
03497657-n	topi	KEEP
00921014-a	seru	KEEP
06290637-n	rupa bentuk	DELETE
02841066-a	ruang	KEEP
08765890-n	swedia	KEEP
00514884-a	seluruh	KEEP
13748763-n	25	KEEP
01090308-a	fungsional	KEEP
01886620-a	terbuka	KEEP
08969291-n	maroko	KEEP
08567877-n	tujuan	KEEP
02488834-v	menikahi	KEEP
00729246-a	satuan	KEEP
02676054-v	mengenai	KEEP
00951831-a	di dlm	DELETE
03054311-n	clubhouse	KEEP
07515790-n	kedamaian	KEEP
80000596-a	tiociu	KEEP
00758333-v	makan	DELETE
00031264-n	grup	KEEP
01197014-v	menghabiskan	DELETE
01074650-a	ramah	KEEP
00661640-a	irisan	KEEP
11164970-n	maugham	KEEP
07626602-n	mentega dan telur	DELETE
02194151-a	80	KEEP
02020590-v	melebas	DELETE
02664769-v	setolok	DELETE
03899533-n	setapak	KEEP
02930766-n	cab	KEEP
02586619-v	memerintah	KEEP
01089635-n	beramal	KEEP
03420440-n	hiasan	KEEP
02427103-v	bangun	KEEP
01156834-v	coba	KEEP
01651196-a	atas	DELETE
02919594-a	rumah	KEEP
08242799-n	kelompok	KEEP
01531742-v	tertera	KEEP
02691156-n	pesawat	KEEP
07565083-n	menu	KEEP
90000305-n	laksa	KEEP
00331950-n	gerak	KEEP
05131023-n	jauhnya	DELETE
01982650-n	lobster	KEEP
90000315-n	hajjah	KEEP
02714800-a	drama	KEEP
13285176-n	pangsa	KEEP
04152387-n	tirai	KEEP
02394183-v	menyumbat	DELETE
00294459-r	jadi	KEEP
02187161-a	9	KEEP
02069355-a	selain	KEEP
08425888-n	lalu lintas	KEEP
10389398-n	pemilik	KEEP
13376426-n	kartu kredit	KEEP
01380638-v	berkumpul	KEEP
04345288-n	benda	KEEP
02434976-v	ikut	KEEP
00155020-r	nyaman	KEEP
03122750-a	tamil	KEEP
02690081-n	airways	KEEP
08054076-n	klinik	KEEP
01189427-v	berpuasa	KEEP
09644152-n	orang mongol	KEEP
00838367-n	makanan	DELETE
01180351-v	sajikan	KEEP
01556355-a	lebih	KEEP
00046299-r	super	KEEP
00008007-r	sepenuh	KEEP
08497294-n	72	KEEP
08731423-n	makau	KEEP
10411551-n	penjaja	KEEP
07886849-n	bir	KEEP
00053004-r	baik	KEEP
00084223-r	utama	KEEP
00618377-a	roasted	KEEP
01197014-v	menghabiskan	KEEP
00734054-v	makan	DELETE
01672607-a	biasa	KEEP
00953127-a	dalam	DELETE
02395694-n	babi	KEEP
02578510-v	merayakan	KEEP
00170412-r	bahkan	KEEP
01232091-n	sesi	KEEP
01843055-v	bepergian	KEEP
90000091-n	Setelah Anda	KEEP
15050011-n	spices	KEEP
02552449-v	memulihkan	KEEP
02604760-v	adalah	KEEP
00181342-r	sehabis	KEEP
05936704-n	kesan	KEEP
02402825-v	memecatkan	DELETE
02069355-a	lainnya	KEEP
06595351-n	majalah	KEEP
07668702-n	siomay	KEEP
07867616-n	cheese	KEEP
00089351-n	kembali	KEEP
00674270-a	buatan	KEEP
90000336-n	loe mee	KEEP
02621395-v	bentuk	DELETE
01157517-v	menggunakan	KEEP
02355596-v	memperoleh	DELETE
08438533-n	hutan	KEEP
08923348-n	tokyo	KEEP
02818832-n	ranjang	KEEP
07521039-n	penghargaan	KEEP
01188725-v	memerlukan	KEEP
07719839-n	ubi	KEEP
08428485-n	parade	KEEP
02005948-v	datang	KEEP
01410363-a	lain	KEEP
02685951-v	menemani ke	DELETE
07643981-n	jeli	KEEP
00249969-v	sudah masak	DELETE
04620558-n	semangat	KEEP
05122557-n	mayoritas	KEEP
00903894-a	yang utama	KEEP
00246754-n	panggang	KEEP
10538082-n	romeo	KEEP
00139508-r	sepantas	KEEP
80001640-n	jangkungan	KEEP
01082606-v	ikuti	KEEP
00043003-r	kerana itu	DELETE
06426111-n	nomor	KEEP
02236124-v	mengadakan	DELETE
07574426-n	makanan ringan	KEEP
02186338-a	satu	KEEP
00603298-v	berkembang	KEEP
01443097-a	sekilas	KEEP
03169390-n	dekorasi	KEEP
08616311-n	perjalanan	KEEP
01326528-v	merosakkan	DELETE
06369829-n	cerita	KEEP
00024587-r	tidak	KEEP
06635509-n	bahan	KEEP
77000097-n	siapa saja	KEEP
00931847-n	buatan	DELETE
02531919-a	cerah	KEEP
02506922-a	multifaset	KEEP
01167981-v	bersantaplah	KEEP
03673027-n	kapal	KEEP
01525666-v	jalan	KEEP
00618878-v	mengenali	KEEP
05945642-n	pendapat	KEEP
00625119-v	membaca	KEEP
00884011-v	menjanjikan	KEEP
00851744-a	dapat dipilih	KEEP
00462718-r	asam	KEEP
01400562-a	halal	KEEP
02248693-a	budaya	KEEP
09675393-n	tamil	KEEP
05920272-n	tema	KEEP
13744521-n	lima	KEEP
01002740-v	membuat	DELETE
02670578-v	mempromosikan	KEEP
00950592-a	di	DELETE
06893441-n	resital	KEEP
07829412-n	sauce	KEEP
02192469-a	63	KEEP
00155143-v	meningkat	KEEP
14411884-n	mode	KEEP
00048475-r	saat ini	KEEP
00729109-v	ditelusur	KEEP
03878066-n	palace	KEEP
06799897-n	dawai	DELETE
07851767-n	cottage cheese	KEEP
00522751-v	dapat	DELETE
14413265-n	dipersilakan	KEEP
01824736-v	seperti	DELETE
90000039-n	terasi	KEEP
00149510-r	sebenar	KEEP
14486274-n	keputusasaan	KEEP
06770875-n	syarat	KEEP
01871979-v	mendorong	KEEP
01199083-a	bermacam-macam	KEEP
02357479-a	terkejut	KEEP
15243351-n	jangka panjang	KEEP
06471345-n	sertifikat	KEEP
01653873-v	membuat	KEEP
02320773-v	biaya tambahan	KEEP
01158181-v	membuang	DELETE
08593262-n	garisan	DELETE
02269794-a	setiap	KEEP
06930427-n	kanton	KEEP
08587174-n	cagar	KEEP
00674607-v	menyaring	DELETE
90000319-n	barongsai	KEEP
07338552-n	hentaman	KEEP
80001017-n	malayalee	KEEP
04136161-n	sari	KEEP
02950711-a	strategis	KEEP
02003357-a	buka	KEEP
01999798-v	memasukkan	DELETE
14482620-n	potensi	KEEP
05933246-n	panorama	KEEP
07623933-n	tar	KEEP
11164970-n	somerset maugham	KEEP
09063673-n	los angeles	KEEP
90000086-n	rong chen bak kut teh	KEEP
09908025-n	pemuda	KEEP
80001051-n	Tangs	KEEP
00239908-r	masing	KEEP
02800497-n	bawah tanah	KEEP
07768694-n	delima	KEEP
08651247-n	situs	KEEP
01065456-v	menjelaskan	KEEP
01727926-a	masa lalu	KEEP
90000418-n	sate	KEEP
04263614-n	sumber	KEEP
90000327-n	soto ayam	KEEP
01959294-a	tetap	KEEP
02685951-v	memasang	DELETE
01735736-a	bersabar	KEEP
01635146-a	terdiri	KEEP
08613345-n	bayang	KEEP
01544692-v	ditaruh	KEEP
01846331-n	bebek	KEEP
03671668-n	garis	KEEP
00380696-n	campuran	KEEP
07186148-n	undangan	KEEP
02723951-v	berasal	KEEP
02560585-v	melakukan	KEEP
01103844-a	khusus	KEEP
00024356-r	enggak	KEEP
02685951-v	larikan	DELETE
02153709-v	cari	KEEP
08425303-n	lalu lintas	KEEP
00729246-a	per	KEEP
04306080-n	stasiun	KEEP
14449126-n	kebutuhan	KEEP
00053952-r	agaknya	KEEP
01573515-v	putus	KEEP
07749582-n	limau	KEEP
07684289-n	naan	KEEP
80001638-n	Nay Pyi Taw	KEEP
02880940-n	mangkuk	KEEP
10175090-n	yang mulia	KEEP
01848718-v	berangkat	KEEP
00478262-n	sepak bola	KEEP
01189113-v	butuhkan	KEEP
07931733-n	minuman campuran rum	DELETE
00274724-v	melongsorkan	KEEP
00118869-r	sekali	KEEP
00117620-r	lalu	KEEP
08594286-n	bentuk	DELETE
02622234-v	bergabung	KEEP
00035058-r	seringkali	KEEP
10069645-n	eksekutif	KEEP
08523483-n	pusat	KEEP
13353280-n	kekayaan	KEEP
04199027-n	sepatu	KEEP
01182414-a	ringan	KEEP
01226240-a	hormat	KEEP
08514034-n	pusat	KEEP
01233156-n	singgahlah	KEEP
00243124-v	berpadu	KEEP
07457834-n	kejuaraan	KEEP
02410175-v	mempertahankan	KEEP
01638368-v	dirancang	KEEP
05891572-n	skema	KEEP
90000061-n	le peranakan	KEEP
04078747-n	reservoir	KEEP
00311809-n	tamasya	KEEP
00081725-v	menyembuhkan	KEEP
00385756-a	kuning	KEEP
01759326-v	menggugah	KEEP
07228751-n	kaul	KEEP
06624161-n	letter	KEEP
08683548-n	hutan	KEEP
01148283-a	meriah	KEEP
00577525-n	layanan	KEEP
06685456-n	jaminan	KEEP
07370410-n	panjat tebing	KEEP
15207556-n	purnama	KEEP
10748620-n	vip	KEEP
02020590-v	menjangkau	DELETE
00108479-r	ke sini	KEEP
01182709-v	memberi	KEEP
00749963-v	pesankan	KEEP
07648267-n	paha	KEEP
00761713-v	menegosiasikan	KEEP
02759614-v	menyalakan	KEEP
07186828-n	seru	KEEP
00959827-v	terjemahkan	KEEP
02965043-a	japanese	KEEP
06818970-n	huruf	KEEP
03788195-n	masjid jamae mosque	KEEP
14005892-n	aliran	KEEP
05332802-n	kidney	KEEP
15167474-n	malam	KEEP
08615374-n	japanese garden	KEEP
02570267-v	manjakan	KEEP
00758333-v	meluwengkan	DELETE
00317008-a	berukir	KEEP
07062697-n	jaz	KEEP
01041916-a	resmi	KEEP
02674879-v	menirukan	KEEP
01843380-a	diolah	KEEP
07473441-n	kemenangan	KEEP
07838073-n	saus	KEEP
15144094-n	keabadian	KEEP
01727303-a	hutan	DELETE
01457954-v	tembus	KEEP
02881193-n	mangkuk”	KEEP
14526182-n	aroma	KEEP
14482968-n	prospek	KEEP
00798245-n	kampanye	KEEP
02295998-a	standard	DELETE
03412058-n	galeri	KEEP
02814860-n	mercusuar	KEEP
08540532-n	kota kecil	KEEP
09908025-n	abang	KEEP
00362103-n	diskon	KEEP
01065115-v	memperkenalkan	KEEP
07565161-n	makanan	KEEP
00489491-a	selalu	DELETE
01428578-v	menjadikan	DELETE
02267989-v	menguras	DELETE
01365544-a	memilukan	KEEP
03309808-n	kain	KEEP
08355692-n	agen perjalanan	KEEP
01664172-v	masak	KEEP
00521562-n	bukti	KEEP
90000105-n	southern ridges	KEEP
02150510-v	menyaksikan	KEEP
08594286-n	garis	DELETE
05750657-n	mode	KEEP
03365592-n	lantai	KEEP
00249736-r	di dalam	DELETE
03871524-n	kemasan	KEEP
02237206-v	menyambut	KEEP
02439949-a	top	KEEP
08221897-n	para penonton	KEEP
00081737-r	setiap tahun	KEEP
02737876-v	seharus	KEEP
14845743-n	h20	KEEP
00367685-v	bersatu	KEEP
02190182-a	39	KEEP
00139266-r	khusus	KEEP
02717102-v	mengajak	DELETE
00192836-v	memeriahkan	KEEP
01604226-a	utara	KEEP
13955461-n	kenyataan	KEEP
00410210-r	setiap malam	KEEP
08630985-n	kawasan	KEEP
06285090-n	kalimat	KEEP
02236624-v	mengaku	DELETE
00024073-r	non-	KEEP
00002621-r	baru saja	KEEP
14520278-n	udara	KEEP
07740220-n	lezat	KEEP
01277097-a	utama	KEEP
01104026-a	tersendiri	KEEP
01752884-v	menghasilkan	KEEP
01647229-v	menjadikan	KEEP
02741546-v	membutuhkan	DELETE
07704205-n	bubur	KEEP
01645601-v	kerja	DELETE
07288801-n	keajaiban	KEEP
02402825-v	dapat	DELETE
01494273-a	musiman	KEEP
00049003-n	masuk	DELETE
00015388-n	satwa	KEEP
01427127-v	mengadakan	DELETE
04928903-n	bergaya	KEEP
15165490-n	petang hari	KEEP
08399977-n	jalinan	KEEP
05098942-n	ukuran	KEEP
13726562-n	kalori	KEEP
03740161-n	obat	KEEP
02452885-v	menghindari	KEEP
02608823-v	mulailah	KEEP
02825355-a	suara	KEEP
13746512-n	dekade	DELETE
09022265-n	uzbekistan	KEEP
07709333-n	sayuran hijau	KEEP
03900979-n	paviliun	KEEP
11412727-n	perubahan	KEEP
14580090-n	pengabdian	KEEP
01998432-v	ikut serta	KEEP
00024720-n	keadaan	KEEP
02267989-v	memerlukan	KEEP
08209687-n	polisi	KEEP
13547925-n	pengisian ulang	KEEP
03672352-n	linen	KEEP
05193338-n	variasi	KEEP
01182709-v	menyediakan	KEEP
03671473-n	tali	DELETE
01808218-v	menarik	KEEP
00899226-a	sulit	KEEP
02603699-v	wujud	DELETE
03720163-n	peta	KEEP
04351550-n	suite	KEEP
00350104-v	meneruskan lagi	DELETE
00394813-v	meluik	DELETE
02359340-v	mendapatkan	KEEP
06980315-n	bahasa tamil	KEEP
02153174-a	satu	KEEP
01674242-a	biasa saja	DELETE
09765278-n	aktor	KEEP
01590115-a	bangsawan	KEEP
01227675-v	menusuk	KEEP
01766133-a	keliru	KEEP
08633683-n	area	KEEP
14050143-n	vitalitas	KEEP
01041968-n	shalat	KEEP
02427103-v	dirikan	KEEP
00599992-v	mentelaah	DELETE
00524682-v	memasukkan	DELETE
08651247-n	lokasi	KEEP
00498387-r	antara	KEEP
00812526-n	pegangan	KEEP
02056265-a	ibadah	KEEP
13927383-n	suasana	KEEP
02236124-v	ada	DELETE
04202417-n	toko	KEEP
00032497-a	akrobatik	KEEP
15235126-n	saat	KEEP
08641113-n	berhampiran	DELETE
00120223-r	sembari	KEEP
01580968-a	‘wajib	KEEP
14375890-n	ketegangan	KEEP
00360306-a	dimiliki	KEEP
06316048-n	kalimat	KEEP
02270186-a	setiap	KEEP
08552138-n	kawasan	KEEP
06389553-n	angkasa	DELETE
13849810-n	ribuan	KEEP
10210648-n	desainer	KEEP
00071840-r	mana-mana	KEEP
02150948-v	simaklah	KEEP
02873839-n	kios	KEEP
02376958-v	berinteraksi	KEEP
06799897-n	barisan	DELETE
01195299-v	rice	KEEP
05026843-n	berat	KEEP
02685951-v	menuntun	DELETE
03965456-n	plaza	KEEP
01749184-v	cetak	KEEP
00148869-r	bahkan	KEEP
03003344-a	inggris	KEEP
00345761-v	mulailah	KEEP
09411430-n	sungai	KEEP
13742573-n	se-	KEEP
00714944-n	kerajinan	KEEP
00149583-v	jadi	KEEP
09769076-n	pecandu	KEEP
04835724-n	semangat	KEEP
01027859-n	adat	KEEP
02563068-a	luas	KEEP
00953216-v	menceritakan	KEEP
01999423-v	memimpin	KEEP
08231184-n	liga	KEEP
00840517-n	dining	KEEP
06770275-n	persetujuan	KEEP
02490877-v	rayakanlah	KEEP
08641113-n	kawasan tetangga	DELETE
00931467-v	mengacu	KEEP
05805012-n	mengetahui	KEEP
01824736-v	laksana	DELETE
07933799-n	secangkir teh	KEEP
00488561-a	jarang	KEEP
02655135-v	orang	DELETE
02058994-v	bergegaslah	KEEP
07775375-n	fish	KEEP
07935152-n	green tea	KEEP
02488834-v	menikah	KEEP
01003536-a	terbuat	KEEP
00028651-n	infinite	DELETE
02940392-a	eksperimental	KEEP
00120796-v	mendapatkan	DELETE
13650045-n	kaki	KEEP
02049696-v	lewatkan	KEEP
01413247-a	bakal	KEEP
90000202-n	Grand Prix Season Singapore	KEEP
01412286-a	menjanjikan	KEEP
02209745-v	membawa	DELETE
00230746-v	tumbuh	KEEP
02721438-v	memberi	KEEP
02868546-n	bom	KEEP
00158701-a	menyatu	KEEP
01620854-v	akhiri	KEEP
08054417-n	hospital	KEEP
11155444-n	mao zedong	KEEP
01138102-v	melindungi	KEEP
00771632-v	menemani ke	DELETE
01578513-v	merendam	KEEP
02404186-n	sapi	KEEP
05839024-n	bentuk	KEEP
00527188-a	semesta	KEEP
07286014-n	lambang	KEEP
06341525-n	ms	KEEP
02301560-a	mantap	KEEP
13303315-n	harga	KEEP
02755017-v	menyenta	DELETE
01139194-n	izin	KEEP
00030358-n	tindakan	KEEP
00735389-v	bertahun	KEEP
00046299-r	terlalu	KEEP
04395651-n	tato	KEEP
05806623-n	pemahaman	KEEP
01193099-v	menyumbat	DELETE
02077656-v	bawa	KEEP
00024073-r	belum	KEEP
03727605-n	mahakarya	KEEP
80000869-a	multi-sensorik	KEEP
01826378-v	meminta	KEEP
01635146-a	berdiri	KEEP
08639058-n	pelabuhan	KEEP
15157225-n	hari	KEEP
02267989-v	mengarik	DELETE
01652902-a	buka	KEEP
00105603-r	segera	KEEP
14442933-n	jajahan	KEEP
00956131-a	jujur	KEEP
00035718-r	agak	KEEP
00017445-r	sampai	KEEP
07539962-n	bosan	KEEP
02965696-a	tibet	KEEP
02698782-a	pantai	KEEP
02699494-n	altar	KEEP
01410606-a	sebanding	DELETE
01771839-a	lebat	KEEP
90000212-n	singapore sling	KEEP
07823105-n	chutney	KEEP
01777210-v	bagaikan	DELETE
01917980-v	berjalan-jalan	KEEP
02647497-v	tahan	DELETE
00813790-v	membawa	DELETE
02134350-v	merasa	KEEP
01918984-a	senyap	KEEP
00279618-a	gemerlapan	KEEP
01437963-a	lanjut	KEEP
02687385-v	mengiring	DELETE
00392812-a	hitam	KEEP
05163807-n	nilai	KEEP
01146507-v	bowling	KEEP
00325208-v	oseng-oseng	KEEP
01678729-a	istimewa	KEEP
08673395-n	area	KEEP
01158181-v	membuang	KEEP
90000067-n	miss sixty	KEEP
09044190-n	united arab emirates	KEEP
02367363-v	bertindak	KEEP
00239908-r	setiap	KEEP
00007015-r	berkisar	KEEP
04038109-n	sirkuit	KEEP
02620587-v	membentuk	DELETE
14434329-n	visibilitas	KEEP
14708720-n	alkohol	KEEP
02594674-v	memenuhi	KEEP
90000015-n	china selatan	KEEP
01204294-n	bentuk	DELETE
00690614-v	anggap	KEEP
00426581-v	menjelma	KEEP
00609683-v	ingatlah	KEEP
01982395-v	menyambar	DELETE
08982037-n	pacific	KEEP
03264542-n	tepi	KEEP
00486290-a	biasa	KEEP
00301951-a	tidak terhitung	KEEP
00617033-a	grilled	KEEP
02204094-v	menyimpan	KEEP
08430568-n	jalur	DELETE
03079230-n	cd	KEEP
10389398-n	tuan	KEEP
08615374-n	park	KEEP
10480253-n	profesional	KEEP
00377906-v	lezat	KEEP
02021921-v	melewati	KEEP
00182406-v	ditambahkan	KEEP
00664788-v	buktikan	KEEP
80000622-a	entah	KEEP
02685390-v	terhampar	KEEP
08517825-n	checkpoint	KEEP
06831284-n	B	KEEP
76100072-x	batang	KEEP
90000126-n	Crystal Jade Kitchen	KEEP
10126806-n	leluhur	KEEP
01991586-a	kuat	KEEP
90000027-n	drama box	KEEP
02466134-v	berbelanjalah	KEEP
10163723-n	bintang	KEEP
02664769-v	menjadi	DELETE
01692222-a	di luar	DELETE
00630380-v	merenung	KEEP
09606009-n	petualang	KEEP
02649042-v	menempati	KEEP
02236124-v	berhasil	DELETE
06491786-n	daftar	KEEP
08166552-n	negara	KEEP
00511555-n	karnaval	KEEP
10153414-n	laki-laki	DELETE
01629589-v	memberi	KEEP
90000091-n	setelah anda	KEEP
00784342-v	tanyakan	KEEP
09906986-n	perdana menteri	KEEP
09350045-n	mediterania	KEEP
02208537-v	jadi	DELETE
01932973-a	sebenar	KEEP
10523519-n	penduduk	KEEP
01157517-v	meletihkan	DELETE
00059171-r	sangat banyak	KEEP
14515463-n	area	KEEP
15150618-n	tahun 70-an	KEEP
00326773-v	memanggang	KEEP
01825237-v	inginkan	KEEP
01013367-v	menekankan	KEEP
07833816-n	vinaigrette	KEEP
08593924-n	rangka	DELETE
01868370-v	menggeliat-geliat	KEEP
00609683-v	ingat	KEEP
07829412-n	kuah	KEEP
90000032-n	gulai kepala ikan	KEEP
07789063-n	cod	KEEP
00599992-v	mempelajari	DELETE
00861929-v	bertepuk tangan	KEEP
05268112-n	daging	KEEP
07581346-n	hidangan pembuka	KEEP
00067265-r	lanjutan	KEEP
00063630-r	secara keseluruhan	KEEP
01083157-a	padat	KEEP
02450256-v	berpartisipasi	KEEP
03113657-n	busana	KEEP
02730471-v	terasa	KEEP
04534127-n	video	KEEP
00813589-a	asal	KEEP
01083373-v	memakan	DELETE
00455750-v	lengkapi	KEEP
10376890-n	barang antik	KEEP
15237044-n	semi	KEEP
01991931-v	menelusuri	KEEP
02162947-v	berkilau	KEEP
00295701-n	baris	KEEP
09627906-n	penerima	KEEP
02703952-v	hampir	KEEP
01156834-v	memasukkan	DELETE
06999233-n	gambar	KEEP
00542120-v	jadi	KEEP
10235549-n	keluarga	KEEP
02402825-v	lepaskan	DELETE
05146471-n	kemewahan	KEEP
08249038-n	band	KEEP
04295881-n	arena	KEEP
09426788-n	laut”	KEEP
14716997-n	kuningan	KEEP
06784966-n	kasus	KEEP
00378985-n	kombinasi	KEEP
01418179-v	scrambled	KEEP
08489497-n	di sini	KEEP
07373602-n	perpaduan	KEEP
05395690-n	perut	KEEP
04202417-n	shop	KEEP
03316406-n	pabrik	KEEP
02209745-v	jadi	DELETE
00403385-a	pekat	KEEP
00320852-n	pengenalan	DELETE
02411705-n	domba	KEEP
02189883-a	36	KEEP
13713003-n	jalur	DELETE
00027167-n	titik dalam ruang	DELETE
00105603-r	cepat	KEEP
01852174-a	utama	KEEP
08544813-n	negara	KEEP
01638962-a	kuno	KEEP
01264283-v	dilapisi	KEEP
02453321-v	menghindarkan	KEEP
00386915-n	potongan	KEEP
01256735-a	pedas	KEEP
02375131-v	terlibat	KEEP
01151110-v	memaksudkan	DELETE
05916739-n	tanggapan	KEEP
02931826-a	malam	KEEP
01002740-v	menembak	DELETE
03963198-n	platter	KEEP
14489699-n	kemakmuran	KEEP
03087088-a	mongolia	KEEP
80000706-n	delman	KEEP
02368336-a	manis	KEEP
05644527-n	efisiensi	KEEP
80000986-n	metro	KEEP
08649345-n	samping	KEEP
01376245-v	menebarkan	KEEP
05703429-n	observasi	KEEP
01638368-v	merancang	KEEP
01999798-v	mengajak	DELETE
13846199-n	pertama	KEEP
02268485-a	tiada	KEEP
00749376-v	menunjukkan arah	KEEP
00976508-a	deras	KEEP
08791167-n	timur tengah	KEEP
00772967-v	menyajikan	KEEP
80000117-n	blood orange	KEEP
01027174-v	mencampurkan	DELETE
02370360-n	kambing	KEEP
03386011-n	benteng	KEEP
01667607-v	bordir	KEEP
02493030-v	mengunjungi	KEEP
01270868-a	segera	KEEP
00094545-r	di atas	KEEP
05129565-n	panjangnya	KEEP
03051540-n	pakaian	KEEP
06747670-n	pemberitahuan	KEEP
02139544-v	menampilkan	KEEP
08593924-n	dawai	DELETE
01904930-v	jalan	KEEP
01035007-a	eksotik	KEEP
01128193-v	lindungi	KEEP
01825671-a	kuat	KEEP
04970916-n	warna merah muda	KEEP
10787470-n	wanita	KEEP
00690058-a	dalam	KEEP
02968525-a	asia	KEEP
02006834-v	sampai ke	DELETE
01806505-v	menarik hati	KEEP
01505254-v	mempesona	KEEP
09368224-n	tetangga	KEEP
03297735-n	kedai	KEEP
08630039-n	bagian	KEEP
02126430-a	beralamat	KEEP
01228877-n	hormat	KEEP
01771535-v	mengalami	KEEP
00306314-a	mampu	KEEP
00162688-v	ganti	KEEP
00975171-a	bergaya	KEEP
01547390-v	berbaring	KEEP
03882611-n	hiasan dinding	KEEP
01470496-a	geografis	KEEP
15120823-n	masa silam	KEEP
00559690-a	ramai	KEEP
03154886-a	cari	KEEP
00624476-v	membutuhkan	DELETE
00916274-v	gertak	KEEP
00030358-n	akrobat	KEEP
07809368-n	perasa	KEEP
07860988-n	mantau	KEEP
10624074-n	putra	KEEP
77000091-a	mana	KEEP
02050132-v	melewati	KEEP
09620794-n	kelahiran	KEEP
01083769-v	reguk	DELETE
06194409-n	budaya	KEEP
02113335-n	anjing pudel	KEEP
01462005-v	campur	KEEP
01696648-v	warna	KEEP
06880533-n	contoh	KEEP
02626604-v	berubah	KEEP
04484160-n	perhiasan	KEEP
00734054-v	mengambil	DELETE
07970721-n	keluarga	KEEP
01367651-a	ceria	KEEP
07614348-n	sorbet	KEEP
00488561-a	langka	KEEP
07809096-n	isi	KEEP
02469119-a	lambang	KEEP
08593924-n	bentuk	DELETE
00436879-v	bervariasi	KEEP
02238085-v	meraih	DELETE
01999798-v	mengemudikan	DELETE
08845555-n	austria	KEEP
02530861-a	ramah	KEEP
12937678-n	wortel	KEEP
04334599-n	jalanan	KEEP
02163307-a	besar	KEEP
14442933-n	kekuasaan	KEEP
01999798-v	menyeret	DELETE
01564144-v	membawa rebah	DELETE
00406867-a	warna	KEEP
15242955-n	bertahun-tahun	KEEP
12212361-n	vegetable	KEEP
02525044-v	berhasil	KEEP
00147272-r	begitu	KEEP
01672607-a	jamak	DELETE
00015388-n	binatang-binatangan	KEEP
02936020-a	kata sifat	DELETE
01250694-a	panas	KEEP
02623906-v	bentuk	KEEP
00163592-a	penuh perhatian	KEEP
00331194-r	rata	KEEP
15110454-n	enamel	KEEP
90000190-n	tanglin shopping centre	KEEP
00043003-r	geylang—jadi	KEEP
80001373-n	perkedel	KEEP
04217882-n	signboard	KEEP
02613672-v	lewatkan	KEEP
09538915-n	malaikat	KEEP
04966717-n	saffron	KEEP
01150559-v	mengacu	KEEP
01161561-v	menggunakan	KEEP
04962784-n	merah	KEEP
03544360-n	rumah	KEEP
02654894-a	aksial	KEEP
08972521-n	new zealand	KEEP
02148788-v	menampilkan	KEEP
01999798-v	mempengaruhi	DELETE
02396720-a	enak	KEEP
00490968-v	jam	KEEP
08509442-n	zona	KEEP
01456710-a	dalam	DELETE
01805523-v	kangen	KEEP
01617192-v	menjadi	KEEP
01726859-a	penggemar	KEEP
08972521-n	selandia baru	KEEP
05189946-n	kursi	KEEP
02150948-v	menonton	KEEP
01862386-a	premium	KEEP
01978136-n	kepiting soka	KEEP
08563085-n	selatan	KEEP
01679980-v	berhias	KEEP
00646271-v	jelajahilah	KEEP
13331198-n	isi	KEEP
02292125-v	mendapat	KEEP
05840076-n	macam	KEEP
00220600-a	indah	KEEP
08677801-n	puncak	KEEP
01282014-a	hebat	KEEP
