tag	clemma
00618493-a	sautéed
00317727-a	sliced
01518878-n	ostrich
07858978-n	honey
07829412-n	sauce
02437136-n	unta
07858978-n	madu
02434976-v	menjadi ahli
10013242-n	di kalangan
01518878-n	burung unta
07750586-n	almond
07609840-n	makanan penutup
10417424-n	tokoh
01167981-v	bersantaplah
15246353-n	kala
15166462-n	senja
09441875-n	laut selatan
08579780-n	lapangan golf
07344015-n	matahari terbenam
01807882-v	menawan hati
09441107-n	selatan laut china
02560585-v	buat
01771535-v	merasa
01297315-a	memanjakan
00875141-v	anjurkan
01171183-v	mereguk
13767239-n	segelas
13925752-n	suasana
02427103-v	bangun
07969695-n	marga
14473222-n	keberuntungan
90000059-n	lam ann
90000024-n	dewa keberuntungan
00414409-v	pindah
01505254-v	didatangi
01638368-v	dirancang
09960688-n	kontraktor
00928371-n	perancangan
02654894-a	aksial
01028655-n	ibadat
02715513-n	masuk
02765924-v	memantulkan
03479952-n	ruang masuk
03073977-n	tiang
00317008-a	berukir
01517662-v	melilit
13372403-n	mutiara
09409512-n	bubungan
00846462-a	ditetapkan
03810952-n	monumen nasional
03313333-n	teras
00107416-r	baru ini
09505418-n	dewa-dewi
01778990-v	dipuja
01463965-a	asih
02608347-v	berawal
02219094-v	didukung
08406486-n	yayasan
07227772-n	komitmen
04880273-n	kecanggihan
00097504-n	eksekusi
10461747-n	pengaruh
08277805-n	akademi
02215087-a	(satu-satunya
02563724-v	menjalankan
01212519-n	dukungan
08187033-n	rombongan
00602805-v	latih
05641556-n	koordinasi
08187033-n	bhaskar
00520257-n	pertunjukan
00065359-r	besar
00065359-r	berskala besar
01067003-a	terus
00522751-v	mendapatkan
05693919-n	dukungan
14411981-n	penghargaan
08730354-n	taiwan
08221897-n	para penonton
01807882-v	tertarik
01650610-v	membuka
80000983-n	bhaskar’s academy of arts
15237044-n	festival
15239292-n	musim
00200777-r	ditunggu-tunggu
08266849-n	kalender
15203791-n	2011
00116280-r	simbolis
01533442-v	membersihkan
00522463-a	menyeluruh
11427842-n	sial
01346003-v	membuka
08679972-n	jalan
01621219-v	menyapu bersih
01607072-v	menyatukan
00612612-v	ditandai
10236304-n	kerabat
05667404-n	kebiasaan
01233156-n	kunjung-mengunjungi
03291819-n	amplop
00339934-v	diadakan
08253815-n	makan malam
15122231-n	selama
03640988-n	lentera
04980008-n	aroma
02873839-n	kedai
08641113-n	area
13983304-n	lampu
04334599-n	jalanan
00804695-a	semarak
04334599-n	street
02764122-v	light up
00192836-v	memeriahkan
02993546-n	kreta ayer square
01097315-a	dilengkapi
00410247-n	pola
00406963-v	memberi
00609100-v	lupakan
05985602-n	dongeng
05985602-n	dongeng rakyat
02118476-v	melihat
09494388-n	liong
00025728-r	dipagelarkan
07527352-n	kemeriahan
05667404-n	kepercayaan
06515662-n	hikayat
01638962-a	purba
01803003-v	menyiksa
02633881-v	ternyata
00598954-v	diketahui
01293396-a	takut
90000304-n	chingay
08460395-n	parade
03364340-n	iring-iringan
10042300-n	pemakan
10280674-n	pesulap
06892016-n	aksi
90000123-n	parade chingay
08633683-n	area
00511555-n	river hongbao
03961939-n	platform
15266685-n	pertengahan
00118567-a	semarak
04202417-n	gerai
00455599-n	permainan
15210765-n	pertengahan februari
04296562-n	marina bay floating platform
04010205-n	esplanade waterfront promenade
03348454-n	kembang api
02913152-n	esplanade
00240938-n	instalasi
03849814-n	teater opera
00517728-n	festival huayi
00515414-n	hiburan
11418460-n	keberuntungan
02926936-a	kereta
02204692-v	milik
00822115-a	mudah
00020103-a	pencil
01123879-a	sangat baik
05839547-n	jenis
02267989-v	membutuhkan
10030277-n	dramatis
03895866-n	kereta
00041758-r	khusus
08049401-n	asosiasi
13875392-n	iris
00036935-r	heran
01015244-v	terbukti
15228910-n	jam
00013887-a	kaya
00434077-v	menguatkan
09179606-n	sebaik
00745499-v	pesanlah
00820976-v	membuktikan
00069672-r	maupun
01369078-a	enak
00921014-a	semarak
01552419-a	ramai
00489491-a	kebiasaan
02353088-v	berebut
00121214-v	bergiliran
02616386-v	jadilah
02165304-v	mengintip
02038994-a	kuat
02118933-v	mengamati
05703429-n	perhatikan
01849221-v	berdatangan
07975026-n	acara
02428924-v	kumpul
01148283-a	berbahagia
13933841-n	kerumunan
01646941-a	anak
01269073-a	kelaparan
08182379-n	orang ramai
09917593-n	anak muda
01904930-v	jalan
02132745-v	menatap
02297142-v	ditawar-tawari
00965606-a	sudah biasa
00617033-a	bakar
07557165-n	panganan
80000823-r	saat
01715287-a	dijuluki
00406867-a	semarak
00631798-a	sebenar
00171586-v	memperkaya
00700451-a	tentu
02649830-v	tinggal
00352127-a	berubah
01731351-a	kini
00834198-a	berkesan
00195024-r	selalu
00772967-v	menyajikan
00804695-a	aktif
02677567-v	melibatkan
00955148-v	berarti
01863970-a	menyeluruh
02293148-v	mendasarkan
05633860-n	daya
14407899-n	daya pikat
01638368-v	merancang
05870055-n	suatu
06514093-n	kisah
00453308-a	intim
01825237-v	inginkan
02267989-v	luangkanlah
00648224-v	menjelajahi
00173761-n	fasilitas
03956785-n	perencana
00697589-v	menentukan
02623906-v	bentuk
15137890-n	wisata
02737876-v	seharus
01617192-v	ciptakanlah
01853228-a	khusus
00112828-n	klik
02169702-v	mendengar
01826378-v	meminta
07228751-n	kaul
07139873-n	ungkapan
07229245-n	terima kasih
02578510-v	dirayakan
10461424-n	kekuatan
09956578-n	penakluk
01131043-a	kejahatan
15207556-n	purnama
15179888-n	penanggalan
03122750-a	tamil
02661015-v	jatuh
15210383-n	pertengahan januari
02203373-a	ke 10
90000058-n	kuil sri thendayuthapani temple
03990474-n	kuali
02788689-n	batang
14802450-n	besi
13873917-n	lingkaran
02478215-a	terikat
02929289-n	penopang
01602318-v	diseimbangkan
05548840-n	bahu
00486990-a	kerap
01896031-n	bulu
01449974-v	bawa
02613487-v	dipersembahkan
01230350-v	menusuk
04227900-n	tusukan
13886133-n	panggul
02748927-v	berhias
00145083-a	berkait
00802179-a	tajam
01188725-v	memerlukan
01143040-n	persiapan
15165289-n	siang
00051848-r	terus
02684924-v	berlanjut
01860795-v	berhenti
00221985-r	lewat
04981941-n	suara
07189130-n	doa
08425303-n	lalu lintas
00406243-v	mempersiapkan
00406243-v	menyiapkan
00211517-r	rohani
15206296-n	sebulan
00683280-v	meyakini
02422026-v	bebas
14038993-n	keinginan
02577734-a	materi
07490713-n	kesenangan
01778212-a	jasmani
01755816-v	melaksanakan
00795720-n	tugas
02055062-a	suci
02106006-v	merasa
14322699-n	sakit
02250899-a	didampingi
02556126-v	mendukung
01814815-v	menyemangati
04930478-n	bentuk
06693502-n	puji-pujian
05959954-n	iman
00492745-r	sesungguh
02899112-a	yang sesungguhnya
07340895-n	kurban
00611481-v	memperingati
05652593-n	kerelaan
10483530-n	nabi
10807487-n	ibrahim
02325558-v	mengorbankan
10624074-n	putra
09538544-n	allah
00207366-r	hari ini
90000070-n	nabi ibrahim
02542280-v	menurut
02203373-a	ke-10
15216966-n	kalender islam
00612612-v	menandai
05915034-n	haji
08994090-n	mekkah
02198752-a	ribu
10432532-n	peziarah
02892389-a	ritual
02657219-v	bersamaan
02892389-a	haji
00689344-v	anggap
13847240-n	kelima
06234825-n	islam
13782033-n	kewajiban
02056265-a	agama
01017439-a	sehat
02744451-v	mampu
00521562-n	bukti
04765038-n	solidaritas
00067707-n	penyerahan
09536058-n	tuhan
06430385-n	kitab
00067707-n	penyerahan diri
06431740-n	kitab suci
09908025-n	laki
00630380-v	merenungkan
07243837-n	khotbah
00626428-v	dibacakan
02043190-v	dibagikan
00099527-r	kurang
01047874-a	beruntung
05956019-n	etika
06506757-n	pengingat
02294179-v	berbagi
01640855-v	melakukan
01233156-n	mengunjungi
00857923-v	bergembira
10399491-n	orang tua
02813544-n	bazaar
00508032-v	menandai
13275288-n	perbelanjaan
06740402-n	sebab
80000605-r	seolah
08566028-n	berujung
03221720-n	pintu
00875141-v	menyarankan
00012267-v	membuat
05795460-n	reservasi
00150671-r	terlebih
05146471-n	kemewahan
04105893-n	ruang
01038666-v	bercakap-cakap
01339294-v	tenggelam
00330506-a	tengah
07390945-n	hiruk-pikuknya
01013367-v	mengutamakan
09612848-n	pelanggan
01292683-a	suka
00343015-a	pasti
07498210-n	suka
03191029-n	dadu
04182322-n	batang
02759443-v	menyala
01842367-v	meninggalkan
04317833-n	tusuk
00729246-a	per
00729246-a	satuan
02660819-v	lengkapi
01283208-v	bungkus
13131883-n	daun
12587803-n	kelapa
01593649-a	yang biasa
00214761-r	menarik
07812184-n	bumbu
00331082-v	ditumbuk
01642437-v	perkenalkan
02346724-v	meminjam”
07737745-n	kacang tanah
08173289-n	amerika selatan
04317420-n	tusuk
15205532-n	seabad
13129165-n	batang
02551380-a	keringlah
01444563-v	tusuk
00324806-v	bakar
09273130-n	bara
00282675-a	berkilau
00372111-a	kecoklatan
09273130-n	bara api
02358034-v	buka
00050681-r	tidak
02337558-a	kurang
02187465-a	selusin
01554063-a	beberapa
00112601-r	belakangan
02624263-v	muncul
01643620-a	ratusan
07048000-n	nyanyian
00081725-v	penyembuhan
04981139-n	bunyi
07377244-n	lonceng
01580467-v	menyelubungi
90000167-n	thekchen choling
10112129-n	biksu
10243664-n	lama
02965696-a	tibet
01226660-a	agung
03781244-n	vihara
01983432-a	mulia
02203868-a	ke-14
02225492-v	menyimpan
04574999-n	roda
07152590-n	mantra
09988493-n	dalai lama
06185955-n	pengajaran
02455407-v	amati
02579136-a	rohani
03740161-n	obat-obatan
00710155-n	akupuntur
00654885-n	layanan
00876442-v	konsultasi
01168988-a	medis
03089624-n	confectionary
02427103-v	berdiri
02315938-v	warisi
02700867-v	mengandung
14997529-n	pengawet
00745499-v	pesan
02339120-a	tinggi
03871524-n	kemasan
02079933-v	bawa
10142747-n	nenek
09792555-n	moyang
00009147-v	gugur
05163807-n	pengorbanan
01013367-v	mementingkan
10640620-n	istri
10163354-n	seorang
01131454-a	kejam
09792555-n	nenek moyang
00101609-a	tidak mementingkan diri sendiri
00101800-a	mementingkan diri
15205532-n	berabad-abad
01170052-v	meminum
15144094-n	keabadian
00735936-n	perbuatan
01131935-a	jahat
10193967-n	suami
00122844-a	mengiringi
07360841-n	peristiwa
00124918-a	daratan
00056087-n	perantauan
15201116-n	thanksgiving
01820302-v	amati
02648253-v	abadikanlah
13792183-n	ikatan
01845720-v	pergi
00451510-a	akrab
07486628-n	hasrat
01003249-v	memotret
01386538-a	raksasa
03297735-n	kedai
06255613-n	kertas
05093581-n	ukuran
01513776-a	tebal
07514782-n	rasa
01788705-a	bunga
04965661-n	kuning
07932039-n	krim
07623136-n	adonan kue
01464844-n	kuning telur
01636221-v	menggambarkan
07009808-n	adegan
01771535-v	mengalami
01654628-v	buat
00705891-a	halus
05813822-n	cinderamata
04219424-n	sutera
01667607-v	sulam
90000096-n	singapore handicraft centre
03876519-n	lukisan
03574816-n	alat
02867783-a	musik
03497657-n	topi
04197391-n	kaus
04508949-n	pakaian dalam
00134701-a	wajar
00362103-n	penawaran
01735736-a	bersabar
00406243-v	bersiap
01317533-v	memburu
90000306-n	pongal
03287178-n	hasil
00916464-n	pertanian
90000129-n	festival pongal
13365286-n	mata pencaharian
07290905-n	permulaan
02203373-a	10 ke
07190039-n	syukur
00324427-v	mendidih
02072159-v	meluap
07286014-n	lambang
01532589-v	membersihkan
02222318-v	membuang
13244109-n	barang
01621555-v	membuat
02112701-a	bersama
13270373-n	sesaji
01215392-n	berkat
02200686-v	berikan
01945550-a	saling
06630017-n	bersalam-salaman
00573225-a	dipersembahkan
01741864-v	membajak
08569998-n	ladang
01182709-v	memberikan
07942152-n	manusia
02402425-n	ternak
00035603-v	dimandikan
01325417-n	tanduk
01362736-v	cat
05546540-n	leher
01285440-v	dikalungi
01696648-v	warna
02824448-n	lonceng
00398978-a	beraneka warna
04606014-n	kalungan bunga
02202443-a	keepat
01060494-v	memberi
06206800-n	hormat
01646941-a	lebih muda
01032040-n	upacara
02055062-a	keagamaan
00413239-n	kebiasaan
02457233-v	penghormatan
07458453-n	lomba
01998432-v	ikuti
02188317-a	20
08226978-n	desa kecil
02326355-v	melihat-lihat
00339934-v	diselenggarakan
01812324-v	disenangkan
00487018-r	bawah tanah
02760116-a	medis
08054076-n	klinik
10632576-n	spesialis
00583461-n	spesialisasi
00674158-n	bedah
06161223-n	estetika
00070111-a	kosmetik
10020890-n	dokter
02711194-a	gigi
06062407-n	radiologi
10314836-n	bidan
06050901-n	kandungan
14051494-n	kesuburan
04074482-n	pengobatan
10004282-n	dokter gigi
=07856270-n	selai
02213336-v	menemukan
02993094-a	futuristik
00221985-r	di belakang
00018189-r	bahkan
00756897-a	hitam
05717115-n	pahit
02134350-v	merasa
01776952-v	menyukai
04756635-n	kemungkinan
03814906-n	kalung
00849357-a	indah
03588414-n	benda
00018577-r	cukup
01821132-v	mempesona
00431552-n	kesukaan
80000902-a	vintage
00177926-r	berhari-hari
02501693-a	berharga
01761706-v	membangkitkan
15121302-n	lama
07879350-n	sashimi
01073241-n	favorit
00028984-a	rahasia
03129123-n	kreasi
01282014-a	impresif
01254477-v	memotong
02225510-a	piawai
04928903-n	jurus
00631737-v	terbayangkan
01664172-v	siapkan
02157415-n	perut
01315333-v	simak
90000133-n	golden peony
02343931-a	premium
02699941-v	tepat
14437386-n	reputasi
04152387-n	tirai
12916723-n	jati
08430203-n	deretan
07978423-n	mitologi
03990474-n	poci
00352826-v	berakhir
09617867-n	pakar
01639714-v	merancang
00156601-v	tambah
07985223-n	pasangan
01968165-a	harian
01182709-v	menyuguhkan
04105893-n	bilik
00120223-r	sambil
02148788-v	menunjukkan
00582388-n	bidang
00378985-n	kombinasi
05715864-n	sensai
07490713-n	kenikmatan
00579622-a	kemuka
01028294-v	sebut
02321009-a	kuat
01912893-v	berjalanlah
00039941-r	terlihat
02133435-v	seolah-olah
00596211-a	tanpa
08565894-n	akhir
03395630-n	fresco
01686956-v	mengambarkan
00029378-n	kejadian
13961399-n	kehidupan
03335600-n	sosok
01985029-v	berbaring
00683280-v	percayalah
00074407-r	di belakang
01003249-v	dipotret
01547390-v	berbaring
00683280-v	percayai
06487395-n	sekalender
00017639-r	masih
01020934-v	catatlah
01117723-n	sale
06634376-n	keterangan
00920336-v	dapat melihat
90000317-n	rujak
07709333-n	sayur-sayuran
07663899-n	kue
00027807-n	bentuk
07753275-n	nanas
13761966-n	taburan
00661640-a	cincang
07579076-n	dimakan
00035718-r	agak
00216216-v	siram
07809368-n	perasa
07809096-n	isi
07663899-n	perkedel
07782365-n	gurita
07711371-n	kentang rebus
04299215-n	warung
08690792-n	pinggiran
08641113-n	daerah
80000982-n	313@orchard
00975171-a	bergaya
02681795-v	pertahankan
03385557-n	kubu
01635146-a	didirikan
04202417-n	belanja
03984234-n	porselen
03789014-n	motif
02274259-n	kupu
00968730-a	istimewa
01619014-v	buat
00166146-a	menarik
00973192-a	bersuasana
02280132-v	mempertahankan
02017141-a	berornamen
02106506-v	melihat
08287844-n	budaya
00610167-v	terlupakan
14450691-n	keharusan
10230736-n	anak
04272054-n	kacamata
00604617-a	mudah
10127273-n	tuan
01226240-a	hormat
02319765-a	tegas
00713015-v	ditujukan
06952572-n	bahasa belanda
07944050-n	orang muda
01649720-a	muda
00184363-a	terdapat
04152829-n	layar
06277992-n	video
00973056-v	menyiarkan
07247071-n	promosi
00594413-a	terus-menerus
00035385-r	jarang
02193194-v	terdengar
02163746-v	lihat
02495922-a	bermanfaat
08491027-n	alamat
02327200-v	memberikan
02005948-v	mencapai
06787150-n	tujuan
02632940-v	mempunyai
06423619-n	daftar
07417405-n	darurat
02701002-n	ambulan
08054417-n	hospital
13374281-n	kredit
13376012-n	card
13376012-n	mastercard
08766988-n	jerman
08820121-n	kanada
04335209-n	street
13376426-n	kartu kredit
09792555-n	leluhur
00423702-v	muncul
00272844-r	melintasi
07020538-n	tari-tarian
00537682-n	tari rakyat
10415638-n	penghibur
04296562-n	pentas
00493297-a	rakyat
07292694-n	hasil
02636516-v	bawa
09629752-n	pelancong
00537682-n	tarian rakyat
02346724-v	menyerap
00533922-n	langkah
10065547-n	etnis
02737187-v	diwariskan
01856626-v	bermigrasi
00341917-v	datanglah
01320424-v	memanen
08569998-n	sawah
00486157-r	bawah
09450163-n	mentari
01207546-a	di bawah
02294440-a	dipentaskan
02641378-a	aromatik
07827284-n	kunyit
12433178-n	bawang merah
01666131-v	menyediakan
12125890-n	nasi
01400562-a	halal
00155143-v	tambah
02370360-n	kambing
00486990-a	selalu
07863935-n	ayam dengan bawang
02778456-n	bungkus
00901060-a	dasar
12900462-n	cabai
02124253-a	berfungsi
01586342-a	baik
02613672-v	tidak ada
07560542-n	makanan halal
01466543-v	menghiasi
01776952-v	suka
07556872-n	makanan manis
02087745-v	ayunkan
00288880-n	langkah
01085661-a	berisi
01035007-a	eksotik
00986766-a	penuh berisi
14416089-n	privasi
02346895-v	menerapkan
05913538-n	prinsip
02202384-v	menyimpan
02153174-a	khusus
02471327-v	mendaftar
01031256-v	mengirimkan
06279326-n	e-mail
02629535-v	berisikan
01272397-a	pengenal
01063930-v	berbagi
01580050-a	perlukan
08337324-n	lembaga
02670578-v	melayani
00510644-a	seefisien
00510644-a	seefektif
00112009-r	mungkin
01085098-n	pembagian
00795863-v	larang
08441203-n	undang-undang
00118363-r	supaya
00968211-v	membagi
00802946-v	izinkan
01640855-v	menjalankan
00439343-v	mempercepat
01106808-n	transaksi
02453321-v	menghindarkan
00402535-n	pengisian
00958334-v	ulang
13547925-n	pengisian ulang
00009966-r	silahkan
00833546-v	perbarui
00505114-r	hanya
02283324-v	menyimpan
00164751-r	sekira
00510644-a	efektif
01138102-v	melindungi
06251781-n	transmisi
02093888-a	diamankan
08050678-n	pemerintah
00817680-n	perlindungan
02666239-v	berbeda
00410247-n	praktik
01818235-v	menganjurkan
02131279-v	memeriksa
06750804-n	pernyataan
00743344-v	menghubungi
07193596-n	pertanyaan
05916739-n	tanggapan
05901508-n	kebijakan
00577068-n	prosedur
00748972-v	berikan
08160146-n	yuan
08394922-n	tentara
08394922-n	ming
02108026-v	mendapat
01633343-v	ide
01378556-v	menyebarkan
02402409-v	menggulingkan
14442933-n	kekuasaan
09644152-n	orang mongol
15207872-n	bulan
09358226-n	bulan
00962129-n	berontak
09956578-n	penjajah
08156392-n	ming
13747469-n	15
00378479-n	penyalaan
12709103-n	pomelo
12709103-n	jeruk
12709103-n	bali
13883494-n	kotak
01332730-v	menutupi
02415390-a	pekat
01460457-n	telur
07841345-n	kuning telur
07693972-n	biskuit
15296354-n	masa
02729182-a	renyah
11508382-n	seputih
11508382-n	salju
06818970-n	huruf
04924103-n	umur
01531742-v	cetak
06855432-n	cetak
01012503-a	orisinal
11683989-n	biji
13128365-n	ubi
12088223-n	yam
09369169-n	sarang
80000841-n	cempedak
09221571-n	sarang burung
07935152-n	teh hijau
01621555-v	menghasilkan
02240481-v	cari
00059171-r	sangat banyak
80000093-n	chinatown
07628870-n	cake
04202417-n	shop
90000117-n	true blue cuisine
02717102-v	diusungnya
02136892-v	tercermin
00025728-r	mana
00705891-a	cantik
02130524-v	menengok
00034403-r	sejenak
02649042-v	tempati
00194037-r	dengan teliti
02009433-v	pulang
07457834-n	kejuaraan
00195024-r	reguler
08489497-n	disini
01146507-v	bowling
01140794-v	memancing
01882170-v	jalan
01168259-v	piknik
01948450-v	berselancar
04544626-n	wakeboard
03609235-n	kayak
09433839-n	garis pantai
00697589-v	memutuskan
00162632-n	keputusan
00674607-v	ambil
02118933-v	melihat
07720442-n	cabai
01101391-a	secara umum
02663848-v	mengandalkan
01815185-v	meredakan
15050011-n	spices
15050011-n	pedas
90000414-n	tandoori
07725255-n	lentil
14813182-n	tanah liat
07596684-n	makanan manis
00019609-r	seringkali
07652585-n	head
00598954-v	mendengar
05660268-n	cara
13774404-n	banyak
00908492-n	ciptaan
01995949-v	telusurilah
05870615-n	hibrid
02411705-n	kambing
02488488-v	melihat
02671780-n	asesori
03729951-n	alat
01028655-n	pemujaan
01620854-v	akhiri
00646542-v	memperhatikan
00372607-n	gudang
06845599-n	label
13744521-n	s$5
01667729-a	berturut-turut
08845555-n	austria
00725274-v	mengejutkan
01167981-v	dining
02427103-v	dibangun
10126806-n	leluhur
03478907-n	aula
01009240-v	katakan
05816287-n	ilmu
00658052-v	tata
01494310-v	letak
03054311-n	tempat berkumpul
04407435-n	temple
02897957-a	arsitektur
01771535-v	serasa
00074201-r	kembali
07288215-n	masa
00362128-v	melengkung
01091234-a	ornamen
13879320-n	segitiga
01494310-v	tata
03073977-n	pilar
00262249-n	dekorasi
02202928-v	jaga
08430568-n	deretan
00893435-v	menjelaskan
01783158-a	religi
00139508-r	sepantas
00588797-a	sepuas
01218084-v	mengusung
01218084-v	membawa
06892534-n	beramal
01687586-a	inovatif
00654885-n	heran
00737884-v	membayar
01395821-a	menurut
01824339-v	ingin
08642331-n	lingkungan
01089778-n	kontribusi
01095218-v	bertugas
01664172-v	menyediakan
01844585-a	olahan
12896000-n	brinjal
05385534-n	hati
02000868-v	ikut
02263692-v	memberi
07851767-n	cottage cheese
07064715-n	rock ‘n’ roll
03451798-n	grafiti
00493460-a	tersendiri
01422556-a	live
00410210-r	setiap malam
15228378-n	10
07059962-n	pop
01725051-v	bermain
02796995-n	crazy elephant
02237206-v	menyambut
01726172-v	bermain
15163797-n	minggu
02647918-v	membahana
01839963-v	pergi
07699584-n	mie
00520214-a	sempurna
02718015-v	mengimbangi
00122844-a	menyertai
01766133-a	keliru
09816771-n	rekan
12901264-n	cabai
04634833-n	tenaga
03307981-n	ekstra
07749582-n	jeruk nipis
02194286-v	mencoba
02235666-v	menjual
00031820-v	tertawa
00050681-r	no
04217882-n	signboard
07776866-n	seafood
02856463-n	papan
01634142-v	diusulkan
10407726-n	pelanggan
01686439-a	orisinal
02688623-a	cereal
01984695-n	crayfish
01982650-n	lobster
01985128-n	crayfish
07802417-n	sereal
00176383-r	banyak
03154886-a	cari
01261628-v	bungkus
02116118-v	memanjakan
00029367-r	plus
04939547-n	kerenyahan
00327145-v	tim
01775164-v	suka
00282675-a	sutra
02696503-v	menjulang
05131902-n	55
02611827-v	bintang
13353280-n	kemewahan
01767329-a	personal
01228645-n	perhatian
01431471-a	penuh perhatian
00026385-v	beristirahat
07289588-n	keajaiban
04814238-n	kemegahan
02694677-v	mahkota
02694677-v	indah
03499796-n	oase
13153633-n	kehijauan
01551871-v	tertata
01807799-a	cantik
01771535-v	rasakanlah
00227507-a	hebat
01546111-v	berdiri
08677801-n	puncak
00589344-a	terpuaskan
01862386-a	premium
13776432-n	berjuta
00069672-r	baik
03900979-n	paviliun
09963320-n	masak
05115568-n	banyak
05861067-n	total
09122086-n	broadway
08068375-n	bollywood
00064504-n	hits
02813315-a	teater
07019172-n	musikal
02210855-v	dipuaskan
00518669-n	gala
01012855-a	premier
02049696-v	lewatkan
02359464-a	luar biasa
00539110-v	menjadi
05936561-n	paduan
00898804-n	model
09466280-n	alam
00527188-a	kosmopolitan
00378365-r	benar
02844174-a	kepala
00041954-r	umum
07804323-n	briyani
01601069-a	utara
80000843-n	tikka
07824191-n	kari kambing
00163441-v	direnovasi
00262249-n	hiasan
01464700-a	hangat
03365592-n	lantai
00751838-a	elegan
01861910-a	terbuka
03862676-n	tungku
04388473-n	tandoor
01444563-v	menyate
00053691-a	liat
03398467-n	hadapan
00066781-r	di hadapan
00007015-r	sebagian
01180351-v	dsajikan
02237782-v	memberikan
13779374-n	kapasitas
03356158-n	unggulan
00327145-v	steamed
07797641-n	scallops
01940736-n	kerang
00618493-a	oseng
02732072-n	akuarium
01663749-v	baked
80000695-a	pan-fried
07704205-n	congee
01839317-a	sangat
15163797-n	sunday
02297409-v	menawarkan
08720481-n	chile
00930290-a	yang mengejutkan
01183573-v	temukan
07970406-n	neluarga
07555863-n	hidangan
03141609-a	ras
05839024-n	berbentuk
15280497-n	kecepatan
07060167-n	musik rakyat
02434976-v	memasuki
01378556-v	menyebar
01104026-a	tersendiri
07376257-n	dentam
07058064-n	techno
05718935-n	music
02604760-v	bersifat
15164233-n	rabu
09179606-n	mengapa
00488187-a	khusus
01815628-v	menyenangkan
00498387-r	antara
03800933-n	musik alat
01501113-a	musik
01726172-v	memainkan
03723267-n	marquetry
12522493-n	rosewood
01343892-v	pasangkan
03672352-n	linen
02818832-n	ranjang
08975617-n	kashmir
02999757-n	rantai
04306847-n	arca
04326084-n	batu
13654777-n	gelang rantai
01125154-a	lezat
10013927-n	diplomat
09769345-n	yang dialamatkan
09787534-n	duta besar
00023271-n	ilmu
01211296-a	tinggi
02608823-v	mulailah
01367431-a	festive
03963198-n	platter
01894164-v	meggugah
07783967-n	belut
07581346-n	hidangan pembuka
07886463-n	pembuka selera
02191546-v	merasakan
01995549-v	melanjutkan
01574077-v	parutan
07857356-n	wasabi
00617033-a	grilled
09426788-n	sea
02556846-n	perch
01733189-a	seru
15239579-n	season
00662182-v	tandai
01357342-a	seru
00239230-n	inisiatif
00158503-v	meningkatkan
14434329-n	profil
13971382-n	komunitas
00737476-v	merebut
08221897-n	pemirsa
09607280-n	calon
09765278-n	aktor
04815177-n	kelas
02919792-n	bungalow
15148867-n	1920-an
00220082-a	cantik
01858094-a	privat
03899768-n	teras
04081281-n	‘restoran
90000172-n	au jardin
90000216-n	les amis
15203791-n	tahun ini’
05840188-n	contoh
07576182-n	semi-prasmanan
00098625-n	layanan
01750847-a	sempurna
02110220-v	mengalami
00063369-r	apalagi
77000104-n	kapan
01367651-a	bersuka ria
00144722-r	benar
08665281-n	tropics
15196186-n	natal
15237250-n	musim panas
08971693-n	natal
00941990-v	berbicara
09449510-n	jalur
15196537-n	musim natal
02060588-v	merembet
01649809-v	menggelar
00405645-r	lain satu sama
00886448-a	berlaga
02706816-v	mengalahkan
02150948-v	tampil
09538915-n	malaikat
02743391-a	manusia
01881180-v	berkeliling
00358021-r	bebas
02376958-v	berinteraksi
04319937-n	jangkungan
01966861-v	berkeliling
01609287-v	menarik
03925226-n	berfoto
00986027-a	gemuk
00453726-a	berpakaian
00402855-a	terang
05261566-n	berjenggot
10550673-n	santa klaus
08613733-n	luar
01401115-v	terkena
14332085-n	sengatan
01097315-a	lengkapi
01648126-v	mementaskan
10324560-n	model
07006712-n	panggung sementara
15168790-n	subuh
00059171-r	sangat baik
14450691-n	kebutuhan
03714235-n	kosmetik
07596967-n	permen
02671780-n	aksesoris
00609683-v	mengingat
00810557-v	terlewatkan
02743214-v	datang
02125409-a	menetap
06791372-n	tanda
01228877-n	hormat
08477634-n	wanita
13948136-n	kedudukan
02100566-a	tinggi
01103021-a	spesifik
00331514-v	ditumbuk
03919289-n	alu
02230615-v	turunkan
08369406-n	generasi
14031108-n	persiapan
01439155-a	lama
00670261-v	menilai
02169891-v	mendengarkan
03786901-n	alu
00643863-a	imajinatif
01826575-a	kuat
00903894-a	penting
00394813-v	mencampurkan
04596742-n	wajan
01052428-a	aromatik
02140033-v	menunjukkan
14513259-n	lingkup
00196692-r	banyak
06797169-n	tanda
02631856-v	menunjukkan
02397732-a	berbumbu
02154508-v	mendapatkan
00380696-n	campuran
07720875-n	paprika
07751451-n	plum
00212414-v	awetan
00324231-v	dididihkan
00980527-a	perlahan
01221542-v	lengket
01667607-v	bordir
00884466-n	kursus
15123996-n	sejarah
13747725-n	17
01409581-a	sebagai
02416278-v	berdampingan
00039021-n	interaksi
06146880-n	etnologi
01839963-v	pergilah
02186750-a	kelima
13744521-n	panca
05651971-n	indera
02261642-v	dijamu
02608347-v	dijelajahi
05936704-n	kesan
00692762-a	mendalam
00726300-v	berkat
10502576-n	pembalap
02238128-a	canggih
01092366-v	bertarung
08568256-n	latar
01261845-n	inspirasi
01072262-v	bertarung
10677713-n	pedukung
00482122-n	netball
