synset	lemma	annotation
07824191-n	kari kambing	KEEP
00008600-r	semata-mata	KEEP
02045043-v	berputar	KEEP
02096167-v	gisar	DELETE
13131883-n	daun	KEEP
00340239-a	pasti	KEEP
07668702-n	babi	KEEP
02395000-v	lindungi	KEEP
00008600-r	hanya	KEEP
90000157-n	sentosa island	KEEP
02920121-a	bersejarah	KEEP
00715074-v	selesai	KEEP
08407619-n	pameran	KEEP
77000093-n	apa-apa	KEEP
01192312-v	mencelupkan	KEEP
13253751-n	tawaran	KEEP
00137915-r	dengan masing-masing	KEEP
02456493-v	di kalangan	KEEP
02497062-v	membebaskan	KEEP
80000698-n	Temasek	KEEP
05129565-n	berjauhan	DELETE
02020590-v	menoyor	DELETE
02898711-n	pai hung ch'iao	KEEP
02088883-s	rahasia	KEEP
00395626-a	memerah	DELETE
00921866-a	mendebarkan	KEEP
02635956-v	mengemudikan	DELETE
07270179-n	unsur	KEEP
03356158-n	unggulan	KEEP
02355596-v	mengadakan	DELETE
02565425-a	disediakan	KEEP
01375831-a	kondang	KEEP
09366762-n	alam	KEEP
01201856-v	makan	DELETE
02373336-v	lanjutkan	KEEP
00911752-n	pendirian	KEEP
02157519-v	bermunculan	KEEP
09907196-n	perdana menteri	KEEP
02471327-v	mendaftar	KEEP
00166146-a	indah	KEEP
08489627-n	di sana	KEEP
02923510-a	islam	KEEP
02425913-v	tutup	KEEP
08430568-n	tali	DELETE
09466280-n	dunia	KEEP
04555897-n	jam	KEEP
09530721-n	Dewa Krishna	KEEP
06634376-n	informasi	KEEP
01820302-v	nikmati	KEEP
02197505-v	menyambut	KEEP
01690606-a	lazim	DELETE
06739990-n	soal	KEEP
07399452-n	suara	KEEP
08441203-n	hukuman	KEEP
06566077-n	lunak	KEEP
13776432-n	berjuta	KEEP
01751465-a	mempesona	KEEP
02701210-v	makan	DELETE
00108479-r	di sini	KEEP
00745499-v	pesanlah	KEEP
00062857-r	jadi	KEEP
05984287-n	pendidikan	KEEP
00086000-r	lekas	KEEP
02632940-v	antara	KEEP
08585657-n	cakrawala	KEEP
07203900-n	ya	KEEP
02493030-v	mendatangi	KEEP
04105068-n	langit	KEEP
03405725-n	perabot	KEEP
01675963-v	didekorasi	KEEP
90000121-n	Acara Saat Malam	KEEP
07164546-n	penawaran	KEEP
01769378-a	pribadi	KEEP
02701210-v	menakung	DELETE
00756076-v	membawa pergi	DELETE
01574077-v	parutan	KEEP
08219493-n	anak	KEEP
01976488-v	jatuh	KEEP
01806143-n	merak	KEEP
00022131-r	sebegitu	DELETE
08065234-n	perusahaan	KEEP
03814906-n	kalung	KEEP
90000004-n	ashley isham	KEEP
01044557-a	kasual	KEEP
01767949-v	terusik	KEEP
00645493-a	luar biasa	KEEP
02423284-a	rapi	KEEP
02267989-v	luangkanlah	KEEP
01106405-a	tempat	DELETE
01722980-v	penataan	KEEP
07932841-n	tea	KEEP
00489491-a	kebiasaan	KEEP
80001274-n	neraka	KEEP
04842515-n	kejahatan	KEEP
01646682-v	terinspirasi	KEEP
02991122-a	artistik	KEEP
00636921-n	riset	KEEP
02627934-v	menyilakan	DELETE
00067707-n	penyerahan diri	KEEP
08965251-n	maldives	KEEP
01501113-a	musik	KEEP
00484892-v	menyelesaikan	KEEP
90000416-n	martabak	KEEP
02198752-a	ribu	KEEP
04379964-n	meja	KEEP
15239579-n	musim	KEEP
14419164-n	tautan	KEEP
02936020-a	sebagai	KEEP
00605516-a	tradisi	KEEP
02599636-v	membawa	DELETE
08562620-n	timur	KEEP
08008335-n	organisasi	KEEP
00149510-r	benar-benar	KEEP
08436759-n	flora	KEEP
00737884-v	membayar	KEEP
08912842-n	persia	KEEP
01667132-v	mengubah	KEEP
00849357-a	indah	KEEP
05268112-n	isi	KEEP
04202417-n	butik	KEEP
05703429-n	perhatikan	KEEP
09815790-n	pembantu	KEEP
10614812-n	tukang	KEEP
01410606-a	demen	DELETE
10078131-n	penggemar	KEEP
10332385-n	ibu	KEEP
07804323-n	nasi	DELETE
07663592-n	beef	KEEP
02327200-v	menyajikan	DELETE
05602835-n	pipi	KEEP
01817314-v	mempesona	KEEP
00300441-n	udara	KEEP
06414372-n	buku teks	KEEP
15120823-n	masa lampau	KEEP
01326528-v	menghapuskan	DELETE
10123711-n	kakek	KEEP
01982395-v	demik	DELETE
13791389-n	hubungan	KEEP
01884930-a	selamat	KEEP
03405725-n	furnitur	KEEP
00528667-n	balet	KEEP
02873839-n	kedai	KEEP
80000320-n	kue bulan	KEEP
02568672-v	mempratikkan	DELETE
11444038-n	siang hari	KEEP
04264765-n	kapsul	KEEP
00862067-a	metafisika	KEEP
05559908-n	anggota	KEEP
13370938-n	kekayaan	KEEP
02570267-v	memanjakan	KEEP
02627934-v	perlukan	KEEP
03472112-n	gym	KEEP
10550673-n	santa klaus	KEEP
04236001-n	tempat tidur	KEEP
01083769-v	memakan	KEEP
00238022-n	sesuatu	DELETE
02614181-v	makhluk	DELETE
01465214-a	romantis	KEEP
90000062-n	little india arcade	KEEP
14881303-n	kaca	KEEP
00507927-r	bersama-sama	KEEP
02717102-v	membawa	KEEP
10013242-n	penyantap	KEEP
00213794-v	mengetinkan	DELETE
01328705-v	menambahkan	KEEP
02647497-v	terus bertahan	DELETE
02579469-a	jalinan	KEEP
01945550-a	saling	KEEP
02564986-a	sanggup	KEEP
01468097-a	beruntung	KEEP
02109678-a	terpisah	KEEP
02389220-a	liar	KEEP
07737745-n	kacang tanah	KEEP
14450691-n	keharusan	KEEP
08621598-n	tempat biasa	DELETE
02240481-v	berusaha	KEEP
01885845-v	merayap	KEEP
01157517-v	melemahkan	DELETE
01092366-v	bertarung	KEEP
05729036-n	taburan	KEEP
01478423-v	tutup	KEEP
01999218-v	mengemudikan	DELETE
13240514-n	milik	KEEP
13613294-n	㎡	KEEP
07891726-n	wine	KEEP
04271891-n	tontonan	KEEP
00649481-v	jelajahilah	KEEP
14376188-n	ketegangan	KEEP
00734318-a	hancur	KEEP
00250484-r	seiring	KEEP
00063172-r	daripada	KEEP
13943968-n	hal	KEEP
01739814-v	pelihara	KEEP
02560548-a	lebar	KEEP
09908025-n	budak	DELETE
00885695-a	bersemangat	KEEP
03871628-n	paket	KEEP
02526085-v	menyempurnakan	DELETE
08438533-n	pepohonan	KEEP
01481599-n	hiu	KEEP
00360306-a	dimilikinya	KEEP
01733477-v	diselenggarakan	KEEP
00010435-v	bersifat	KEEP
02078294-v	membawa kembali	KEEP
05924920-n	biasa	DELETE
04219424-n	sutera	KEEP
09908025-n	pemuda	DELETE
00005779-r	jauh	KEEP
00173220-a	dalam dua	KEEP
06999436-n	gambar	KEEP
80001213-v	mengekor	KEEP
01925372-a	wajar	KEEP
00248765-r	utama	KEEP
00631378-n	praktek	KEEP
02997391-n	keramik	KEEP
01556572-v	belah	KEEP
08907606-n	indonesia	KEEP
00690058-a	sedalam	KEEP
03671668-n	jalur	DELETE
00048138-r	akhir	KEEP
03619396-n	perlengkapan	KEEP
00108479-r	kemari	KEEP
02224055-v	melepas	KEEP
00935103-a	terjangkau	KEEP
06806469-n	lambang	KEEP
00195786-r	tidak perlu	KEEP
07292694-n	hasil	KEEP
01777210-v	menyayangi	DELETE
15159819-n	tanggal	KEEP
02267989-v	memasukkan	DELETE
02129289-v	terdapat	KEEP
05093890-n	setingkat	KEEP
01619014-v	buat	KEEP
01805355-a	hibur	KEEP
02968325-a	eropa	KEEP
10388924-n	pemilik	KEEP
08588152-n	domestik	DELETE
00127948-a	depan	KEEP
07367812-n	gangguan	KEEP
08642037-n	sebelah	KEEP
02248693-a	etnis	KEEP
02530282-a	berpendingin	KEEP
07458453-n	balap	KEEP
15167906-n	malam	KEEP
02402825-v	pecat	DELETE
09044862-n	amerika	KEEP
02727883-v	laris	KEEP
01075178-a	ramah	KEEP
00065639-v	memperoleh	DELETE
01982395-v	meluwengkan	DELETE
15121302-n	lama	KEEP
02209936-v	membutuhkan	DELETE
05868051-n	awal	KEEP
00118567-a	hidup	KEEP
02697116-a	negeri	KEEP
07724943-n	biji	KEEP
07009808-n	adegan	KEEP
00166146-a	menarik	KEEP
01579128-a	terakhir	KEEP
09673495-n	india	KEEP
00151689-v	jatuh	KEEP
06634376-n	keterangan	KEEP
01815628-v	menyenangkan	KEEP
01982395-v	berhasil	DELETE
00250056-r	seporsi	KEEP
05789432-n	keputusan	KEEP
08394922-n	tentara	KEEP
12501202-n	asam	KEEP
01459422-a	lucu	KEEP
02357479-a	heran	KEEP
01003249-v	memotret	KEEP
03438257-n	gelas	KEEP
03521076-n	engsel	KEEP
00397405-v	lekang	KEEP
07227772-n	janji	KEEP
07975026-n	acara	KEEP
02773838-n	koper	KEEP
01269073-a	lapar	KEEP
02060588-v	merembet	KEEP
03313333-n	teras	KEEP
12125890-n	beras	DELETE
09372504-n	amerika utara	KEEP
00113082-r	selain dari	KEEP
00617422-a	fried	KEEP
76100093-x	lonjor	KEEP
00744916-a	tersulit	KEEP
04081281-n	‘restoran	KEEP
80000368-n	tartare	KEEP
90000043-n	holland road shopping centre	KEEP
00027167-n	tempat	KEEP
00083003-a	kompetitif	KEEP
01948077-v	berselancar	KEEP
01471002-a	utama	KEEP
00035058-r	sering	KEEP
01505254-v	menarik	KEEP
00002684-n	objek	KEEP
14546227-n	keadaan	KEEP
08460395-n	parade	KEEP
00941990-v	berbicara	KEEP
80001276-n	neraka	KEEP
01982395-v	mengandaikan	DELETE
04105893-n	kamar	KEEP
01410606-a	mirip	KEEP
01820302-v	amati	KEEP
01593649-a	biasa	KEEP
01427127-v	meluwengkan	DELETE
03800563-n	museum	KEEP
00789448-v	hubungilah	KEEP
01515280-a	aktif	KEEP
15137425-n	waktu luang	KEEP
08644722-n	pedesaan	KEEP
00421047-n	penindasan	KEEP
00062857-r	maka	KEEP
02325558-v	mengorbankan	KEEP
00950592-a	bahagian dalam	DELETE
02647497-v	berkeras	DELETE
02661252-v	bervariasi	KEEP
01932482-v	dipimpin	KEEP
13746512-n	dasawarsa	DELETE
07369604-n	selera	KEEP
80000861-n	paintballing	KEEP
01214265-v	membawa	DELETE
07557165-n	“sedap-sedapan”	KEEP
02598765-v	bergabung	KEEP
08375154-n	persemakmuran	KEEP
09682291-n	muslim	KEEP
00770437-v	mencambuk	DELETE
10533013-n	pesaing	KEEP
00406243-v	mempersiapkan	KEEP
00019609-r	seringkali	KEEP
09225146-n	perairan	KEEP
00156575-a	kuat	KEEP
01564144-v	mempuingkan	DELETE
07652585-n	head	KEEP
00697589-v	menentukan	KEEP
08430568-n	bentuk	DELETE
90000211-n	rumah bebe	KEEP
02647497-v	membuyarkan	DELETE
02735688-n	kawasan	KEEP
01646075-v	menerbitkan	KEEP
07556872-n	jajanan	KEEP
01712704-v	buat	KEEP
02743214-v	datang dari	KEEP
01805982-v	menikmati	KEEP
01919931-a	heboh	KEEP
15201116-n	thanksgiving	KEEP
15150134-n	1960-an	KEEP
04879964-n	pengkhianatan	KEEP
02576349-v	menipu	KEEP
07886463-n	pembuka selera	KEEP
02447370-v	berhak	KEEP
00756076-v	memasukkan	DELETE
07555863-n	jajan	KEEP
01568684-a	seluruh dunia	KEEP
00388571-a	pasi	KEEP
07545717-n	kebajikan	KEEP
01843380-a	bersiaplah	KEEP
02402825-v	mengalengkan	DELETE
02355596-v	membawa	DELETE
04298171-n	tangga	KEEP
01081340-a	menghasilkan	KEEP
00597915-v	informasi	KEEP
00228294-a	utama	KEEP
01180351-v	tersaji	KEEP
00926505-a	tersisa	KEEP
01565921-v	memakan habis	DELETE
06515662-n	hikayat	KEEP
01504625-a	musik	KEEP
08544593-n	penjuru	KEEP
01001857-v	terdaftar	KEEP
15210765-n	pertengahan februari	KEEP
07450842-n	upacara	KEEP
09018848-n	georgia	KEEP
05131902-n	55	KEEP
80001230-x	ya	KEEP
02118476-v	perhatikan	KEEP
00043794-r	-nya	DELETE
05959954-n	iman	KEEP
00146387-r	pernah	KEEP
02118933-v	perhatikan	KEEP
02434976-v	masuk	KEEP
01167981-v	bersantap malam	KEEP
90000029-n	esplanade theatre	KEEP
01843380-a	disajikan	KEEP
00024073-r	non	KEEP
01999798-v	berhasil	DELETE
02326355-v	melihat-lihat	KEEP
13886133-n	panggul	KEEP
02631856-v	menunjukkan	KEEP
13611207-n	derajat	KEEP
02633881-v	terbukti	KEEP
00822115-a	mudah	KEEP
01122601-n	belanja	KEEP
14483917-n	kesempatan	KEEP
02623731-v	berakar	KEEP
05311054-n	mata	KEEP
10307234-n	ahli	KEEP
01675963-v	hias	KEEP
00018577-r	sekali	KEEP
01820302-v	bersenang-senang	KEEP
02640440-v	ragu	KEEP
01015244-v	terbukti	KEEP
10020890-n	dr.	KEEP
13815342-n	berskala	KEEP
00015247-a	rimbun	KEEP
01862918-v	mampirlah	KEEP
08431942-n	barisan	KEEP
00159396-n	korupsi	KEEP
01193099-v	segah	DELETE
00407420-a	bergaya	KEEP
02629535-v	mengandung	KEEP
01793812-a	sederhana	KEEP
00394562-a	berwarna	KEEP
02197364-a	150	KEEP
14322699-n	sakit	KEEP
02664769-v	orang	DELETE
02958392-a	perancis	KEEP
01731351-a	kini	KEEP
00120796-v	mempunyai	DELETE
05538625-n	kepala	KEEP
01315613-v	carilah	KEEP
06904748-n	bahasa ibu	KEEP
00598954-v	melihat	KEEP
00033308-r	saja	KEEP
00098714-r	malah	KEEP
14134623-n	hati	DELETE
07882497-n	campuran	KEEP
01181295-v	menyajikan	KEEP
00029378-n	kejadian	KEEP
02296726-v	tawarkan	KEEP
01436003-a	singkat	KEEP
02496036-v	dikurung	KEEP
00048858-a	tambahan	KEEP
14563784-n	cahaya	KEEP
13765396-n	sebotol	KEEP
01258091-v	memotong-motong	KEEP
07881800-n	minuman dari ramuan khas	DELETE
01595312-a	biasa	KEEP
04812268-n	kehalusan	KEEP
13244109-n	barang	KEEP
02472987-n	lelaki	DELETE
00004475-n	orang	DELETE
00047392-r	yg amat	DELETE
15159583-n	hari	KEEP
01218084-v	mengusung	KEEP
07804323-n	rice	KEEP
08160146-n	yuan	KEEP
04625129-n	semangat	KEEP
01021973-v	tentukan	KEEP
00106921-r	umum	KEEP
90000152-n	plaza singapura	KEEP
00348571-n	bergoyang	KEEP
02110552-v	merasakan	KEEP
02599754-v	menyediakan	KEEP
02154508-v	mencari	KEEP
10701180-n	pemain tenis	KEEP
15227846-n	sejam	KEEP
00851588-a	sederhana	KEEP
01149195-a	maju	KEEP
02006834-v	menggetok	DELETE
08591680-n	lapisan	KEEP
01226941-n	membantu	KEEP
14485064-n	kesempatan	KEEP
01659248-v	ditanami	KEEP
07579076-n	sedikit	KEEP
10221656-n	mustika	KEEP
09505418-n	dewa-dewi	KEEP
00161630-r	perlahan-lahan	KEEP
77000088-r	begitu	KEEP
02342899-a	berkualitas	KEEP
07490713-n	kenikmatan	KEEP
06799897-n	tali	DELETE
10163354-n	seorang	KEEP
00043003-r	jadi	KEEP
01494310-v	tata	KEEP
01213614-v	merebut	KEEP
00249736-r	ke atas	DELETE
02165304-v	mengintip	KEEP
01638438-a	lama	KEEP
01646021-a	parobaya	KEEP
00799076-v	memolok	DELETE
01201856-v	menceguk	DELETE
09777353-n	agen	KEEP
01214265-v	jadi	DELETE
01664172-v	masak-memasak	DELETE
01160342-n	hukuman	KEEP
00605516-a	menurut kebiasaan	DELETE
02078294-v	pulang	KEEP
00059413-r	sering	KEEP
08502171-n	langit	KEEP
15182319-n	tahun baru	KEEP
01843689-v	mengunjungi	KEEP
05665146-n	cara	KEEP
08652970-n	jarak antara	DELETE
01828736-v	cintai	KEEP
02078591-v	memperkenalkan	KEEP
07985223-n	sepasang	KEEP
02109645-v	dapat	DELETE
13941125-n	batas	KEEP
02270342-a	canggih	KEEP
08642037-n	tempat	DELETE
00610538-v	ingatkan	KEEP
08513718-n	tempat	KEEP
02004874-v	pulang	KEEP
02269635-a	masing-masing	KEEP
00781644-a	samar-samar	KEEP
01386538-a	raksasa	KEEP
02247584-v	terjual habis	KEEP
00341917-v	datanglah	KEEP
03691817-n	lounges	KEEP
15246353-n	selama	KEEP
00734054-v	menyangkakan	DELETE
05131023-n	menit	KEEP
01824244-a	kuat	KEEP
09813126-n	pemain	KEEP
80001051-n	C. K. Tangs	KEEP
02664769-v	imbang	DELETE
02434797-a	segar	KEEP
01315333-v	melihat-lihat	KEEP
02286204-v	mencari	KEEP
02268485-a	bukan	KEEP
00755745-v	bertanyakan	DELETE
02319765-a	tegas	KEEP
13713003-n	bentuk	DELETE
10407726-n	pelanggan	KEEP
00668366-a	baru	KEEP
01675963-v	didekor	KEEP
00004722-r	saja	KEEP
07883031-n	isi	KEEP
90000092-n	sim lim square	KEEP
01564144-v	memusnahkan	KEEP
80000873-n	bachang	KEEP
02613672-v	tidak ada	KEEP
01158872-v	campurkan	KEEP
02548893-v	mempercepat	KEEP
00133669-a	sedap	KEEP
07722217-n	bawang	KEEP
02627934-v	jadi	DELETE
02388950-v	bergaul	KEEP
01197014-v	menghabiskan	KEEP
01445932-v	menggigit	KEEP
00328015-n	pulang	KEEP
00992432-a	berminyak	KEEP
13439088-n	api	KEEP
90000230-n	Makanan Khas Singapura	KEEP
00594621-v	kenal	KEEP
00775611-a	baik	KEEP
07859284-n	gula olahan	DELETE
01482075-v	tergantung	KEEP
01850315-v	pindahkan	KEEP
00602805-v	berlatih	KEEP
01182709-v	mencurahkan	DELETE
09992837-n	putri	KEEP
01982395-v	menggetok	DELETE
02242464-v	jual	KEEP
01326528-v	menengkarapkan	DELETE
01826723-v	menginginkan	KEEP
02174896-a	mudah	KEEP
01801327-a	nyaman	KEEP
10476086-n	banduan	DELETE
01110251-a	desainer	KEEP
07302836-n	kebakaran	KEEP
01673946-a	yang biasa	DELETE
05984287-n	edukasi	KEEP
01649720-a	muda	KEEP
77000076-a	dua-duanya	DELETE
02215087-a	satu	KEEP
03671473-n	baris	DELETE
06339416-n	gelar	KEEP
00122626-a	lalu	KEEP
08716738-n	kamboja	KEEP
01894164-v	meggugah	KEEP
80001530-n	Ulambana	KEEP
01651196-a	di	DELETE
00402535-n	pengisian	KEEP
02276305-a	berbuih	KEEP
01826184-v	ingin	KEEP
11311173-n	spielberg	KEEP
02620587-v	mewakili	DELETE
01166093-v	dapat	DELETE
00628491-v	pikir	KEEP
02685951-v	luasnya	DELETE
15179888-n	penanggalan	KEEP
02006834-v	sampai di/ke	DELETE
02809692-a	teknologi	KEEP
00122844-a	menyertai	KEEP
13659760-n	km/jam	KEEP
01621555-v	cipta	KEEP
00755745-v	harapkan	KEEP
02202307-a	ketiga	KEEP
08510666-n	muka	KEEP
04096066-n	road	KEEP
02627934-v	berkehendakkan	DELETE
05217168-n	susuk	DELETE
00173338-v	menarik diri	DELETE
03157348-n	cymbal	KEEP
00746718-v	menyuruh	KEEP
01855764-a	dasar	KEEP
03378005-n	pujasera	KEEP
02745284-a	ideal	KEEP
02759190-a	tangan	KEEP
07762913-n	durian	KEEP
00007015-r	kira	KEEP
02717102-v	membutuhkan	DELETE
02359340-v	dapat	DELETE
01999218-v	mengawali	DELETE
01192312-v	dicelupkan	KEEP
00195024-r	sering	KEEP
07879350-n	sashimi	KEEP
01686956-v	pertunjukan	KEEP
02743547-n	seni	KEEP
00428404-a	jelas	KEEP
01151110-v	berlatih	DELETE
01775164-v	menyukai	KEEP
02236624-v	meluwengkan	DELETE
00325328-v	digoreng	KEEP
00243918-n	memasak	KEEP
02130524-v	menengok	KEEP
05824739-n	bukti	KEEP
02075857-v	menjadikan	DELETE
02132745-v	menatap	KEEP
03365991-n	lantai	KEEP
02551832-v	menyelamatkan	KEEP
14759722-n	kulit	KEEP
01593649-a	norma	DELETE
14437386-n	reputasi	KEEP
00182435-n	pemilihan umum	KEEP
02259829-v	menawar	KEEP
00029677-n	proses	KEEP
00489108-a	rujukan harian	DELETE
02479323-v	makanan	DELETE
01982395-v	melebas	DELETE
00522751-v	memapak	DELETE
01714208-v	tampil	KEEP
76100073-x	lembar	KEEP
90000215-n	singapore tourism board	KEEP
02108654-v	menampung	DELETE
04271531-n	toko khusus	KEEP
01151110-v	memasukkan	DELETE
90000219-n	sang buddha	KEEP
01568684-a	dunia	KEEP
03178782-n	pola	KEEP
02209936-v	meluwengkan	DELETE
01588876-v	bermerek	KEEP
07794159-n	udang	KEEP
01211296-a	tinggi	KEEP
13779804-n	populasi	KEEP
05200670-n	keadaan	KEEP
07738353-n	kulit	KEEP
13844923-n	yang sebelumnya	KEEP
01369078-a	enak	KEEP
04105893-n	ruangan	KEEP
02016523-v	melangkah masuk	KEEP
02423183-v	memungkinkan	KEEP
02130300-v	memandangi	KEEP
01083157-a	sepenuh	KEEP
00564695-v	lipat	KEEP
03670849-n	garis lurus	DELETE
02689299-v	tersebar	KEEP
01982395-v	berpose	KEEP
08593262-n	garis keturunan	DELETE
05925702-n	kecantikan	KEEP
02488834-v	menikah	KEEP
10599806-n	penyanyi	KEEP
01156834-v	melalap	DELETE
00018577-r	cukup	KEEP
03417749-n	taman	KEEP
03098252-a	semenanjung	KEEP
01995549-v	bergerak	KEEP
07886572-n	membuat	DELETE
01150559-v	menyasar	KEEP
00488187-a	khusus	KEEP
02067719-a	berbeda-beda	KEEP
02324478-v	tambah	KEEP
90000024-n	dewa keberuntungan	KEEP
00410247-n	praktik	KEEP
01152746-a	lembut	KEEP
00486067-r	ke bawah	KEEP
01665638-v	memasak	KEEP
15118011-n	setiap saat	KEEP
04071102-n	suaka	KEEP
01264336-a	lucu	KEEP
00943837-v	tunjukkan	KEEP
08720481-n	chile	KEEP
01375831-a	terkemuka	KEEP
02308741-v	memberikan	KEEP
03176763-n	department	KEEP
02006834-v	melebas	DELETE
07272084-n	lambang	KEEP
01861205-a	umum	KEEP
01410223-v	menumbuk	KEEP
02255268-v	berikan	KEEP
07473441-n	kejayaan	KEEP
00724832-v	mengherankan	KEEP
00723056-v	memperhatikan	KEEP
08997487-n	singapura	KEEP
05861067-n	total	KEEP
00198147-a	depan	KEEP
00792641-a	berdaulat	KEEP
08568256-n	tata	KEEP
05615028-n	akal	KEEP
02207206-v	dibelinya	KEEP
00755745-v	berkehendakkan	DELETE
00104345-r	sekurang	KEEP
02958343-n	mobil	KEEP
02734488-v	berada	KEEP
06691684-n	pujian	KEEP
00032863-r	sejak	KEEP
00189511-v	menyuapkan	KEEP
02327200-v	memberikan	KEEP
02261642-v	dijamu	KEEP
08820121-n	kanada	KEEP
04351550-n	suites	KEEP
13773725-n	sedikit	KEEP
00173338-v	mengeluarkan dari	DELETE
00381097-a	kacang	KEEP
02129289-v	lihat	KEEP
00700451-a	pasti	KEEP
14563564-n	kekejaman	KEEP
00039941-r	terlihat	KEEP
08310389-n	kumpul	KEEP
00689344-v	menganggap	KEEP
02688623-a	cereal	KEEP
02342899-a	berbintang lima	KEEP
09918248-n	anak	KEEP
90000325-n	terasie	DELETE
01166351-v	bersantap	KEEP
80000857-n	kartu	KEEP
02249766-a	sendiri	KEEP
00358021-r	bebas	KEEP
02330336-a	durhaka	KEEP
04161981-n	kursi	KEEP
01179865-v	beri	KEEP
09818022-n	astronot	KEEP
08567877-n	destinasi	KEEP
04362025-n	permukaan	KEEP
03546340-n	perumahan	KEEP
08544419-n	sudut	KEEP
02568672-v	mempraktikan	DELETE
00394135-a	warna	KEEP
02446931-a	renyah	KEEP
01629000-v	beri	KEEP
08588152-n	dalam negeri	DELETE
09545324-n	roh	KEEP
01825237-v	menginginkan	KEEP
80000982-n	313@orchard	KEEP
80000461-n	egg tarts	KEEP
00840517-n	makan	KEEP
02359464-a	luar biasa	KEEP
08559508-n	sebelah	DELETE
01233027-v	tepuk	KEEP
07498455-n	rasa	KEEP
00103664-r	dan sebagainya	KEEP
02302822-a	pasti	KEEP
01158181-v	memakan	DELETE
01882170-v	berjalan-jalan	KEEP
02439568-n	trotters	KEEP
01532589-v	membersihkan	KEEP
13860793-n	tegap	DELETE
04998530-n	bentuk badan	DELETE
02395115-a	gurih	KEEP
00968730-a	eksotis	KEEP
06739990-n	alasan	KEEP
01447937-a	ketat	KEEP
00850552-a	halus	KEEP
01621555-v	menghasilkan	KEEP
00705227-v	bermaksud	KEEP
02209745-v	memasukkan	DELETE
15228378-n	10	KEEP
09011151-n	belarus	KEEP
03671668-n	tali	DELETE
00027807-n	bentuk	KEEP
00575365-n	kacang	DELETE
04751305-n	keberagaman	KEEP
02708420-v	menghabiskan	KEEP
05809878-n	dunia	KEEP
00920336-v	menemukan	KEEP
00965606-a	sudah biasa	KEEP
01998432-v	mengikuti	KEEP
01756292-a	sebentar	KEEP
01104026-a	spesial	KEEP
02676054-v	berkaitan	KEEP
00672785-a	berbahan	KEEP
01653873-v	terbuat	KEEP
07420770-n	kerusakan	KEEP
01904930-v	berjalan kaki	KEEP
90000325-n	trassi	DELETE
02594979-v	mengoperasikan	KEEP
02257767-v	gantikan	KEEP
00220739-a	menakjubkan	KEEP
01863066-a	mempunyai hak istimewa	DELETE
02490877-v	rayakan	KEEP
00835032-n	napas	KEEP
00802946-v	izinkan	KEEP
00493012-a	kaum	KEEP
14406573-n	kekesalan	KEEP
00770437-v	melakukan	DELETE
13713003-n	garis	DELETE
07071942-n	genre	KEEP
01982395-v	mencemuk	DELETE
01415480-a	terbatas	KEEP
00950272-a	dalam	KEEP
01676517-a	mengagumkan	KEEP
00087736-v	terjangkit	KEEP
01593649-a	bersahaja	DELETE
02670578-v	melayani	KEEP
00599992-v	meluwengkan	DELETE
14031108-n	persiapan	KEEP
01069980-n	puasa	KEEP
03044740-a	arab	KEEP
02434976-v	memasuki	KEEP
90000123-n	parade chingay	KEEP
02077656-v	mengarik	DELETE
02149787-a	berbentuk	KEEP
06685754-n	jaminan	KEEP
90000081-n	plum village restaurant	KEEP
07649854-n	daging	KEEP
08567235-n	suasana	KEEP
03471974-n	lelaki	DELETE
00916274-v	gertak	KEEP
08613593-n	di luar	DELETE
90000122-n	apabila anda	KEEP
90000198-n	Sri Warisan	KEEP
09483738-n	mahluk	KEEP
13253423-n	selain	KEEP
09178999-n	alasan	KEEP
00716370-a	umum	KEEP
01027174-v	makanan	DELETE
02006834-v	terlanda	DELETE
02174115-v	berdentang	KEEP
04054213-n	mrt singapura	DELETE
02560585-v	berbuat	DELETE
01456710-a	bunting	DELETE
07881800-n	minuman	KEEP
00071840-r	kira-kira	DELETE
00394813-v	adun	DELETE
00018043-r	baik	DELETE
01182709-v	membekali	DELETE
01700414-a	rimbun	KEEP
03117835-a	singapura	KEEP
01605327-a	selatan	KEEP
00523513-n	,olah	KEEP
01494273-a	musim	KEEP
08569998-n	lahan	KEEP
00033308-r	tadi	KEEP
00087736-v	terjangkit	DELETE
15168790-n	fajar	KEEP
03129123-n	kreasi	KEEP
15140744-n	hidup	KEEP
01168468-v	menangsel perut	DELETE
80000472-n	siew mai	KEEP
00347610-v	serbu	KEEP
06802571-n	orang yang mendahului	DELETE
13246662-n	tanah	KEEP
01824736-v	menyukai	DELETE
09776807-n	pecinta	KEEP
03430959-n	perlengkapan	KEEP
03322099-n	pertanian	KEEP
00363621-s	keren	KEEP
01777210-v	menghayati	DELETE
01292683-a	gemar	KEEP
04687333-n	pesona	KEEP
01270486-a	singkat	KEEP
02526509-v	tidak dapat	KEEP
00984624-a	renyah	KEEP
02341266-a	unggulan	KEEP
01076145-a	nyaman	KEEP
01156834-v	menampung	DELETE
08593924-n	asal-usul	DELETE
06831284-n	b	KEEP
00394813-v	campur	KEEP
04068976-n	cerminan	KEEP
15173479-n	kalender	KEEP
00048475-r	sekarang ini	KEEP
77000112-n	kenapa	KEEP
15204297-n	tahun	KEEP
01190948-v	nikmati	KEEP
00674607-v	pilih	KEEP
08613593-n	luar	KEEP
02318464-a	lempengan	KEEP
00510629-r	kebetulan	KEEP
00274724-v	merongrong	DELETE
