synset	lemma	annotation	goodness label
00812952-a	dahulu	KEEP	None
00112009-r	mungkin	KEEP	None
00027384-r	tetap	KEEP	O
01117723-n	obral	KEEP	O
00901060-a	utama	KEEP	O
02632940-v	mempunyai	KEEP	Y
00071840-r	seantero	KEEP	None
90000023-n	Crystal Jade Culinary Concept Holdings	KEEP	None
04878101-n	patriotisme	KEEP	Y
00521209-n	pameran	KEEP	Y
09698108-n	cina	KEEP	None
14050871-n	muka merah	DELETE	X
12709103-n	bali	KEEP	None
00624026-a	banyak	KEEP	O
06240244-n	buddhisme	KEEP	None
14526182-n	semangat	KEEP	Y
01664172-v	menyiapkan	KEEP	Y
13255145-n	penghasilan	KEEP	Y
01216331-v	berpegangan	KEEP	None
00760916-a	terus	KEEP	Y
02006834-v	sampai	KEEP	O
02681795-v	terjaga	KEEP	None
02924102-a	buddhist	KEEP	None
07720442-n	cabai	KEEP	O
00309115-n	transit	KEEP	O
01768724-a	tersendiri	KEEP	Y
02686471-v	membimbing	DELETE	O
00180756-r	dalam jarak	DELETE	X
08593924-n	talian	DELETE	None
09379111-n	sela	KEEP	O
06952572-n	bahasa belanda	KEEP	None
00547166-a	ringkas	KEEP	O
00726300-v	berkat	KEEP	None
08921850-n	jepang	KEEP	None
01534648-a	istimewa	KEEP	O
02568672-v	buat	KEEP	O
02236124-v	bersetuju	DELETE	O
00674607-v	pilihlah	KEEP	X
02128653-v	lihat	KEEP	Y
06403969-n	kaligrafi	KEEP	O
02126430-a	berlokasi	KEEP	O
03965456-n	mal	KEEP	Y
00087736-v	terkena	KEEP	None
01552885-a	sedikit	KEEP	None
00735936-n	perbuatan	KEEP	O
01772222-n	laba-laba	KEEP	O
10291240-n	model	KEEP	Y
01418667-v	kocok	KEEP	O
00868591-v	menantang	KEEP	O
01446901-v	lambaikan	KEEP	None
00669762-v	membawa	DELETE	O
01182709-v	melayani	KEEP	O
02977619-n	bingkai	KEEP	O
07536870-n	penyesalan	KEEP	O
09908025-n	orang	DELETE	O
00196364-v	bakar	KEEP	O
03640988-n	lentera	KEEP	O
00099341-r	lebih	KEEP	O
00809465-n	hak milik	KEEP	Y
01193099-v	makan	DELETE	O
14513944-n	lingkungan sekitar	KEEP	X
90000050-n	Ketentuan Tertentu	KEEP	None
00040365-r	kembali	KEEP	O
01484392-v	ikatan	KEEP	Y
02604760-v	makhluk	DELETE	O
15169873-n	seminggu	KEEP	X
08672738-n	kampung	KEEP	O
09397607-n	kolam	KEEP	O
00598954-v	mendengar	KEEP	O
07824191-n	kari kambing	KEEP	X
00008600-r	semata-mata	KEEP	O
02045043-v	berputar	KEEP	O
02096167-v	gisar	DELETE	O
13131883-n	daun	KEEP	Y
00340239-a	pasti	KEEP	O
07668702-n	babi	KEEP	L
02395000-v	lindungi	KEEP	L
00008600-r	hanya	KEEP	O
90000157-n	sentosa island	KEEP	None
02920121-a	bersejarah	KEEP	Y
00715074-v	selesai	KEEP	O
08407619-n	pameran	KEEP	Y
77000093-n	apa-apa	KEEP	None
01192312-v	mencelupkan	KEEP	O
13253751-n	tawaran	KEEP	None
00137915-r	dengan masing-masing	KEEP	X
02456493-v	di kalangan	KEEP	X
02497062-v	membebaskan	KEEP	O
80000698-n	Temasek	KEEP	None
05129565-n	berjauhan	DELETE	O
02020590-v	menoyor	DELETE	O
02898711-n	pai hung ch'iao	KEEP	None
02088883-s	rahasia	KEEP	None
00395626-a	memerah	DELETE	O
00921866-a	mendebarkan	KEEP	Y
02635956-v	mengemudikan	DELETE	O
07270179-n	unsur	KEEP	O
03356158-n	unggulan	KEEP	None
02355596-v	mengadakan	DELETE	O
02565425-a	disediakan	KEEP	X
01375831-a	kondang	KEEP	Y
09366762-n	alam	KEEP	O
01201856-v	makan	DELETE	O
02373336-v	lanjutkan	KEEP	None
00911752-n	pendirian	KEEP	O
02157519-v	bermunculan	KEEP	Y
09907196-n	perdana menteri	KEEP	O
02471327-v	mendaftar	KEEP	O
00166146-a	indah	KEEP	O
08489627-n	di sana	KEEP	L
02923510-a	islam	KEEP	None
02425913-v	tutup	KEEP	Y
08430568-n	tali	DELETE	O
09466280-n	dunia	KEEP	Y
04555897-n	jam	KEEP	Y
09530721-n	Dewa Krishna	KEEP	None
06634376-n	informasi	KEEP	Y
01820302-v	nikmati	KEEP	X
02197505-v	menyambut	KEEP	O
01690606-a	lazim	DELETE	O
06739990-n	soal	KEEP	None
07399452-n	suara	KEEP	O
08441203-n	hukuman	KEEP	Y
06566077-n	lunak	KEEP	None
13776432-n	berjuta	KEEP	L
01751465-a	mempesona	KEEP	X
02701210-v	makan	DELETE	O
00108479-r	di sini	KEEP	O
00745499-v	pesanlah	KEEP	None
00062857-r	jadi	KEEP	O
05984287-n	pendidikan	KEEP	Y
00086000-r	lekas	KEEP	L
02632940-v	antara	KEEP	None
08585657-n	cakrawala	KEEP	O
07203900-n	ya	KEEP	O
02493030-v	mendatangi	KEEP	O
04105068-n	langit	KEEP	Y
03405725-n	perabot	KEEP	Y
01675963-v	didekorasi	KEEP	None
90000121-n	Acara Saat Malam	KEEP	None
07164546-n	penawaran	KEEP	None
01769378-a	pribadi	KEEP	O
02701210-v	menakung	DELETE	O
00756076-v	membawa pergi	DELETE	X
01574077-v	parutan	KEEP	None
08219493-n	anak	KEEP	None
01976488-v	jatuh	KEEP	Y
01806143-n	merak	KEEP	O
00022131-r	sebegitu	DELETE	O
08065234-n	perusahaan	KEEP	O
03814906-n	kalung	KEEP	O
90000004-n	ashley isham	KEEP	None
01044557-a	kasual	KEEP	O
01767949-v	terusik	KEEP	None
00645493-a	luar biasa	KEEP	Y
02423284-a	rapi	KEEP	O
02267989-v	luangkanlah	KEEP	None
01106405-a	tempat	DELETE	O
01722980-v	penataan	KEEP	None
07932841-n	tea	KEEP	None
00489491-a	kebiasaan	KEEP	O
80001274-n	neraka	KEEP	None
04842515-n	kejahatan	KEEP	O
01646682-v	terinspirasi	KEEP	None
02991122-a	artistik	KEEP	Y
00636921-n	riset	KEEP	None
02627934-v	menyilakan	DELETE	O
00067707-n	penyerahan diri	KEEP	X
08965251-n	maldives	KEEP	None
01501113-a	musik	KEEP	None
00484892-v	menyelesaikan	KEEP	O
90000416-n	martabak	KEEP	None
02198752-a	ribu	KEEP	O
04379964-n	meja	KEEP	Y
15239579-n	musim	KEEP	O
14419164-n	tautan	KEEP	O
02936020-a	sebagai	KEEP	O
00605516-a	tradisi	KEEP	Y
02599636-v	membawa	DELETE	O
08562620-n	timur	KEEP	O
08008335-n	organisasi	KEEP	Y
00149510-r	benar-benar	KEEP	O
08436759-n	flora	KEEP	Y
00737884-v	membayar	KEEP	O
08912842-n	persia	KEEP	None
01667132-v	mengubah	KEEP	O
00849357-a	indah	KEEP	Y
05268112-n	isi	KEEP	Y
04202417-n	butik	KEEP	None
05703429-n	perhatikan	KEEP	X
09815790-n	pembantu	KEEP	Y
10614812-n	tukang	KEEP	O
01410606-a	demen	DELETE	O
10078131-n	penggemar	KEEP	O
10332385-n	ibu	KEEP	Y
07804323-n	nasi	DELETE	O
07663592-n	beef	KEEP	None
02327200-v	menyajikan	DELETE	O
05602835-n	pipi	KEEP	Y
01817314-v	mempesona	KEEP	X
00300441-n	udara	KEEP	L
06414372-n	buku teks	KEEP	None
15120823-n	masa lampau	KEEP	None
01326528-v	menghapuskan	DELETE	O
10123711-n	kakek	KEEP	None
01982395-v	demik	DELETE	O
13791389-n	hubungan	KEEP	O
01884930-a	selamat	KEEP	O
03405725-n	furnitur	KEEP	None
00528667-n	balet	KEEP	Y
02873839-n	kedai	KEEP	O
80000320-n	kue bulan	KEEP	None
02568672-v	mempratikkan	DELETE	X
11444038-n	siang hari	KEEP	Y
04264765-n	kapsul	KEEP	O
00862067-a	metafisika	KEEP	None
05559908-n	anggota	KEEP	O
13370938-n	kekayaan	KEEP	O
02570267-v	memanjakan	KEEP	Y
02627934-v	perlukan	KEEP	X
03472112-n	gym	KEEP	None
10550673-n	santa klaus	KEEP	None
04236001-n	tempat tidur	KEEP	None
01083769-v	memakan	KEEP	None
00238022-n	sesuatu	DELETE	O
02614181-v	makhluk	DELETE	O
01465214-a	romantis	KEEP	Y
90000062-n	little india arcade	KEEP	None
14881303-n	kaca	KEEP	Y
00507927-r	bersama-sama	KEEP	O
02717102-v	membawa	KEEP	O
10013242-n	penyantap	KEEP	None
00213794-v	mengetinkan	DELETE	None
01328705-v	menambahkan	KEEP	O
02647497-v	terus bertahan	DELETE	X
02579469-a	jalinan	KEEP	None
01945550-a	saling	KEEP	Y
02564986-a	sanggup	KEEP	O
01468097-a	beruntung	KEEP	Y
02109678-a	terpisah	KEEP	Y
02389220-a	liar	KEEP	Y
07737745-n	kacang tanah	KEEP	Y
14450691-n	keharusan	KEEP	O
08621598-n	tempat biasa	DELETE	X
02240481-v	berusaha	KEEP	None
01885845-v	merayap	KEEP	Y
01157517-v	melemahkan	DELETE	O
01092366-v	bertarung	KEEP	O
05729036-n	taburan	KEEP	O
01478423-v	tutup	KEEP	L
01999218-v	mengemudikan	DELETE	O
13240514-n	milik	KEEP	O
13613294-n	㎡	KEEP	None
07891726-n	wine	KEEP	None
04271891-n	tontonan	KEEP	None
00649481-v	jelajahilah	KEEP	None
14376188-n	ketegangan	KEEP	Y
00734318-a	hancur	KEEP	O
00250484-r	seiring	KEEP	O
00063172-r	daripada	KEEP	None
13943968-n	hal	KEEP	O
01739814-v	pelihara	KEEP	None
02560548-a	lebar	KEEP	O
09908025-n	budak	DELETE	O
00885695-a	bersemangat	KEEP	Y
03871628-n	paket	KEEP	Y
02526085-v	menyempurnakan	DELETE	O
08438533-n	pepohonan	KEEP	None
01481599-n	hiu	KEEP	O
00360306-a	dimilikinya	KEEP	X
01733477-v	diselenggarakan	KEEP	None
00010435-v	bersifat	KEEP	Y
02078294-v	membawa kembali	KEEP	X
05924920-n	biasa	DELETE	O
04219424-n	sutera	KEEP	None
09908025-n	pemuda	DELETE	O
00005779-r	jauh	KEEP	O
00173220-a	dalam dua	KEEP	X
06999436-n	gambar	KEEP	O
80001213-v	mengekor	KEEP	None
01925372-a	wajar	KEEP	O
00248765-r	utama	KEEP	None
00631378-n	praktek	KEEP	None
02997391-n	keramik	KEEP	O
01556572-v	belah	KEEP	O
08907606-n	indonesia	KEEP	None
00690058-a	sedalam	KEEP	None
03671668-n	jalur	DELETE	O
00048138-r	akhir	KEEP	None
03619396-n	perlengkapan	KEEP	O
00108479-r	kemari	KEEP	None
02224055-v	melepas	KEEP	O
00935103-a	terjangkau	KEEP	Y
06806469-n	lambang	KEEP	Y
00195786-r	tidak perlu	KEEP	None
07292694-n	hasil	KEEP	O
01777210-v	menyayangi	DELETE	O
15159819-n	tanggal	KEEP	O
02267989-v	memasukkan	DELETE	O
02129289-v	terdapat	KEEP	None
05093890-n	setingkat	KEEP	None
01619014-v	buat	KEEP	M
01805355-a	hibur	KEEP	None
02968325-a	eropa	KEEP	None
10388924-n	pemilik	KEEP	Y
08588152-n	domestik	DELETE	O
00127948-a	depan	KEEP	None
07367812-n	gangguan	KEEP	O
08642037-n	sebelah	KEEP	O
02248693-a	etnis	KEEP	None
02530282-a	berpendingin	KEEP	None
07458453-n	balap	KEEP	O
15167906-n	malam	KEEP	O
02402825-v	pecat	DELETE	O
09044862-n	amerika	KEEP	None
02727883-v	laris	KEEP	O
01075178-a	ramah	KEEP	O
00065639-v	memperoleh	DELETE	O
01982395-v	meluwengkan	DELETE	O
15121302-n	lama	KEEP	O
02209936-v	membutuhkan	DELETE	O
05868051-n	awal	KEEP	Y
00118567-a	hidup	KEEP	O
02697116-a	negeri	KEEP	O
07724943-n	biji	KEEP	O
07009808-n	adegan	KEEP	O
00166146-a	menarik	KEEP	Y
01579128-a	terakhir	KEEP	O
09673495-n	india	KEEP	None
00151689-v	jatuh	KEEP	O
06634376-n	keterangan	KEEP	Y
01815628-v	menyenangkan	KEEP	Y
01982395-v	berhasil	DELETE	O
00250056-r	seporsi	KEEP	None
05789432-n	keputusan	KEEP	Y
08394922-n	tentara	KEEP	O
12501202-n	asam	KEEP	O
01459422-a	lucu	KEEP	None
02357479-a	heran	KEEP	O
01003249-v	memotret	KEEP	O
03438257-n	gelas	KEEP	Y
03521076-n	engsel	KEEP	O
00397405-v	lekang	KEEP	O
07227772-n	janji	KEEP	O
07975026-n	acara	KEEP	None
02773838-n	koper	KEEP	X
01269073-a	lapar	KEEP	Y
02060588-v	merembet	KEEP	O
03313333-n	teras	KEEP	None
12125890-n	beras	DELETE	O
09372504-n	amerika utara	KEEP	None
00113082-r	selain dari	KEEP	None
00617422-a	fried	KEEP	None
76100093-x	lonjor	KEEP	None
00744916-a	tersulit	KEEP	X
04081281-n	‘restoran	KEEP	None
80000368-n	tartare	KEEP	None
90000043-n	holland road shopping centre	KEEP	None
00027167-n	tempat	KEEP	Y
00083003-a	kompetitif	KEEP	O
01948077-v	berselancar	KEEP	O
01471002-a	utama	KEEP	O
00035058-r	sering	KEEP	O
01505254-v	menarik	KEEP	Y
00002684-n	objek	KEEP	Y
14546227-n	keadaan	KEEP	L
08460395-n	parade	KEEP	None
00941990-v	berbicara	KEEP	O
80001276-n	neraka	KEEP	None
01982395-v	mengandaikan	DELETE	O
04105893-n	kamar	KEEP	O
01410606-a	mirip	KEEP	Y
01820302-v	amati	KEEP	X
01593649-a	biasa	KEEP	Y
01427127-v	meluwengkan	DELETE	O
03800563-n	museum	KEEP	O
00789448-v	hubungilah	KEEP	None
01515280-a	aktif	KEEP	O
15137425-n	waktu luang	KEEP	X
08644722-n	pedesaan	KEEP	O
00421047-n	penindasan	KEEP	O
00062857-r	maka	KEEP	O
02325558-v	mengorbankan	KEEP	O
00950592-a	bahagian dalam	DELETE	X
02647497-v	berkeras	DELETE	O
02661252-v	bervariasi	KEEP	O
01932482-v	dipimpin	KEEP	None
13746512-n	dasawarsa	DELETE	O
07369604-n	selera	KEEP	None
80000861-n	paintballing	KEEP	None
01214265-v	membawa	DELETE	O
07557165-n	“sedap-sedapan”	KEEP	None
02598765-v	bergabung	KEEP	O
08375154-n	persemakmuran	KEEP	L
09682291-n	muslim	KEEP	L
00770437-v	mencambuk	DELETE	O
10533013-n	pesaing	KEEP	O
00406243-v	mempersiapkan	KEEP	O
00019609-r	seringkali	KEEP	X
09225146-n	perairan	KEEP	Y
00156575-a	kuat	KEEP	O
01564144-v	mempuingkan	DELETE	X
07652585-n	head	KEEP	None
00697589-v	menentukan	KEEP	Y
08430568-n	bentuk	DELETE	O
90000211-n	rumah bebe	KEEP	None
02647497-v	membuyarkan	DELETE	O
02735688-n	kawasan	KEEP	O
01646075-v	menerbitkan	KEEP	None
07556872-n	jajanan	KEEP	O
01712704-v	buat	KEEP	O
02743214-v	datang dari	KEEP	None
01805982-v	menikmati	KEEP	Y
01919931-a	heboh	KEEP	Y
15201116-n	thanksgiving	KEEP	None
15150134-n	1960-an	KEEP	None
04879964-n	pengkhianatan	KEEP	O
02576349-v	menipu	KEEP	O
07886463-n	pembuka selera	KEEP	None
02447370-v	berhak	KEEP	O
00756076-v	memasukkan	DELETE	O
07555863-n	jajan	KEEP	None
01568684-a	seluruh dunia	KEEP	X
00388571-a	pasi	KEEP	None
07545717-n	kebajikan	KEEP	O
01843380-a	bersiaplah	KEEP	X
02402825-v	mengalengkan	DELETE	O
02355596-v	membawa	DELETE	O
04298171-n	tangga	KEEP	O
01081340-a	menghasilkan	KEEP	O
00597915-v	informasi	KEEP	None
00228294-a	utama	KEEP	None
01180351-v	tersaji	KEEP	Y
00926505-a	tersisa	KEEP	None
01565921-v	memakan habis	DELETE	X
06515662-n	hikayat	KEEP	O
01504625-a	musik	KEEP	None
08544593-n	penjuru	KEEP	O
01001857-v	terdaftar	KEEP	L
15210765-n	pertengahan februari	KEEP	X
07450842-n	upacara	KEEP	Y
09018848-n	georgia	KEEP	None
05131902-n	55	KEEP	None
80001230-x	ya	KEEP	None
02118476-v	perhatikan	KEEP	X
00043794-r	-nya	DELETE	X
05959954-n	iman	KEEP	Y
00146387-r	pernah	KEEP	O
02118933-v	perhatikan	KEEP	X
02434976-v	masuk	KEEP	O
01167981-v	bersantap malam	KEEP	X
90000029-n	esplanade theatre	KEEP	None
01843380-a	disajikan	KEEP	X
00024073-r	non	KEEP	None
01999798-v	berhasil	DELETE	O
02326355-v	melihat-lihat	KEEP	O
13886133-n	panggul	KEEP	None
02631856-v	menunjukkan	KEEP	Y
13611207-n	derajat	KEEP	Y
02633881-v	terbukti	KEEP	O
00822115-a	mudah	KEEP	O
01122601-n	belanja	KEEP	O
14483917-n	kesempatan	KEEP	Y
02623731-v	berakar	KEEP	Y
05311054-n	mata	KEEP	Y
10307234-n	ahli	KEEP	Y
01675963-v	hias	KEEP	Y
00018577-r	sekali	KEEP	O
01820302-v	bersenang-senang	KEEP	O
02640440-v	ragu	KEEP	None
01015244-v	terbukti	KEEP	Y
10020890-n	dr.	KEEP	None
13815342-n	berskala	KEEP	O
00015247-a	rimbun	KEEP	O
01862918-v	mampirlah	KEEP	X
08431942-n	barisan	KEEP	O
00159396-n	korupsi	KEEP	Y
01193099-v	segah	DELETE	Y
00407420-a	bergaya	KEEP	O
02629535-v	mengandung	KEEP	O
01793812-a	sederhana	KEEP	O
00394562-a	berwarna	KEEP	O
02197364-a	150	KEEP	None
14322699-n	sakit	KEEP	Y
02664769-v	orang	DELETE	O
02958392-a	perancis	KEEP	None
01731351-a	kini	KEEP	Y
00120796-v	mempunyai	DELETE	O
05538625-n	kepala	KEEP	Y
01315613-v	carilah	KEEP	None
06904748-n	bahasa ibu	KEEP	O
00598954-v	melihat	KEEP	O
00033308-r	saja	KEEP	O
00098714-r	malah	KEEP	None
14134623-n	hati	DELETE	O
07882497-n	campuran	KEEP	O
01181295-v	menyajikan	KEEP	O
00029378-n	kejadian	KEEP	O
02296726-v	tawarkan	KEEP	L
01436003-a	singkat	KEEP	Y
02496036-v	dikurung	KEEP	None
00048858-a	tambahan	KEEP	O
14563784-n	cahaya	KEEP	O
13765396-n	sebotol	KEEP	None
01258091-v	memotong-motong	KEEP	None
07881800-n	minuman dari ramuan khas	DELETE	X
01595312-a	biasa	KEEP	O
04812268-n	kehalusan	KEEP	O
13244109-n	barang	KEEP	None
02472987-n	lelaki	DELETE	O
00004475-n	orang	DELETE	O
00047392-r	yg amat	DELETE	X
15159583-n	hari	KEEP	Y
01218084-v	mengusung	KEEP	O
07804323-n	rice	KEEP	None
08160146-n	yuan	KEEP	L
04625129-n	semangat	KEEP	Y
01021973-v	tentukan	KEEP	X
00106921-r	umum	KEEP	None
90000152-n	plaza singapura	KEEP	None
00348571-n	bergoyang	KEEP	O
02110552-v	merasakan	KEEP	O
02599754-v	menyediakan	KEEP	O
02154508-v	mencari	KEEP	Y
10701180-n	pemain tenis	KEEP	X
15227846-n	sejam	KEEP	None
00851588-a	sederhana	KEEP	O
01149195-a	maju	KEEP	O
02006834-v	menggetok	DELETE	O
08591680-n	lapisan	KEEP	Y
01226941-n	membantu	KEEP	Y
14485064-n	kesempatan	KEEP	O
01659248-v	ditanami	KEEP	None
07579076-n	sedikit	KEEP	None
10221656-n	mustika	KEEP	M
09505418-n	dewa-dewi	KEEP	X
00161630-r	perlahan-lahan	KEEP	O
77000088-r	begitu	KEEP	None
02342899-a	berkualitas	KEEP	Y
07490713-n	kenikmatan	KEEP	Y
06799897-n	tali	DELETE	O
10163354-n	seorang	KEEP	O
00043003-r	jadi	KEEP	O
01494310-v	tata	KEEP	None
01213614-v	merebut	KEEP	O
00249736-r	ke atas	DELETE	None
02165304-v	mengintip	KEEP	Y
01638438-a	lama	KEEP	O
01646021-a	parobaya	KEEP	None
00799076-v	memolok	DELETE	O
01201856-v	menceguk	DELETE	X
09777353-n	agen	KEEP	Y
01214265-v	jadi	DELETE	O
01664172-v	masak-memasak	DELETE	None
01160342-n	hukuman	KEEP	Y
00605516-a	menurut kebiasaan	DELETE	X
02078294-v	pulang	KEEP	Y
00059413-r	sering	KEEP	O
08502171-n	langit	KEEP	O
15182319-n	tahun baru	KEEP	O
01843689-v	mengunjungi	KEEP	Y
05665146-n	cara	KEEP	O
08652970-n	jarak antara	DELETE	X
01828736-v	cintai	KEEP	X
02078591-v	memperkenalkan	KEEP	Y
07985223-n	sepasang	KEEP	O
02109645-v	dapat	DELETE	O
13941125-n	batas	KEEP	O
02270342-a	canggih	KEEP	Y
08642037-n	tempat	DELETE	O
00610538-v	ingatkan	KEEP	L
08513718-n	tempat	KEEP	O
02004874-v	pulang	KEEP	Y
02269635-a	masing-masing	KEEP	L
00781644-a	samar-samar	KEEP	O
01386538-a	raksasa	KEEP	O
02247584-v	terjual habis	KEEP	X
00341917-v	datanglah	KEEP	None
03691817-n	lounges	KEEP	None
15246353-n	selama	KEEP	O
00734054-v	menyangkakan	DELETE	O
05131023-n	menit	KEEP	None
01824244-a	kuat	KEEP	Y
09813126-n	pemain	KEEP	O
80001051-n	C. K. Tangs	KEEP	None
02664769-v	imbang	DELETE	L
02434797-a	segar	KEEP	O
01315333-v	melihat-lihat	KEEP	O
02286204-v	mencari	KEEP	O
02268485-a	bukan	KEEP	O
00755745-v	bertanyakan	DELETE	None
02319765-a	tegas	KEEP	O
13713003-n	bentuk	DELETE	O
10407726-n	pelanggan	KEEP	O
00668366-a	baru	KEEP	None
01675963-v	didekor	KEEP	None
00004722-r	saja	KEEP	O
07883031-n	isi	KEEP	Y
90000092-n	sim lim square	KEEP	None
01564144-v	memusnahkan	KEEP	O
80000873-n	bachang	KEEP	None
02613672-v	tidak ada	KEEP	X
01158872-v	campurkan	KEEP	None
02548893-v	mempercepat	KEEP	O
00133669-a	sedap	KEEP	O
07722217-n	bawang	KEEP	O
02627934-v	jadi	DELETE	O
02388950-v	bergaul	KEEP	O
01197014-v	menghabiskan	KEEP	O
01445932-v	menggigit	KEEP	Y
00328015-n	pulang	KEEP	Y
00992432-a	berminyak	KEEP	O
13439088-n	api	KEEP	O
90000230-n	Makanan Khas Singapura	KEEP	None
00594621-v	kenal	KEEP	O
00775611-a	baik	KEEP	O
07859284-n	gula olahan	DELETE	X
01482075-v	tergantung	KEEP	O
01850315-v	pindahkan	KEEP	None
00602805-v	berlatih	KEEP	O
01182709-v	mencurahkan	DELETE	O
09992837-n	putri	KEEP	None
01982395-v	menggetok	DELETE	O
02242464-v	jual	KEEP	Y
01326528-v	menengkarapkan	DELETE	O
01826723-v	menginginkan	KEEP	O
02174896-a	mudah	KEEP	O
01801327-a	nyaman	KEEP	None
10476086-n	banduan	DELETE	None
01110251-a	desainer	KEEP	None
07302836-n	kebakaran	KEEP	O
01673946-a	yang biasa	DELETE	X
05984287-n	edukasi	KEEP	O
01649720-a	muda	KEEP	O
77000076-a	dua-duanya	DELETE	None
02215087-a	satu	KEEP	L
03671473-n	baris	DELETE	O
06339416-n	gelar	KEEP	None
00122626-a	lalu	KEEP	None
08716738-n	kamboja	KEEP	None
01894164-v	meggugah	KEEP	None
80001530-n	Ulambana	KEEP	None
01651196-a	di	DELETE	O
00402535-n	pengisian	KEEP	O
02276305-a	berbuih	KEEP	O
01826184-v	ingin	KEEP	O
11311173-n	spielberg	KEEP	None
02620587-v	mewakili	DELETE	O
01166093-v	dapat	DELETE	O
00628491-v	pikir	KEEP	None
02685951-v	luasnya	DELETE	X
15179888-n	penanggalan	KEEP	O
02006834-v	sampai di/ke	DELETE	X
02809692-a	teknologi	KEEP	O
00122844-a	menyertai	KEEP	O
13659760-n	km/jam	KEEP	None
01621555-v	cipta	KEEP	Y
00755745-v	harapkan	KEEP	None
02202307-a	ketiga	KEEP	O
08510666-n	muka	KEEP	Y
04096066-n	road	KEEP	None
02627934-v	berkehendakkan	DELETE	None
05217168-n	susuk	DELETE	O
00173338-v	menarik diri	DELETE	O
03157348-n	cymbal	KEEP	None
00746718-v	menyuruh	KEEP	O
01855764-a	dasar	KEEP	Y
03378005-n	pujasera	KEEP	None
02745284-a	ideal	KEEP	O
02759190-a	tangan	KEEP	O
07762913-n	durian	KEEP	L
00007015-r	kira	KEEP	Y
02717102-v	membutuhkan	DELETE	O
02359340-v	dapat	DELETE	O
01999218-v	mengawali	DELETE	O
01192312-v	dicelupkan	KEEP	None
00195024-r	sering	KEEP	O
07879350-n	sashimi	KEEP	X
01686956-v	pertunjukan	KEEP	O
02743547-n	seni	KEEP	O
00428404-a	jelas	KEEP	O
01151110-v	berlatih	DELETE	O
01775164-v	menyukai	KEEP	O
02236624-v	meluwengkan	DELETE	O
00325328-v	digoreng	KEEP	X
00243918-n	memasak	KEEP	O
02130524-v	menengok	KEEP	O
05824739-n	bukti	KEEP	Y
02075857-v	menjadikan	DELETE	O
02132745-v	menatap	KEEP	O
03365991-n	lantai	KEEP	O
02551832-v	menyelamatkan	KEEP	O
14759722-n	kulit	KEEP	O
01593649-a	norma	DELETE	Y
14437386-n	reputasi	KEEP	Y
00182435-n	pemilihan umum	KEEP	O
02259829-v	menawar	KEEP	O
00029677-n	proses	KEEP	O
00489108-a	rujukan harian	DELETE	X
02479323-v	makanan	DELETE	O
01982395-v	melebas	DELETE	O
00522751-v	memapak	DELETE	O
01714208-v	tampil	KEEP	None
76100073-x	lembar	KEEP	None
90000215-n	singapore tourism board	KEEP	None
02108654-v	menampung	DELETE	O
04271531-n	toko khusus	KEEP	X
01151110-v	memasukkan	DELETE	O
90000219-n	sang buddha	KEEP	None
01568684-a	dunia	KEEP	O
03178782-n	pola	KEEP	X
02209936-v	meluwengkan	DELETE	O
01588876-v	bermerek	KEEP	None
07794159-n	udang	KEEP	O
01211296-a	tinggi	KEEP	O
13779804-n	populasi	KEEP	O
05200670-n	keadaan	KEEP	None
07738353-n	kulit	KEEP	Y
13844923-n	yang sebelumnya	KEEP	X
01369078-a	enak	KEEP	O
04105893-n	ruangan	KEEP	Y
02016523-v	melangkah masuk	KEEP	X
02423183-v	memungkinkan	KEEP	O
02130300-v	memandangi	KEEP	None
01083157-a	sepenuh	KEEP	Y
00564695-v	lipat	KEEP	L
03670849-n	garis lurus	DELETE	X
02689299-v	tersebar	KEEP	O
01982395-v	berpose	KEEP	None
08593262-n	garis keturunan	DELETE	X
05925702-n	kecantikan	KEEP	O
02488834-v	menikah	KEEP	M
10599806-n	penyanyi	KEEP	Y
01156834-v	melalap	DELETE	O
00018577-r	cukup	KEEP	O
03417749-n	taman	KEEP	O
03098252-a	semenanjung	KEEP	O
01995549-v	bergerak	KEEP	O
07886572-n	membuat	DELETE	O
01150559-v	menyasar	KEEP	None
00488187-a	khusus	KEEP	L
02067719-a	berbeda-beda	KEEP	None
02324478-v	tambah	KEEP	O
90000024-n	dewa keberuntungan	KEEP	None
00410247-n	praktik	KEEP	X
01152746-a	lembut	KEEP	Y
00486067-r	ke bawah	KEEP	None
01665638-v	memasak	KEEP	O
15118011-n	setiap saat	KEEP	X
04071102-n	suaka	KEEP	Y
01264336-a	lucu	KEEP	O
00943837-v	tunjukkan	KEEP	X
08720481-n	chile	KEEP	None
01375831-a	terkemuka	KEEP	O
02308741-v	memberikan	KEEP	O
03176763-n	department	KEEP	None
02006834-v	melebas	DELETE	O
07272084-n	lambang	KEEP	O
01861205-a	umum	KEEP	Y
01410223-v	menumbuk	KEEP	O
02255268-v	berikan	KEEP	None
07473441-n	kejayaan	KEEP	Y
00724832-v	mengherankan	KEEP	O
00723056-v	memperhatikan	KEEP	None
08997487-n	singapura	KEEP	X
05861067-n	total	KEEP	L
00198147-a	depan	KEEP	O
00792641-a	berdaulat	KEEP	O
08568256-n	tata	KEEP	None
05615028-n	akal	KEEP	None
02207206-v	dibelinya	KEEP	None
00755745-v	berkehendakkan	DELETE	None
00104345-r	sekurang	KEEP	None
02958343-n	mobil	KEEP	O
02734488-v	berada	KEEP	O
06691684-n	pujian	KEEP	O
