synset	lemma	annotation	goodness label	confidence	language
01192312-v	mencelupkan	KEEP	O	1	English
13253751-n	tawaran	KEEP	None	1	English
02456493-v	di kalangan	KEEP	X	1	English
02497062-v	membebaskan	KEEP	O	2	English, Spanish
05129565-n	berjauhan	DELETE	O	1	Finnish
02020590-v	menoyor	DELETE	O	1	English
02898711-n	pai hung ch'iao	KEEP	None	1	English
02088883-s	rahasia	KEEP	None	1	English
02635956-v	mengemudikan	DELETE	O	1	English
07270179-n	unsur	KEEP	O	1	English
03356158-n	unggulan	KEEP	None	1	English
02355596-v	mengadakan	DELETE	O	1	Spanish
09366762-n	alam	KEEP	O	1	English
01201856-v	makan	DELETE	O	1	English
02373336-v	lanjutkan	KEEP	None	1	English
00911752-n	pendirian	KEEP	O	1	Slovene
02157519-v	bermunculan	KEEP	Y	1	English
09907196-n	perdana menteri	KEEP	O	1	English
02471327-v	mendaftar	KEEP	O	1	Arabic
00166146-a	indah	KEEP	O	1	Spanish
08489627-n	di sana	KEEP	L	1	English
02923510-a	islam	KEEP	None	1	Portuguese
02425913-v	tutup	KEEP	Y	1	English
08430568-n	tali	DELETE	O	1	Thai
09466280-n	dunia	KEEP	Y	1	English
04555897-n	jam	KEEP	Y	1	Finnish
09530721-n	Dewa Krishna	KEEP	None	1	English
06634376-n	informasi	KEEP	Y	1	English
01820302-v	nikmati	KEEP	X	1	English
02197505-v	menyambut	KEEP	O	1	Finnish
06739990-n	soal	KEEP	None	1	English
07399452-n	suara	KEEP	O	1	English
08441203-n	hukuman	KEEP	Y	1	Spanish
06566077-n	lunak	KEEP	None	1	Polish
13776432-n	berjuta	KEEP	L	1	English
02701210-v	makan	DELETE	O	1	English
00108479-r	di sini	KEEP	O	1	English
00745499-v	pesanlah	KEEP	None	1	English
00062857-r	jadi	KEEP	O	1	Slovene
05984287-n	pendidikan	KEEP	Y	1	Spanish
00086000-r	lekas	KEEP	L	1	Spanish
02632940-v	antara	KEEP	None	1	English
08585657-n	cakrawala	KEEP	O	1	English
07203900-n	ya	KEEP	O	1	English
02493030-v	mendatangi	KEEP	O	1	Spanish
04105068-n	langit	KEEP	Y	1	English
03405725-n	perabot	KEEP	Y	1	Spanish
01675963-v	didekorasi	KEEP	None	1	English
07164546-n	penawaran	KEEP	None	1	Spanish
02701210-v	menakung	DELETE	O	1	English
00756076-v	membawa pergi	DELETE	X	1	English
08219493-n	anak	KEEP	None	1	English
01976488-v	jatuh	KEEP	Y	1	Arabic
01806143-n	merak	KEEP	O	1	English
00022131-r	sebegitu	DELETE	O	1	Portuguese
08065234-n	perusahaan	KEEP	O	1	Slovene
03814906-n	kalung	KEEP	O	1	Polish
01767949-v	terusik	KEEP	None	1	Arabic
00645493-a	luar biasa	KEEP	Y	1	English
02267989-v	luangkanlah	KEEP	None	1	Greek
01106405-a	tempat	DELETE	O	2	English, Spanish
01722980-v	penataan	KEEP	None	1	English
07932841-n	tea	KEEP	None	1	Finnish
04842515-n	kejahatan	KEEP	O	1	Japanese
01646682-v	terinspirasi	KEEP	None	1	English
02991122-a	artistik	KEEP	Y	1	Spanish
00636921-n	riset	KEEP	None	1	English
02627934-v	menyilakan	DELETE	O	1	English
00067707-n	penyerahan diri	KEEP	X	1	English
08965251-n	maldives	KEEP	None	1	Portuguese
01501113-a	musik	KEEP	None	1	English
00484892-v	menyelesaikan	KEEP	O	1	Finnish
04379964-n	meja	KEEP	Y	1	English
15239579-n	musim	KEEP	O	1	English
14419164-n	tautan	KEEP	O	1	English
02599636-v	membawa	DELETE	O	1	English
08562620-n	timur	KEEP	O	1	English
08008335-n	organisasi	KEEP	Y	1	English
00149510-r	benar-benar	KEEP	O	1	English
08436759-n	flora	KEEP	Y	4	English, Spanish, Greek, Portuguese
00737884-v	membayar	KEEP	O	1	English
08912842-n	persia	KEEP	None	1	Japanese
01667132-v	mengubah	KEEP	O	1	English
00849357-a	indah	KEEP	Y	1	English
05268112-n	isi	KEEP	Y	1	Slovene
04202417-n	butik	KEEP	None	1	English
05703429-n	perhatikan	KEEP	X	1	English
09815790-n	pembantu	KEEP	Y	1	English
10614812-n	tukang	KEEP	O	1	English
01410606-a	demen	DELETE	O	1	Spanish
10078131-n	penggemar	KEEP	O	1	Slovene
10332385-n	ibu	KEEP	Y	1	Polish
07804323-n	nasi	DELETE	O	1	Portuguese
07663592-n	beef	KEEP	None	1	English
02327200-v	menyajikan	DELETE	O	1	English
05602835-n	pipi	KEEP	Y	1	English
01817314-v	mempesona	KEEP	X	1	English
00300441-n	udara	KEEP	L	1	English
06414372-n	buku teks	KEEP	None	1	Polish
15120823-n	masa lampau	KEEP	None	1	Portuguese
01326528-v	menghapuskan	DELETE	O	1	Finnish
10123711-n	kakek	KEEP	None	1	English
01982395-v	demik	DELETE	O	1	Finnish
13791389-n	hubungan	KEEP	O	1	English
01884930-a	selamat	KEEP	O	1	English
03405725-n	furnitur	KEEP	None	1	Spanish
00528667-n	balet	KEEP	Y	1	Slovene
02873839-n	kedai	KEEP	O	1	Spanish
02568672-v	mempratikkan	DELETE	X	1	English
11444038-n	siang hari	KEEP	Y	1	English
04264765-n	kapsul	KEEP	O	1	Slovene
05559908-n	anggota	KEEP	O	1	English
13370938-n	kekayaan	KEEP	O	1	Japanese
02570267-v	memanjakan	KEEP	Y	1	English
02627934-v	perlukan	KEEP	X	1	English
03472112-n	gym	KEEP	None	1	English
10550673-n	santa klaus	KEEP	None	1	English
04236001-n	tempat tidur	KEEP	None	1	English
01083769-v	memakan	KEEP	None	1	English
00238022-n	sesuatu	DELETE	O	1	Spanish
02614181-v	makhluk	DELETE	O	1	English
14881303-n	kaca	KEEP	Y	1	English
00507927-r	bersama-sama	KEEP	O	1	Finnish
02717102-v	membawa	KEEP	O	1	Finnish
10013242-n	penyantap	KEEP	None	1	English
00213794-v	mengetinkan	DELETE	None	1	English
01328705-v	menambahkan	KEEP	O	1	Greek
02647497-v	terus bertahan	DELETE	X	1	English
02579469-a	jalinan	KEEP	None	1	Thai
01945550-a	saling	KEEP	Y	1	English
02564986-a	sanggup	KEEP	O	1	English
01468097-a	beruntung	KEEP	Y	1	Finnish
02109678-a	terpisah	KEEP	Y	1	English
02389220-a	liar	KEEP	Y	1	English
07737745-n	kacang tanah	KEEP	Y	1	English
14450691-n	keharusan	KEEP	O	1	English
08621598-n	tempat biasa	DELETE	X	1	English
02240481-v	berusaha	KEEP	None	1	English
01885845-v	merayap	KEEP	Y	1	English
01157517-v	melemahkan	DELETE	O	1	English
01092366-v	bertarung	KEEP	O	1	English
05729036-n	taburan	KEEP	O	1	Polish
01478423-v	tutup	KEEP	L	1	English
01999218-v	mengemudikan	DELETE	O	1	English
13240514-n	milik	KEEP	O	1	Polish
13613294-n	㎡	KEEP	None	1	Polish
07891726-n	wine	KEEP	None	1	Polish
04271891-n	tontonan	KEEP	None	2	English, Spanish
00649481-v	jelajahilah	KEEP	None	1	English
14376188-n	ketegangan	KEEP	Y	2	English, Spanish
00734318-a	hancur	KEEP	O	1	English
00250484-r	seiring	KEEP	O	1	Finnish
00063172-r	daripada	KEEP	None	1	English
13943968-n	hal	KEEP	O	1	Greek
01739814-v	pelihara	KEEP	None	1	English
02560548-a	lebar	KEEP	O	1	English
09908025-n	budak	DELETE	O	1	Finnish
00885695-a	bersemangat	KEEP	Y	1	Finnish
03871628-n	paket	KEEP	Y	1	English
02526085-v	menyempurnakan	DELETE	O	1	English
08438533-n	pepohonan	KEEP	None	1	Portuguese
00360306-a	dimilikinya	KEEP	X	1	English
01733477-v	diselenggarakan	KEEP	None	1	Spanish
00010435-v	bersifat	KEEP	Y	1	English
02078294-v	membawa kembali	KEEP	X	1	Greek
05924920-n	biasa	DELETE	O	1	English
04219424-n	sutera	KEEP	None	1	Slovene
09908025-n	pemuda	DELETE	O	1	Finnish
00005779-r	jauh	KEEP	O	1	Slovene
00173220-a	dalam dua	KEEP	X	2	English, Portuguese
06999436-n	gambar	KEEP	O	1	English
01925372-a	wajar	KEEP	O	1	Polish
00248765-r	utama	KEEP	None	1	Slovene
00631378-n	praktek	KEEP	None	1	English
02997391-n	keramik	KEEP	O	2	English, Spanish
01556572-v	belah	KEEP	O	1	English
08907606-n	indonesia	KEEP	None	1	Portuguese
00690058-a	sedalam	KEEP	None	1	English
03671668-n	jalur	DELETE	O	1	English
00048138-r	akhir	KEEP	None	1	Finnish
03619396-n	perlengkapan	KEEP	O	1	Polish
00108479-r	kemari	KEEP	None	1	English
02224055-v	melepas	KEEP	O	1	Arabic
06806469-n	lambang	KEEP	Y	1	Slovene
07292694-n	hasil	KEEP	O	1	English
01777210-v	menyayangi	DELETE	O	1	English
15159819-n	tanggal	KEEP	O	1	Portuguese
02267989-v	memasukkan	DELETE	O	1	Greek
02129289-v	terdapat	KEEP	None	1	Arabic
05093890-n	setingkat	KEEP	None	1	Spanish
01619014-v	buat	KEEP	M	1	Spanish
02968325-a	eropa	KEEP	None	1	Portuguese
10388924-n	pemilik	KEEP	Y	1	Spanish
08588152-n	domestik	DELETE	O	1	English
07367812-n	gangguan	KEEP	O	1	Spanish
08642037-n	sebelah	KEEP	O	1	Thai
07458453-n	balap	KEEP	O	1	Spanish
15167906-n	malam	KEEP	O	1	Portuguese
02402825-v	pecat	DELETE	O	1	Spanish
09044862-n	amerika	KEEP	None	1	Finnish
02727883-v	laris	KEEP	O	1	English
00065639-v	memperoleh	DELETE	O	1	Greek
01982395-v	meluwengkan	DELETE	O	1	Finnish
15121302-n	lama	KEEP	O	1	English
02209936-v	membutuhkan	DELETE	O	1	English
05868051-n	awal	KEEP	Y	1	Spanish
00118567-a	hidup	KEEP	O	1	Spanish
02697116-a	negeri	KEEP	O	1	Portuguese
07724943-n	biji	KEEP	O	1	Portuguese
07009808-n	adegan	KEEP	O	1	English
00166146-a	menarik	KEEP	Y	1	Spanish
09673495-n	india	KEEP	None	1	Portuguese
00151689-v	jatuh	KEEP	O	1	Slovene
06634376-n	keterangan	KEEP	Y	1	English
01815628-v	menyenangkan	KEEP	Y	1	Finnish
01982395-v	berhasil	DELETE	O	1	Finnish
00250056-r	seporsi	KEEP	None	1	Portuguese
05789432-n	keputusan	KEEP	Y	1	English
08394922-n	tentara	KEEP	O	1	English
01459422-a	lucu	KEEP	None	1	Spanish
02357479-a	heran	KEEP	O	1	English
01003249-v	memotret	KEEP	O	1	English
03438257-n	gelas	KEEP	Y	1	Greek
03521076-n	engsel	KEEP	O	1	English
00397405-v	lekang	KEEP	O	1	Finnish
07227772-n	janji	KEEP	O	1	Spanish
07975026-n	acara	KEEP	None	1	Slovene
02773838-n	koper	KEEP	X	1	Greek
01269073-a	lapar	KEEP	Y	1	English
02060588-v	merembet	KEEP	O	1	English
03313333-n	teras	KEEP	None	2	English, Spanish
12125890-n	beras	DELETE	O	1	Portuguese
00113082-r	selain dari	KEEP	None	1	English
00744916-a	tersulit	KEEP	X	4	Finnish, English, Spanish, Thai
04081281-n	‘restoran	KEEP	None	1	English
00027167-n	tempat	KEEP	Y	1	Portuguese
01948077-v	berselancar	KEEP	O	1	English
01471002-a	utama	KEEP	O	1	English
00035058-r	sering	KEEP	O	1	Portuguese
01505254-v	menarik	KEEP	Y	1	English
00002684-n	objek	KEEP	Y	1	Finnish
14546227-n	keadaan	KEEP	L	1	English
08460395-n	parade	KEEP	None	1	Spanish
00941990-v	berbicara	KEEP	O	1	English
01982395-v	mengandaikan	DELETE	O	1	Finnish
04105893-n	kamar	KEEP	O	2	English, Spanish
01410606-a	mirip	KEEP	Y	1	Spanish
01820302-v	amati	KEEP	X	1	English
01593649-a	biasa	KEEP	Y	1	Portuguese
01427127-v	meluwengkan	DELETE	O	1	English
03800563-n	museum	KEEP	O	1	Polish
00789448-v	hubungilah	KEEP	None	1	English
15137425-n	waktu luang	KEEP	X	1	Portuguese
08644722-n	pedesaan	KEEP	O	1	Spanish
00421047-n	penindasan	KEEP	O	1	English
00062857-r	maka	KEEP	O	1	Slovene
02325558-v	mengorbankan	KEEP	O	1	English
02647497-v	berkeras	DELETE	O	1	English
02661252-v	bervariasi	KEEP	O	1	English
01932482-v	dipimpin	KEEP	None	1	English
13746512-n	dasawarsa	DELETE	O	1	English
07369604-n	selera	KEEP	None	1	English
01214265-v	membawa	DELETE	O	1	Greek
07557165-n	“sedap-sedapan”	KEEP	None	1	English
02598765-v	bergabung	KEEP	O	1	English
08375154-n	persemakmuran	KEEP	L	1	English
09682291-n	muslim	KEEP	L	1	English
00770437-v	mencambuk	DELETE	O	1	Spanish
10533013-n	pesaing	KEEP	O	1	English
00406243-v	mempersiapkan	KEEP	O	1	English
00019609-r	seringkali	KEEP	X	1	English
09225146-n	perairan	KEEP	Y	1	English
01564144-v	mempuingkan	DELETE	X	1	English
07652585-n	head	KEEP	None	1	English
00697589-v	menentukan	KEEP	Y	1	Arabic
08430568-n	bentuk	DELETE	O	1	Thai
02647497-v	membuyarkan	DELETE	O	1	English
02735688-n	kawasan	KEEP	O	1	Finnish
01646075-v	menerbitkan	KEEP	None	1	Spanish
07556872-n	jajanan	KEEP	O	1	English
01712704-v	buat	KEEP	O	1	English
02743214-v	datang dari	KEEP	None	1	English
01805982-v	menikmati	KEEP	Y	1	English
01919931-a	heboh	KEEP	Y	1	Portuguese
15201116-n	thanksgiving	KEEP	None	1	English
15150134-n	1960-an	KEEP	None	1	English
04879964-n	pengkhianatan	KEEP	O	1	Portuguese
02576349-v	menipu	KEEP	O	1	English
02447370-v	berhak	KEEP	O	1	English
00756076-v	memasukkan	DELETE	O	1	English
07555863-n	jajan	KEEP	None	1	English
07545717-n	kebajikan	KEEP	O	1	English
01843380-a	bersiaplah	KEEP	X	1	English
02402825-v	mengalengkan	DELETE	O	1	Spanish
02355596-v	membawa	DELETE	O	1	Spanish
04298171-n	tangga	KEEP	O	1	English
00597915-v	informasi	KEEP	None	1	Greek
01180351-v	tersaji	KEEP	Y	1	Finnish
01565921-v	memakan habis	DELETE	X	1	English
06515662-n	hikayat	KEEP	O	1	English
01504625-a	musik	KEEP	None	1	English
08544593-n	penjuru	KEEP	O	1	English
01001857-v	terdaftar	KEEP	L	1	English
07450842-n	upacara	KEEP	Y	1	Finnish
09018848-n	georgia	KEEP	None	1	Greek
05131902-n	55	KEEP	None	1	Spanish
02118476-v	perhatikan	KEEP	X	1	Finnish
00043794-r	-nya	DELETE	X	1	English
05959954-n	iman	KEEP	Y	2	English, Spanish
00146387-r	pernah	KEEP	O	1	Finnish
02118933-v	perhatikan	KEEP	X	1	English
02434976-v	masuk	KEEP	O	1	English
01167981-v	bersantap malam	KEEP	X	1	Portuguese
01843380-a	disajikan	KEEP	X	1	English
00024073-r	non	KEEP	None	2	Slovene, Portuguese
01999798-v	berhasil	DELETE	O	1	English
02326355-v	melihat-lihat	KEEP	O	1	English
13886133-n	panggul	KEEP	None	1	English
02631856-v	menunjukkan	KEEP	Y	1	Slovene
13611207-n	derajat	KEEP	Y	1	English
02633881-v	terbukti	KEEP	O	1	English
00822115-a	mudah	KEEP	O	1	English
01122601-n	belanja	KEEP	O	1	Slovene
14483917-n	kesempatan	KEEP	Y	1	Spanish
02623731-v	berakar	KEEP	Y	1	English
05311054-n	mata	KEEP	Y	1	English
10307234-n	ahli	KEEP	Y	1	English
01675963-v	hias	KEEP	Y	1	English
00018577-r	sekali	KEEP	O	1	English
01820302-v	bersenang-senang	KEEP	O	1	English
02640440-v	ragu	KEEP	None	1	English
01015244-v	terbukti	KEEP	Y	1	English
10020890-n	dr.	KEEP	None	1	English
13815342-n	berskala	KEEP	O	1	English
01862918-v	mampirlah	KEEP	X	1	Spanish
08431942-n	barisan	KEEP	O	1	English
00159396-n	korupsi	KEEP	Y	1	Japanese
01193099-v	segah	DELETE	Y	1	English
02629535-v	mengandung	KEEP	O	1	English
00394562-a	berwarna	KEEP	O	1	English
14322699-n	sakit	KEEP	Y	1	English
02664769-v	orang	DELETE	O	1	Spanish
02958392-a	perancis	KEEP	None	1	English
01731351-a	kini	KEEP	Y	1	English
00120796-v	mempunyai	DELETE	O	1	English
05538625-n	kepala	KEEP	Y	1	English
01315613-v	carilah	KEEP	None	1	English
00598954-v	melihat	KEEP	O	1	English
00033308-r	saja	KEEP	O	1	English
00098714-r	malah	KEEP	None	1	English
07882497-n	campuran	KEEP	O	1	Slovene
01181295-v	menyajikan	KEEP	O	1	Spanish
00029378-n	kejadian	KEEP	O	1	English
02296726-v	tawarkan	KEEP	L	1	English
01436003-a	singkat	KEEP	Y	1	English
02496036-v	dikurung	KEEP	None	1	English
14563784-n	cahaya	KEEP	O	1	Slovene
13765396-n	sebotol	KEEP	None	1	Polish
01258091-v	memotong-motong	KEEP	None	1	English
07881800-n	minuman dari ramuan khas	DELETE	X	1	English
04812268-n	kehalusan	KEEP	O	1	Arabic
13244109-n	barang	KEEP	None	1	English
02472987-n	lelaki	DELETE	O	2	English, Spanish
00004475-n	orang	DELETE	O	1	Spanish
00047392-r	yg amat	DELETE	X	1	Finnish
15159583-n	hari	KEEP	Y	1	Polish
01218084-v	mengusung	KEEP	O	1	English
07804323-n	rice	KEEP	None	1	Portuguese
08160146-n	yuan	KEEP	L	1	English
04625129-n	semangat	KEEP	Y	1	Spanish
01021973-v	tentukan	KEEP	X	1	English
00106921-r	umum	KEEP	None	1	Finnish
00348571-n	bergoyang	KEEP	O	1	Spanish
02110552-v	merasakan	KEEP	O	1	English
02599754-v	menyediakan	KEEP	O	1	Greek
02154508-v	mencari	KEEP	Y	1	English
10701180-n	pemain tenis	KEEP	X	1	Portuguese
15227846-n	sejam	KEEP	None	1	Finnish
02006834-v	menggetok	DELETE	O	1	English
08591680-n	lapisan	KEEP	Y	1	English
01226941-n	membantu	KEEP	Y	1	English
14485064-n	kesempatan	KEEP	O	1	Spanish
01659248-v	ditanami	KEEP	None	1	English
07579076-n	sedikit	KEEP	None	1	English
10221656-n	mustika	KEEP	M	1	English
09505418-n	dewa-dewi	KEEP	X	1	English
00161630-r	perlahan-lahan	KEEP	O	1	English
07490713-n	kenikmatan	KEEP	Y	1	English
06799897-n	tali	DELETE	O	1	English
10163354-n	seorang	KEEP	O	1	English
00043003-r	jadi	KEEP	O	1	English
01494310-v	tata	KEEP	None	1	Arabic
01213614-v	merebut	KEEP	O	1	English
00249736-r	ke atas	DELETE	None	1	Finnish
02165304-v	mengintip	KEEP	Y	1	English
01638438-a	lama	KEEP	O	1	Finnish
00799076-v	memolok	DELETE	O	1	English
01201856-v	menceguk	DELETE	X	1	English
09777353-n	agen	KEEP	Y	3	Finnish, English, Slovene
01214265-v	jadi	DELETE	O	1	Greek
01664172-v	masak-memasak	DELETE	None	1	English
01160342-n	hukuman	KEEP	Y	1	English
02078294-v	pulang	KEEP	Y	1	Greek
00059413-r	sering	KEEP	O	1	English
08502171-n	langit	KEEP	O	1	English
01843689-v	mengunjungi	KEEP	Y	1	Spanish
05665146-n	cara	KEEP	O	1	English
08652970-n	jarak antara	DELETE	X	1	English
01828736-v	cintai	KEEP	X	1	English
02078591-v	memperkenalkan	KEEP	Y	1	Spanish
07985223-n	sepasang	KEEP	O	1	Finnish
02109645-v	dapat	DELETE	O	1	English
13941125-n	batas	KEEP	O	1	Spanish
02270342-a	canggih	KEEP	Y	1	Finnish
08642037-n	tempat	DELETE	O	1	Thai
00610538-v	ingatkan	KEEP	L	1	Finnish
08513718-n	tempat	KEEP	O	1	Spanish
02004874-v	pulang	KEEP	Y	1	Greek
02247584-v	terjual habis	KEEP	X	1	Spanish
00341917-v	datanglah	KEEP	None	1	English
03691817-n	lounges	KEEP	None	1	Japanese
15246353-n	selama	KEEP	O	1	Finnish
00734054-v	menyangkakan	DELETE	O	1	English
05131023-n	menit	KEEP	None	1	Finnish
01824244-a	kuat	KEEP	Y	1	Greek
09813126-n	pemain	KEEP	O	1	Spanish
02664769-v	imbang	DELETE	L	1	Spanish
01315333-v	melihat-lihat	KEEP	O	1	English
02286204-v	mencari	KEEP	O	1	English
02268485-a	bukan	KEEP	O	1	Spanish
00755745-v	bertanyakan	DELETE	None	1	English
13713003-n	bentuk	DELETE	O	1	English
10407726-n	pelanggan	KEEP	O	1	English
01675963-v	didekor	KEEP	None	1	English
00004722-r	saja	KEEP	O	1	Finnish
07883031-n	isi	KEEP	Y	1	English
01564144-v	memusnahkan	KEEP	O	1	English
02613672-v	tidak ada	KEEP	X	1	English
01158872-v	campurkan	KEEP	None	1	Finnish
02548893-v	mempercepat	KEEP	O	1	English
07722217-n	bawang	KEEP	O	1	Polish
02627934-v	jadi	DELETE	O	1	English
02388950-v	bergaul	KEEP	O	1	English
01197014-v	menghabiskan	KEEP	O	1	Spanish
01445932-v	menggigit	KEEP	Y	1	English
00328015-n	pulang	KEEP	Y	1	English
13439088-n	api	KEEP	O	1	English
00594621-v	kenal	KEEP	O	1	English
07859284-n	gula olahan	DELETE	X	1	English
01482075-v	tergantung	KEEP	O	1	Arabic
01850315-v	pindahkan	KEEP	None	1	English
00602805-v	berlatih	KEEP	O	1	English
01182709-v	mencurahkan	DELETE	O	1	English
09992837-n	putri	KEEP	None	2	English, Spanish
01982395-v	menggetok	DELETE	O	1	Finnish
02242464-v	jual	KEEP	Y	1	English
01326528-v	menengkarapkan	DELETE	O	1	Finnish
01826723-v	menginginkan	KEEP	O	1	English
02174896-a	mudah	KEEP	O	1	English
10476086-n	banduan	DELETE	None	1	English
07302836-n	kebakaran	KEEP	O	1	English
05984287-n	edukasi	KEEP	O	1	Spanish
03671473-n	baris	DELETE	O	1	Spanish
06339416-n	gelar	KEEP	None	1	English
00122626-a	lalu	KEEP	None	1	Spanish
08716738-n	kamboja	KEEP	None	1	English
01894164-v	meggugah	KEEP	None	1	English
01651196-a	di	DELETE	O	1	English
00402535-n	pengisian	KEEP	O	1	Slovene
01826184-v	ingin	KEEP	O	1	Greek
11311173-n	spielberg	KEEP	None	1	Polish
02620587-v	mewakili	DELETE	O	1	Spanish
01166093-v	dapat	DELETE	O	1	English
00628491-v	pikir	KEEP	None	1	English
02685951-v	luasnya	DELETE	X	1	English
15179888-n	penanggalan	KEEP	O	1	English
02006834-v	sampai di/ke	DELETE	X	1	English
02809692-a	teknologi	KEEP	O	2	English, Spanish
13659760-n	km/jam	KEEP	None	1	Polish
01621555-v	cipta	KEEP	Y	1	Spanish
00755745-v	harapkan	KEEP	None	1	English
08510666-n	muka	KEEP	Y	1	English
04096066-n	road	KEEP	None	1	English
02627934-v	berkehendakkan	DELETE	None	1	English
05217168-n	susuk	DELETE	O	1	English
00173338-v	menarik diri	DELETE	O	1	Arabic
03157348-n	cymbal	KEEP	None	1	English
00746718-v	menyuruh	KEEP	O	1	English
01855764-a	dasar	KEEP	Y	1	English
02745284-a	ideal	KEEP	O	1	Portuguese
02759190-a	tangan	KEEP	O	1	Portuguese
07762913-n	durian	KEEP	L	1	English
00007015-r	kira	KEEP	Y	1	English
02717102-v	membutuhkan	DELETE	O	1	Finnish
02359340-v	dapat	DELETE	O	1	English
01999218-v	mengawali	DELETE	O	1	English
01192312-v	dicelupkan	KEEP	None	1	English
00195024-r	sering	KEEP	O	2	Slovene, Portuguese
07879350-n	sashimi	KEEP	X	1	English
01686956-v	pertunjukan	KEEP	O	1	English
02743547-n	seni	KEEP	O	1	English
00428404-a	jelas	KEEP	O	1	English
01151110-v	berlatih	DELETE	O	1	Spanish
01775164-v	menyukai	KEEP	O	1	English
02236624-v	meluwengkan	DELETE	O	1	Arabic
00325328-v	digoreng	KEEP	X	1	Spanish
00243918-n	memasak	KEEP	O	1	English
02130524-v	menengok	KEEP	O	1	English
05824739-n	bukti	KEEP	Y	1	English
02075857-v	menjadikan	DELETE	O	1	English
02132745-v	menatap	KEEP	O	1	Spanish
03365991-n	lantai	KEEP	O	1	English
02551832-v	menyelamatkan	KEEP	O	1	Arabic
14759722-n	kulit	KEEP	O	1	English
01593649-a	norma	DELETE	Y	1	Portuguese
14437386-n	reputasi	KEEP	Y	1	English
02259829-v	menawar	KEEP	O	1	English
00029677-n	proses	KEEP	O	1	Slovene
00489108-a	rujukan harian	DELETE	X	1	Portuguese
02479323-v	makanan	DELETE	O	1	English
01982395-v	melebas	DELETE	O	1	Finnish
00522751-v	memapak	DELETE	O	1	English
01714208-v	tampil	KEEP	None	1	English
02108654-v	menampung	DELETE	O	1	English
01151110-v	memasukkan	DELETE	O	1	Spanish
03178782-n	pola	KEEP	X	1	Portuguese
02209936-v	meluwengkan	DELETE	O	1	English
01588876-v	bermerek	KEEP	None	1	English
07794159-n	udang	KEEP	O	1	Finnish
13779804-n	populasi	KEEP	O	1	Finnish
05200670-n	keadaan	KEEP	None	1	Slovene
07738353-n	kulit	KEEP	Y	1	English
13844923-n	yang sebelumnya	KEEP	X	1	Finnish
04105893-n	ruangan	KEEP	Y	2	English, Spanish
02016523-v	melangkah masuk	KEEP	X	1	English
02423183-v	memungkinkan	KEEP	O	1	English
02130300-v	memandangi	KEEP	None	1	English
01083157-a	sepenuh	KEEP	Y	1	Slovene
00564695-v	lipat	KEEP	L	1	English
03670849-n	garis lurus	DELETE	X	1	Spanish
02689299-v	tersebar	KEEP	O	1	English
01982395-v	berpose	KEEP	None	1	Finnish
08593262-n	garis keturunan	DELETE	X	1	Spanish
05925702-n	kecantikan	KEEP	O	1	English
02488834-v	menikah	KEEP	M	1	Arabic
10599806-n	penyanyi	KEEP	Y	1	English
01156834-v	melalap	DELETE	O	1	Spanish
00018577-r	cukup	KEEP	O	1	English
03417749-n	taman	KEEP	O	1	Slovene
01995549-v	bergerak	KEEP	O	1	English
07886572-n	membuat	DELETE	O	1	English
01150559-v	menyasar	KEEP	None	1	Spanish
02324478-v	tambah	KEEP	O	1	English
00410247-n	praktik	KEEP	X	1	Greek
01152746-a	lembut	KEEP	Y	1	English
00486067-r	ke bawah	KEEP	None	1	English
01665638-v	memasak	KEEP	O	1	English
04071102-n	suaka	KEEP	Y	1	Spanish
01264336-a	lucu	KEEP	O	1	Spanish
00943837-v	tunjukkan	KEEP	X	1	English
08720481-n	chile	KEEP	None	1	Portuguese
02308741-v	memberikan	KEEP	O	1	English
03176763-n	department	KEEP	None	1	English
02006834-v	melebas	DELETE	O	1	English
07272084-n	lambang	KEEP	O	1	Portuguese
01861205-a	umum	KEEP	Y	1	Portuguese
01410223-v	menumbuk	KEEP	O	1	Spanish
02255268-v	berikan	KEEP	None	1	English
07473441-n	kejayaan	KEEP	Y	1	English
00724832-v	mengherankan	KEEP	O	1	English
00723056-v	memperhatikan	KEEP	None	1	English
08997487-n	singapura	KEEP	X	1	English
05861067-n	total	KEEP	L	1	English
08568256-n	tata	KEEP	None	1	English
05615028-n	akal	KEEP	None	1	Slovene
02207206-v	dibelinya	KEEP	None	1	English
00755745-v	berkehendakkan	DELETE	None	1	English
00104345-r	sekurang	KEEP	None	1	Finnish
02958343-n	mobil	KEEP	O	1	Spanish
02734488-v	berada	KEEP	O	1	English
06691684-n	pujian	KEEP	O	1	Spanish
00032863-r	sejak	KEEP	None	1	English
00189511-v	menyuapkan	KEEP	Y	1	Spanish
02327200-v	memberikan	KEEP	Y	1	English
02261642-v	dijamu	KEEP	None	1	English
08820121-n	kanada	KEEP	None	1	Polish
04351550-n	suites	KEEP	None	1	English
13773725-n	sedikit	KEEP	None	1	English
00173338-v	mengeluarkan dari	DELETE	X	1	Arabic
02129289-v	lihat	KEEP	Y	1	Arabic
00700451-a	pasti	KEEP	Y	1	Portuguese
14563564-n	kekejaman	KEEP	O	1	Greek
00039941-r	terlihat	KEEP	None	1	Finnish
08310389-n	kumpul	KEEP	O	1	Portuguese
00689344-v	menganggap	KEEP	Y	1	English
02688623-a	cereal	KEEP	None	1	English
09918248-n	anak	KEEP	Y	1	Spanish
01166351-v	bersantap	KEEP	Y	1	English
00358021-r	bebas	KEEP	O	1	Spanish
